,UF,regiao,data,perm_media
3206,Paraná,Sul,2017-12-01,4.3
3207,Santa Catarina,Sul,2017-12-01,4.3
3208,Rio Grande do Sul,Sul,2017-12-01,5.9
3209,Mato Grosso do Sul,Centro-Oeste,2017-12-01,4.6
3210,Mato Grosso,Centro-Oeste,2017-12-01,4.5
3211,Goiás,Centro-Oeste,2017-12-01,4.7
3212,Distrito Federal,Centro-Oeste,2017-12-01,6.1
3213,Rondônia,Norte,2018-01-01,4.7
3214,Acre,Norte,2018-01-01,4.8
3215,Amazonas,Norte,2018-01-01,5.1
3216,Roraima,Norte,2018-01-01,5.1
3217,Pará,Norte,2018-01-01,4.2
3218,Amapá,Norte,2018-01-01,5.6
3219,Tocantins,Norte,2018-01-01,5.4
3220,Maranhão,Nordeste,2018-01-01,4.7
3221,Piauí,Nordeste,2018-01-01,4.8
3222,Ceará,Nordeste,2018-01-01,5.7
3223,Rio Grande do Norte,Nordeste,2018-01-01,6.0
3224,Paraíba,Nordeste,2018-01-01,6.0
3225,Pernambuco,Nordeste,2018-01-01,5.7
3226,Alagoas,Nordeste,2018-01-01,5.3
3227,Sergipe,Nordeste,2018-01-01,6.0
3228,Bahia,Nordeste,2018-01-01,5.1
3229,Minas Gerais,Sudeste,2018-01-01,5.1
3230,Espírito Santo,Sudeste,2018-01-01,5.1
3231,Rio de Janeiro,Sudeste,2018-01-01,7.1
3232,São Paulo,Sudeste,2018-01-01,5.3
3233,Paraná,Sul,2018-01-01,4.5
3234,Santa Catarina,Sul,2018-01-01,4.8
3235,Rio Grande do Sul,Sul,2018-01-01,6.1
3236,Mato Grosso do Sul,Centro-Oeste,2018-01-01,4.8
3237,Mato Grosso,Centro-Oeste,2018-01-01,4.7
3238,Goiás,Centro-Oeste,2018-01-01,4.7
3239,Distrito Federal,Centro-Oeste,2018-01-01,6.5
3240,Rondônia,Norte,2018-02-01,4.7
3241,Acre,Norte,2018-02-01,4.9
3242,Amazonas,Norte,2018-02-01,5.3
3243,Roraima,Norte,2018-02-01,5.1
3244,Pará,Norte,2018-02-01,4.1
3245,Amapá,Norte,2018-02-01,5.4
3246,Tocantins,Norte,2018-02-01,5.2
3247,Maranhão,Nordeste,2018-02-01,4.7
3248,Piauí,Nordeste,2018-02-01,4.9
3249,Ceará,Nordeste,2018-02-01,5.7
3250,Rio Grande do Norte,Nordeste,2018-02-01,5.7
3251,Paraíba,Nordeste,2018-02-01,6.0
3252,Pernambuco,Nordeste,2018-02-01,5.5
3253,Alagoas,Nordeste,2018-02-01,5.0
3254,Sergipe,Nordeste,2018-02-01,6.0
3255,Bahia,Nordeste,2018-02-01,5.1
3256,Minas Gerais,Sudeste,2018-02-01,5.1
3257,Espírito Santo,Sudeste,2018-02-01,5.1
3258,Rio de Janeiro,Sudeste,2018-02-01,7.1
3259,São Paulo,Sudeste,2018-02-01,5.1
3260,Paraná,Sul,2018-02-01,4.5
3261,Santa Catarina,Sul,2018-02-01,4.6
3262,Rio Grande do Sul,Sul,2018-02-01,6.1
3263,Mato Grosso do Sul,Centro-Oeste,2018-02-01,5.0
3264,Mato Grosso,Centro-Oeste,2018-02-01,4.5
3265,Goiás,Centro-Oeste,2018-02-01,4.6
3266,Distrito Federal,Centro-Oeste,2018-02-01,6.2
3267,Rondônia,Norte,2018-03-01,4.7
3268,Acre,Norte,2018-03-01,4.9
3269,Amazonas,Norte,2018-03-01,5.2
3270,Roraima,Norte,2018-03-01,5.4
3271,Pará,Norte,2018-03-01,4.1
3272,Amapá,Norte,2018-03-01,5.5
3273,Tocantins,Norte,2018-03-01,5.2
3274,Maranhão,Nordeste,2018-03-01,4.7
3275,Piauí,Nordeste,2018-03-01,4.8
3276,Ceará,Nordeste,2018-03-01,5.5
3277,Rio Grande do Norte,Nordeste,2018-03-01,5.7
3278,Paraíba,Nordeste,2018-03-01,5.5
3279,Pernambuco,Nordeste,2018-03-01,5.3
3280,Alagoas,Nordeste,2018-03-01,4.9
3281,Sergipe,Nordeste,2018-03-01,5.6
3282,Bahia,Nordeste,2018-03-01,4.6
3283,Minas Gerais,Sudeste,2018-03-01,5.1
3284,Espírito Santo,Sudeste,2018-03-01,4.8
3285,Rio de Janeiro,Sudeste,2018-03-01,6.8
3286,São Paulo,Sudeste,2018-03-01,5.0
3287,Paraná,Sul,2018-03-01,4.4
3288,Santa Catarina,Sul,2018-03-01,4.7
3289,Rio Grande do Sul,Sul,2018-03-01,6.0
3290,Mato Grosso do Sul,Centro-Oeste,2018-03-01,4.6
3291,Mato Grosso,Centro-Oeste,2018-03-01,4.5
3292,Goiás,Centro-Oeste,2018-03-01,4.5
3293,Distrito Federal,Centro-Oeste,2018-03-01,5.8
3294,Rondônia,Norte,2018-04-01,4.4
3295,Acre,Norte,2018-04-01,4.8
3296,Amazonas,Norte,2018-04-01,5.2
3297,Roraima,Norte,2018-04-01,5.3
3298,Pará,Norte,2018-04-01,4.1
3299,Amapá,Norte,2018-04-01,5.2
3300,Tocantins,Norte,2018-04-01,5.3
3301,Maranhão,Nordeste,2018-04-01,4.4
3302,Piauí,Nordeste,2018-04-01,4.9
3303,Ceará,Nordeste,2018-04-01,5.6
3304,Rio Grande do Norte,Nordeste,2018-04-01,5.6
3305,Paraíba,Nordeste,2018-04-01,5.5
3306,Pernambuco,Nordeste,2018-04-01,5.2
3307,Alagoas,Nordeste,2018-04-01,4.8
3308,Sergipe,Nordeste,2018-04-01,5.6
3309,Bahia,Nordeste,2018-04-01,4.6
3310,Minas Gerais,Sudeste,2018-04-01,5.0
3311,Espírito Santo,Sudeste,2018-04-01,4.9
3312,Rio de Janeiro,Sudeste,2018-04-01,6.7
3313,São Paulo,Sudeste,2018-04-01,5.1
3314,Paraná,Sul,2018-04-01,4.4
3315,Santa Catarina,Sul,2018-04-01,4.6
3316,Rio Grande do Sul,Sul,2018-04-01,6.0
3317,Mato Grosso do Sul,Centro-Oeste,2018-04-01,4.7
3318,Mato Grosso,Centro-Oeste,2018-04-01,4.4
3319,Goiás,Centro-Oeste,2018-04-01,4.6
3320,Distrito Federal,Centro-Oeste,2018-04-01,6.1
3321,Rondônia,Norte,2018-05-01,4.7
3322,Acre,Norte,2018-05-01,5.0
3323,Amazonas,Norte,2018-05-01,5.2
3324,Roraima,Norte,2018-05-01,5.3
3325,Pará,Norte,2018-05-01,4.1
3326,Amapá,Norte,2018-05-01,5.6
3327,Tocantins,Norte,2018-05-01,5.4
3328,Maranhão,Nordeste,2018-05-01,4.4
3329,Piauí,Nordeste,2018-05-01,4.7
3330,Ceará,Nordeste,2018-05-01,5.5
3331,Rio Grande do Norte,Nordeste,2018-05-01,5.5
3332,Paraíba,Nordeste,2018-05-01,5.4
3333,Pernambuco,Nordeste,2018-05-01,5.3
3334,Alagoas,Nordeste,2018-05-01,5.0
3335,Sergipe,Nordeste,2018-05-01,5.4
3336,Bahia,Nordeste,2018-05-01,4.6
3337,Minas Gerais,Sudeste,2018-05-01,5.1
3338,Espírito Santo,Sudeste,2018-05-01,4.9
3339,Rio de Janeiro,Sudeste,2018-05-01,7.0
3340,São Paulo,Sudeste,2018-05-01,5.1
3341,Paraná,Sul,2018-05-01,4.5
3342,Santa Catarina,Sul,2018-05-01,4.7
3343,Rio Grande do Sul,Sul,2018-05-01,6.2
3344,Mato Grosso do Sul,Centro-Oeste,2018-05-01,4.8
3345,Mato Grosso,Centro-Oeste,2018-05-01,4.5
3346,Goiás,Centro-Oeste,2018-05-01,4.7
3347,Distrito Federal,Centro-Oeste,2018-05-01,5.8
3348,Rondônia,Norte,2018-06-01,4.6
3349,Acre,Norte,2018-06-01,5.0
3350,Amazonas,Norte,2018-06-01,5.4
3351,Roraima,Norte,2018-06-01,5.1
3352,Pará,Norte,2018-06-01,4.2
3353,Amapá,Norte,2018-06-01,5.7
3354,Tocantins,Norte,2018-06-01,5.5
3355,Maranhão,Nordeste,2018-06-01,4.4
3356,Piauí,Nordeste,2018-06-01,4.7
3357,Ceará,Nordeste,2018-06-01,5.5
3358,Rio Grande do Norte,Nordeste,2018-06-01,5.8
3359,Paraíba,Nordeste,2018-06-01,5.8
3360,Pernambuco,Nordeste,2018-06-01,5.4
3361,Alagoas,Nordeste,2018-06-01,4.9
3362,Sergipe,Nordeste,2018-06-01,5.5
3363,Bahia,Nordeste,2018-06-01,4.6
3364,Minas Gerais,Sudeste,2018-06-01,5.1
3365,Espírito Santo,Sudeste,2018-06-01,4.9
3366,Rio de Janeiro,Sudeste,2018-06-01,6.8
3367,São Paulo,Sudeste,2018-06-01,5.2
3368,Paraná,Sul,2018-06-01,4.7
3369,Santa Catarina,Sul,2018-06-01,4.6
3370,Rio Grande do Sul,Sul,2018-06-01,6.2
3371,Mato Grosso do Sul,Centro-Oeste,2018-06-01,4.9
3372,Mato Grosso,Centro-Oeste,2018-06-01,4.6
3373,Goiás,Centro-Oeste,2018-06-01,4.7
3374,Distrito Federal,Centro-Oeste,2018-06-01,6.0
3375,Rondônia,Norte,2018-07-01,4.6
3376,Acre,Norte,2018-07-01,4.9
3377,Amazonas,Norte,2018-07-01,5.3
3378,Roraima,Norte,2018-07-01,5.4
3379,Pará,Norte,2018-07-01,4.2
3380,Amapá,Norte,2018-07-01,5.8
3381,Tocantins,Norte,2018-07-01,6.0
3382,Maranhão,Nordeste,2018-07-01,4.4
3383,Piauí,Nordeste,2018-07-01,4.8
3384,Ceará,Nordeste,2018-07-01,5.6
3385,Rio Grande do Norte,Nordeste,2018-07-01,5.6
3386,Paraíba,Nordeste,2018-07-01,5.5
3387,Pernambuco,Nordeste,2018-07-01,5.5
3388,Alagoas,Nordeste,2018-07-01,4.8
3389,Sergipe,Nordeste,2018-07-01,5.3
3390,Bahia,Nordeste,2018-07-01,4.6
3391,Minas Gerais,Sudeste,2018-07-01,5.2
3392,Espírito Santo,Sudeste,2018-07-01,4.9
3393,Rio de Janeiro,Sudeste,2018-07-01,6.7
3394,São Paulo,Sudeste,2018-07-01,5.2
3395,Paraná,Sul,2018-07-01,4.4
3396,Santa Catarina,Sul,2018-07-01,4.6
3397,Rio Grande do Sul,Sul,2018-07-01,6.1
3398,Mato Grosso do Sul,Centro-Oeste,2018-07-01,4.6
3399,Mato Grosso,Centro-Oeste,2018-07-01,4.5
3400,Goiás,Centro-Oeste,2018-07-01,4.9
3401,Distrito Federal,Centro-Oeste,2018-07-01,6.3
3402,Rondônia,Norte,2018-08-01,4.7
3403,Acre,Norte,2018-08-01,4.8
3404,Amazonas,Norte,2018-08-01,5.4
3405,Roraima,Norte,2018-08-01,5.6
3406,Pará,Norte,2018-08-01,4.1
3407,Amapá,Norte,2018-08-01,5.1
3408,Tocantins,Norte,2018-08-01,5.3
3409,Maranhão,Nordeste,2018-08-01,4.3
3410,Piauí,Nordeste,2018-08-01,4.9
3411,Ceará,Nordeste,2018-08-01,5.6
3412,Rio Grande do Norte,Nordeste,2018-08-01,5.8
3413,Paraíba,Nordeste,2018-08-01,5.4
3414,Pernambuco,Nordeste,2018-08-01,5.3
3415,Alagoas,Nordeste,2018-08-01,4.8
3416,Sergipe,Nordeste,2018-08-01,5.3
3417,Bahia,Nordeste,2018-08-01,4.5
3418,Minas Gerais,Sudeste,2018-08-01,5.1
3419,Espírito Santo,Sudeste,2018-08-01,4.9
3420,Rio de Janeiro,Sudeste,2018-08-01,6.9
3421,São Paulo,Sudeste,2018-08-01,5.1
3422,Paraná,Sul,2018-08-01,4.5
3423,Santa Catarina,Sul,2018-08-01,4.6
3424,Rio Grande do Sul,Sul,2018-08-01,6.3
3425,Mato Grosso do Sul,Centro-Oeste,2018-08-01,4.8
3426,Mato Grosso,Centro-Oeste,2018-08-01,4.5
3427,Goiás,Centro-Oeste,2018-08-01,4.7
3428,Distrito Federal,Centro-Oeste,2018-08-01,6.0
3429,Rondônia,Norte,2018-09-01,4.6
3430,Acre,Norte,2018-09-01,4.8
3431,Amazonas,Norte,2018-09-01,5.2
3432,Roraima,Norte,2018-09-01,5.3
3433,Pará,Norte,2018-09-01,4.1
3434,Amapá,Norte,2018-09-01,4.8
3435,Tocantins,Norte,2018-09-01,5.5
3436,Maranhão,Nordeste,2018-09-01,4.3
3437,Piauí,Nordeste,2018-09-01,4.8
3438,Ceará,Nordeste,2018-09-01,5.4
3439,Rio Grande do Norte,Nordeste,2018-09-01,5.7
3440,Paraíba,Nordeste,2018-09-01,5.5
3441,Pernambuco,Nordeste,2018-09-01,5.3
3442,Alagoas,Nordeste,2018-09-01,4.6
3443,Sergipe,Nordeste,2018-09-01,5.5
3444,Bahia,Nordeste,2018-09-01,4.5
3445,Minas Gerais,Sudeste,2018-09-01,5.1
3446,Espírito Santo,Sudeste,2018-09-01,5.0
3447,Rio de Janeiro,Sudeste,2018-09-01,6.5
3448,São Paulo,Sudeste,2018-09-01,5.1
3449,Paraná,Sul,2018-09-01,4.4
3450,Santa Catarina,Sul,2018-09-01,4.6
3451,Rio Grande do Sul,Sul,2018-09-01,6.3
3452,Mato Grosso do Sul,Centro-Oeste,2018-09-01,4.6
3453,Mato Grosso,Centro-Oeste,2018-09-01,4.6
3454,Goiás,Centro-Oeste,2018-09-01,4.6
3455,Distrito Federal,Centro-Oeste,2018-09-01,6.0
3456,Rondônia,Norte,2018-10-01,4.5
3457,Acre,Norte,2018-10-01,4.7
3458,Amazonas,Norte,2018-10-01,5.2
3459,Roraima,Norte,2018-10-01,5.7
3460,Pará,Norte,2018-10-01,3.9
3461,Amapá,Norte,2018-10-01,4.9
3462,Tocantins,Norte,2018-10-01,5.6
3463,Maranhão,Nordeste,2018-10-01,4.4
3464,Piauí,Nordeste,2018-10-01,5.0
3465,Ceará,Nordeste,2018-10-01,5.5
3466,Rio Grande do Norte,Nordeste,2018-10-01,5.9
3467,Paraíba,Nordeste,2018-10-01,5.4
3468,Pernambuco,Nordeste,2018-10-01,5.3
3469,Alagoas,Nordeste,2018-10-01,5.0
3470,Sergipe,Nordeste,2018-10-01,6.8
3471,Bahia,Nordeste,2018-10-01,4.6
3472,Minas Gerais,Sudeste,2018-10-01,5.0
3473,Espírito Santo,Sudeste,2018-10-01,4.9
3474,Rio de Janeiro,Sudeste,2018-10-01,6.6
3475,São Paulo,Sudeste,2018-10-01,5.3
3476,Paraná,Sul,2018-10-01,4.4
3477,Santa Catarina,Sul,2018-10-01,4.6
3478,Rio Grande do Sul,Sul,2018-10-01,6.2
3479,Mato Grosso do Sul,Centro-Oeste,2018-10-01,4.6
3480,Mato Grosso,Centro-Oeste,2018-10-01,4.6
3481,Goiás,Centro-Oeste,2018-10-01,4.8
3482,Distrito Federal,Centro-Oeste,2018-10-01,6.4
3483,Rondônia,Norte,2018-11-01,4.7
3484,Acre,Norte,2018-11-01,4.9
3485,Amazonas,Norte,2018-11-01,5.2
3486,Roraima,Norte,2018-11-01,6.0
3487,Pará,Norte,2018-11-01,4.0
3488,Amapá,Norte,2018-11-01,5.0
3489,Tocantins,Norte,2018-11-01,6.0
3490,Maranhão,Nordeste,2018-11-01,4.3
3491,Piauí,Nordeste,2018-11-01,4.7
3492,Ceará,Nordeste,2018-11-01,5.5
3493,Rio Grande do Norte,Nordeste,2018-11-01,5.8
3494,Paraíba,Nordeste,2018-11-01,5.3
3495,Pernambuco,Nordeste,2018-11-01,5.4
3496,Alagoas,Nordeste,2018-11-01,5.0
3497,Sergipe,Nordeste,2018-11-01,5.6
3498,Bahia,Nordeste,2018-11-01,4.6
3499,Minas Gerais,Sudeste,2018-11-01,5.1
3500,Espírito Santo,Sudeste,2018-11-01,5.0
3501,Rio de Janeiro,Sudeste,2018-11-01,6.8
3502,São Paulo,Sudeste,2018-11-01,5.1
3503,Paraná,Sul,2018-11-01,4.4
3504,Santa Catarina,Sul,2018-11-01,4.5
3505,Rio Grande do Sul,Sul,2018-11-01,6.1
3506,Mato Grosso do Sul,Centro-Oeste,2018-11-01,4.5
3507,Mato Grosso,Centro-Oeste,2018-11-01,4.8
3508,Goiás,Centro-Oeste,2018-11-01,4.7
3509,Distrito Federal,Centro-Oeste,2018-11-01,6.1
3510,Rondônia,Norte,2018-12-01,4.6
3511,Acre,Norte,2018-12-01,4.8
3512,Amazonas,Norte,2018-12-01,5.2
3513,Roraima,Norte,2018-12-01,5.8
3514,Pará,Norte,2018-12-01,4.1
3515,Amapá,Norte,2018-12-01,5.0
3516,Tocantins,Norte,2018-12-01,5.8
3517,Maranhão,Nordeste,2018-12-01,4.4
3518,Piauí,Nordeste,2018-12-01,4.7
3519,Ceará,Nordeste,2018-12-01,5.6
3520,Rio Grande do Norte,Nordeste,2018-12-01,5.8
3521,Paraíba,Nordeste,2018-12-01,5.8
3522,Pernambuco,Nordeste,2018-12-01,5.5
3523,Alagoas,Nordeste,2018-12-01,4.9
3524,Sergipe,Nordeste,2018-12-01,5.7
3525,Bahia,Nordeste,2018-12-01,4.5
3526,Minas Gerais,Sudeste,2018-12-01,5.1
3527,Espírito Santo,Sudeste,2018-12-01,5.0
3528,Rio de Janeiro,Sudeste,2018-12-01,6.6
3529,São Paulo,Sudeste,2018-12-01,5.2
3530,Paraná,Sul,2018-12-01,4.4
3531,Santa Catarina,Sul,2018-12-01,4.4
3532,Rio Grande do Sul,Sul,2018-12-01,6.0
3533,Mato Grosso do Sul,Centro-Oeste,2018-12-01,4.7
3534,Mato Grosso,Centro-Oeste,2018-12-01,4.7
3535,Goiás,Centro-Oeste,2018-12-01,4.7
3536,Distrito Federal,Centro-Oeste,2018-12-01,5.9
3537,Rondônia,Norte,2019-01-01,5.0
3538,Acre,Norte,2019-01-01,5.0
3539,Amazonas,Norte,2019-01-01,5.2
3540,Roraima,Norte,2019-01-01,5.9
3541,Pará,Norte,2019-01-01,4.1
3542,Amapá,Norte,2019-01-01,5.0
3543,Tocantins,Norte,2019-01-01,6.0
3544,Maranhão,Nordeste,2019-01-01,4.6
3545,Piauí,Nordeste,2019-01-01,4.9
3546,Ceará,Nordeste,2019-01-01,5.7
3547,Rio Grande do Norte,Nordeste,2019-01-01,5.9
3548,Paraíba,Nordeste,2019-01-01,5.9
3549,Pernambuco,Nordeste,2019-01-01,5.5
3550,Alagoas,Nordeste,2019-01-01,6.3
3551,Sergipe,Nordeste,2019-01-01,6.0
3552,Bahia,Nordeste,2019-01-01,4.7
3553,Minas Gerais,Sudeste,2019-01-01,5.2
3554,Espírito Santo,Sudeste,2019-01-01,5.0
3555,Rio de Janeiro,Sudeste,2019-01-01,7.1
3556,São Paulo,Sudeste,2019-01-01,5.4
3557,Paraná,Sul,2019-01-01,4.4
3558,Santa Catarina,Sul,2019-01-01,4.6
3559,Rio Grande do Sul,Sul,2019-01-01,6.2
3560,Mato Grosso do Sul,Centro-Oeste,2019-01-01,4.8
3561,Mato Grosso,Centro-Oeste,2019-01-01,4.8
3562,Goiás,Centro-Oeste,2019-01-01,4.7
3563,Distrito Federal,Centro-Oeste,2019-01-01,6.1
3564,Rondônia,Norte,2019-02-01,5.0
3565,Acre,Norte,2019-02-01,5.0
3566,Amazonas,Norte,2019-02-01,5.3
3567,Roraima,Norte,2019-02-01,6.3
3568,Pará,Norte,2019-02-01,4.1
3569,Amapá,Norte,2019-02-01,5.2
3570,Tocantins,Norte,2019-02-01,5.7
3571,Maranhão,Nordeste,2019-02-01,4.5
3572,Piauí,Nordeste,2019-02-01,5.0
3573,Ceará,Nordeste,2019-02-01,5.8
3574,Rio Grande do Norte,Nordeste,2019-02-01,5.6
3575,Paraíba,Nordeste,2019-02-01,5.7
3576,Pernambuco,Nordeste,2019-02-01,5.3
3577,Alagoas,Nordeste,2019-02-01,5.3
3578,Sergipe,Nordeste,2019-02-01,5.8
3579,Bahia,Nordeste,2019-02-01,4.6
3580,Minas Gerais,Sudeste,2019-02-01,5.0
3581,Espírito Santo,Sudeste,2019-02-01,4.7
3582,Rio de Janeiro,Sudeste,2019-02-01,7.1
3583,São Paulo,Sudeste,2019-02-01,5.1
3584,Paraná,Sul,2019-02-01,4.2
3585,Santa Catarina,Sul,2019-02-01,4.4
3586,Rio Grande do Sul,Sul,2019-02-01,6.1
3587,Mato Grosso do Sul,Centro-Oeste,2019-02-01,4.7
3588,Mato Grosso,Centro-Oeste,2019-02-01,4.5
3589,Goiás,Centro-Oeste,2019-02-01,4.6
3590,Distrito Federal,Centro-Oeste,2019-02-01,5.6
3591,Rondônia,Norte,2019-03-01,4.7
3592,Acre,Norte,2019-03-01,5.1
3593,Amazonas,Norte,2019-03-01,5.3
3594,Roraima,Norte,2019-03-01,6.3
3595,Pará,Norte,2019-03-01,4.1
3596,Amapá,Norte,2019-03-01,5.4
3597,Tocantins,Norte,2019-03-01,5.6
3598,Maranhão,Nordeste,2019-03-01,4.5
3599,Piauí,Nordeste,2019-03-01,5.0
3600,Ceará,Nordeste,2019-03-01,5.6
3601,Rio Grande do Norte,Nordeste,2019-03-01,5.8
3602,Paraíba,Nordeste,2019-03-01,5.7
3603,Pernambuco,Nordeste,2019-03-01,5.4
3604,Alagoas,Nordeste,2019-03-01,5.0
3605,Sergipe,Nordeste,2019-03-01,5.5
3606,Bahia,Nordeste,2019-03-01,4.6
3607,Minas Gerais,Sudeste,2019-03-01,5.1
3608,Espírito Santo,Sudeste,2019-03-01,4.9
3609,Rio de Janeiro,Sudeste,2019-03-01,6.8
3610,São Paulo,Sudeste,2019-03-01,5.4
3611,Paraná,Sul,2019-03-01,4.3
3612,Santa Catarina,Sul,2019-03-01,4.6
3613,Rio Grande do Sul,Sul,2019-03-01,6.2
3614,Mato Grosso do Sul,Centro-Oeste,2019-03-01,4.6
3615,Mato Grosso,Centro-Oeste,2019-03-01,4.5
3616,Goiás,Centro-Oeste,2019-03-01,4.7
3617,Distrito Federal,Centro-Oeste,2019-03-01,5.6
3618,Rondônia,Norte,2019-04-01,4.6
3619,Acre,Norte,2019-04-01,5.1
3620,Amazonas,Norte,2019-04-01,5.2
3621,Roraima,Norte,2019-04-01,5.4
3622,Pará,Norte,2019-04-01,4.0
3623,Amapá,Norte,2019-04-01,5.8
3624,Tocantins,Norte,2019-04-01,5.7
3625,Maranhão,Nordeste,2019-04-01,4.5
3626,Piauí,Nordeste,2019-04-01,4.9
3627,Ceará,Nordeste,2019-04-01,5.5
3628,Rio Grande do Norte,Nordeste,2019-04-01,5.5
3629,Paraíba,Nordeste,2019-04-01,5.7
3630,Pernambuco,Nordeste,2019-04-01,5.2
3631,Alagoas,Nordeste,2019-04-01,5.1
3632,Sergipe,Nordeste,2019-04-01,5.4
3633,Bahia,Nordeste,2019-04-01,4.4
3634,Minas Gerais,Sudeste,2019-04-01,5.0
3635,Espírito Santo,Sudeste,2019-04-01,4.8
3636,Rio de Janeiro,Sudeste,2019-04-01,6.7
3637,São Paulo,Sudeste,2019-04-01,5.0
3638,Paraná,Sul,2019-04-01,4.3
3639,Santa Catarina,Sul,2019-04-01,4.4
3640,Rio Grande do Sul,Sul,2019-04-01,6.0
3641,Mato Grosso do Sul,Centro-Oeste,2019-04-01,4.6
3642,Mato Grosso,Centro-Oeste,2019-04-01,4.5
3643,Goiás,Centro-Oeste,2019-04-01,4.4
3644,Distrito Federal,Centro-Oeste,2019-04-01,5.8
3645,Rondônia,Norte,2019-05-01,4.5
3646,Acre,Norte,2019-05-01,4.6
3647,Amazonas,Norte,2019-05-01,5.2
3648,Roraima,Norte,2019-05-01,6.0
3649,Pará,Norte,2019-05-01,3.9
3650,Amapá,Norte,2019-05-01,5.5
3651,Tocantins,Norte,2019-05-01,5.4
3652,Maranhão,Nordeste,2019-05-01,4.5
3653,Piauí,Nordeste,2019-05-01,4.9
3654,Ceará,Nordeste,2019-05-01,5.7
3655,Rio Grande do Norte,Nordeste,2019-05-01,5.7
3656,Paraíba,Nordeste,2019-05-01,5.3
3657,Pernambuco,Nordeste,2019-05-01,5.3
3658,Alagoas,Nordeste,2019-05-01,5.1
3659,Sergipe,Nordeste,2019-05-01,5.5
3660,Bahia,Nordeste,2019-05-01,4.4
3661,Minas Gerais,Sudeste,2019-05-01,4.9
3662,Espírito Santo,Sudeste,2019-05-01,4.9
3663,Rio de Janeiro,Sudeste,2019-05-01,6.8
3664,São Paulo,Sudeste,2019-05-01,5.0
3665,Paraná,Sul,2019-05-01,4.2
3666,Santa Catarina,Sul,2019-05-01,4.4
3667,Rio Grande do Sul,Sul,2019-05-01,6.0
3668,Mato Grosso do Sul,Centro-Oeste,2019-05-01,4.5
3669,Mato Grosso,Centro-Oeste,2019-05-01,4.6
3670,Goiás,Centro-Oeste,2019-05-01,4.5
3671,Distrito Federal,Centro-Oeste,2019-05-01,5.8
3672,Rondônia,Norte,2019-06-01,4.8
3673,Acre,Norte,2019-06-01,5.0
3674,Amazonas,Norte,2019-06-01,5.2
3675,Roraima,Norte,2019-06-01,5.7
3676,Pará,Norte,2019-06-01,3.8
3677,Amapá,Norte,2019-06-01,5.8
3678,Tocantins,Norte,2019-06-01,5.6
3679,Maranhão,Nordeste,2019-06-01,4.6
3680,Piauí,Nordeste,2019-06-01,4.9
3681,Ceará,Nordeste,2019-06-01,5.6
3682,Rio Grande do Norte,Nordeste,2019-06-01,5.5
3683,Paraíba,Nordeste,2019-06-01,5.5
3684,Pernambuco,Nordeste,2019-06-01,5.3
3685,Alagoas,Nordeste,2019-06-01,5.1
3686,Sergipe,Nordeste,2019-06-01,5.6
3687,Bahia,Nordeste,2019-06-01,4.5
3688,Minas Gerais,Sudeste,2019-06-01,5.0
3689,Espírito Santo,Sudeste,2019-06-01,4.8
3690,Rio de Janeiro,Sudeste,2019-06-01,7.0
3691,São Paulo,Sudeste,2019-06-01,5.1
3692,Paraná,Sul,2019-06-01,4.4
3693,Santa Catarina,Sul,2019-06-01,4.4
3694,Rio Grande do Sul,Sul,2019-06-01,6.1
3695,Mato Grosso do Sul,Centro-Oeste,2019-06-01,4.6
3696,Mato Grosso,Centro-Oeste,2019-06-01,4.5
3697,Goiás,Centro-Oeste,2019-06-01,4.5
3698,Distrito Federal,Centro-Oeste,2019-06-01,5.8
3699,Rondônia,Norte,2019-07-01,4.8
3700,Acre,Norte,2019-07-01,4.5
3701,Amazonas,Norte,2019-07-01,5.2
3702,Roraima,Norte,2019-07-01,5.7
3703,Pará,Norte,2019-07-01,4.2
3704,Amapá,Norte,2019-07-01,5.5
3705,Tocantins,Norte,2019-07-01,5.8
3706,Maranhão,Nordeste,2019-07-01,4.8
3707,Piauí,Nordeste,2019-07-01,4.9
3708,Ceará,Nordeste,2019-07-01,5.7
3709,Rio Grande do Norte,Nordeste,2019-07-01,5.4
3710,Paraíba,Nordeste,2019-07-01,5.6
3711,Pernambuco,Nordeste,2019-07-01,5.3
3712,Alagoas,Nordeste,2019-07-01,5.1
3713,Sergipe,Nordeste,2019-07-01,5.8
3714,Bahia,Nordeste,2019-07-01,4.6
3715,Minas Gerais,Sudeste,2019-07-01,5.1
3716,Espírito Santo,Sudeste,2019-07-01,4.8
3717,Rio de Janeiro,Sudeste,2019-07-01,6.8
3718,São Paulo,Sudeste,2019-07-01,5.2
3719,Paraná,Sul,2019-07-01,4.3
3720,Santa Catarina,Sul,2019-07-01,4.3
3721,Rio Grande do Sul,Sul,2019-07-01,6.0
3722,Mato Grosso do Sul,Centro-Oeste,2019-07-01,4.6
3723,Mato Grosso,Centro-Oeste,2019-07-01,4.4
3724,Goiás,Centro-Oeste,2019-07-01,4.6
3725,Distrito Federal,Centro-Oeste,2019-07-01,5.9
3726,Rondônia,Norte,2019-08-01,4.9
3727,Acre,Norte,2019-08-01,4.9
3728,Amazonas,Norte,2019-08-01,5.1
3729,Roraima,Norte,2019-08-01,5.5
3730,Pará,Norte,2019-08-01,4.2
3731,Amapá,Norte,2019-08-01,5.0
3732,Tocantins,Norte,2019-08-01,5.6
3733,Maranhão,Nordeste,2019-08-01,4.6
3734,Piauí,Nordeste,2019-08-01,4.7
