,UF,regiao,data,perm_media
1092,Pernambuco,Nordeste,2011-06-01,5.3
1093,Alagoas,Nordeste,2011-06-01,5.4
1094,Sergipe,Nordeste,2011-06-01,4.8
1095,Bahia,Nordeste,2011-06-01,4.2
1096,Minas Gerais,Sudeste,2011-06-01,5.4
1097,Espírito Santo,Sudeste,2011-06-01,5.3
1098,Rio de Janeiro,Sudeste,2011-06-01,7.7
1099,São Paulo,Sudeste,2011-06-01,6.3
1100,Paraná,Sul,2011-06-01,5.2
1101,Santa Catarina,Sul,2011-06-01,5.5
1102,Rio Grande do Sul,Sul,2011-06-01,6.2
1103,Mato Grosso do Sul,Centro-Oeste,2011-06-01,4.8
1104,Mato Grosso,Centro-Oeste,2011-06-01,4.7
1105,Goiás,Centro-Oeste,2011-06-01,5.0
1106,Distrito Federal,Centro-Oeste,2011-06-01,6.7
1107,Rondônia,Norte,2011-07-01,4.3
1108,Acre,Norte,2011-07-01,4.6
1109,Amazonas,Norte,2011-07-01,4.7
1110,Roraima,Norte,2011-07-01,5.1
1111,Pará,Norte,2011-07-01,3.8
1112,Amapá,Norte,2011-07-01,4.9
1113,Tocantins,Norte,2011-07-01,4.6
1114,Maranhão,Nordeste,2011-07-01,4.6
1115,Piauí,Nordeste,2011-07-01,4.1
1116,Ceará,Nordeste,2011-07-01,5.3
1117,Rio Grande do Norte,Nordeste,2011-07-01,5.7
1118,Paraíba,Nordeste,2011-07-01,5.4
1119,Pernambuco,Nordeste,2011-07-01,6.2
1120,Alagoas,Nordeste,2011-07-01,5.5
1121,Sergipe,Nordeste,2011-07-01,5.3
1122,Bahia,Nordeste,2011-07-01,4.3
1123,Minas Gerais,Sudeste,2011-07-01,5.5
1124,Espírito Santo,Sudeste,2011-07-01,5.5
1125,Rio de Janeiro,Sudeste,2011-07-01,8.0
1126,São Paulo,Sudeste,2011-07-01,6.1
1127,Paraná,Sul,2011-07-01,5.2
1128,Santa Catarina,Sul,2011-07-01,5.3
1129,Rio Grande do Sul,Sul,2011-07-01,6.2
1130,Mato Grosso do Sul,Centro-Oeste,2011-07-01,4.8
1131,Mato Grosso,Centro-Oeste,2011-07-01,4.6
1132,Goiás,Centro-Oeste,2011-07-01,5.0
1133,Distrito Federal,Centro-Oeste,2011-07-01,6.8
1134,Rondônia,Norte,2011-08-01,4.2
1135,Acre,Norte,2011-08-01,4.9
1136,Amazonas,Norte,2011-08-01,4.7
1137,Roraima,Norte,2011-08-01,4.9
1138,Pará,Norte,2011-08-01,3.7
1139,Amapá,Norte,2011-08-01,5.1
1140,Tocantins,Norte,2011-08-01,4.5
1141,Maranhão,Nordeste,2011-08-01,4.6
1142,Piauí,Nordeste,2011-08-01,4.0
1143,Ceará,Nordeste,2011-08-01,5.2
1144,Rio Grande do Norte,Nordeste,2011-08-01,5.6
1145,Paraíba,Nordeste,2011-08-01,5.2
1146,Pernambuco,Nordeste,2011-08-01,5.5
1147,Alagoas,Nordeste,2011-08-01,5.9
1148,Sergipe,Nordeste,2011-08-01,4.8
1149,Bahia,Nordeste,2011-08-01,5.7
1150,Minas Gerais,Sudeste,2011-08-01,5.4
1151,Espírito Santo,Sudeste,2011-08-01,5.7
1152,Rio de Janeiro,Sudeste,2011-08-01,7.9
1153,São Paulo,Sudeste,2011-08-01,6.1
1154,Paraná,Sul,2011-08-01,5.2
1155,Santa Catarina,Sul,2011-08-01,5.5
1156,Rio Grande do Sul,Sul,2011-08-01,6.1
1157,Mato Grosso do Sul,Centro-Oeste,2011-08-01,4.7
1158,Mato Grosso,Centro-Oeste,2011-08-01,4.5
1159,Goiás,Centro-Oeste,2011-08-01,5.0
1160,Distrito Federal,Centro-Oeste,2011-08-01,6.7
1161,Rondônia,Norte,2011-09-01,4.0
1162,Acre,Norte,2011-09-01,4.5
1163,Amazonas,Norte,2011-09-01,4.8
1164,Roraima,Norte,2011-09-01,4.7
1165,Pará,Norte,2011-09-01,3.7
1166,Amapá,Norte,2011-09-01,4.7
1167,Tocantins,Norte,2011-09-01,4.6
1168,Maranhão,Nordeste,2011-09-01,4.5
1169,Piauí,Nordeste,2011-09-01,4.0
1170,Ceará,Nordeste,2011-09-01,5.1
1171,Rio Grande do Norte,Nordeste,2011-09-01,5.6
1172,Paraíba,Nordeste,2011-09-01,5.4
1173,Pernambuco,Nordeste,2011-09-01,5.6
1174,Alagoas,Nordeste,2011-09-01,5.1
1175,Sergipe,Nordeste,2011-09-01,5.4
1176,Bahia,Nordeste,2011-09-01,4.5
1177,Minas Gerais,Sudeste,2011-09-01,5.4
1178,Espírito Santo,Sudeste,2011-09-01,5.5
1179,Rio de Janeiro,Sudeste,2011-09-01,8.2
1180,São Paulo,Sudeste,2011-09-01,6.2
1181,Paraná,Sul,2011-09-01,5.2
1182,Santa Catarina,Sul,2011-09-01,5.4
1183,Rio Grande do Sul,Sul,2011-09-01,6.3
1184,Mato Grosso do Sul,Centro-Oeste,2011-09-01,4.8
1185,Mato Grosso,Centro-Oeste,2011-09-01,4.5
1186,Goiás,Centro-Oeste,2011-09-01,5.1
1187,Distrito Federal,Centro-Oeste,2011-09-01,7.1
1188,Rondônia,Norte,2011-10-01,4.2
1189,Acre,Norte,2011-10-01,4.9
1190,Amazonas,Norte,2011-10-01,4.9
1191,Roraima,Norte,2011-10-01,5.1
1192,Pará,Norte,2011-10-01,3.8
1193,Amapá,Norte,2011-10-01,4.9
1194,Tocantins,Norte,2011-10-01,4.3
1195,Maranhão,Nordeste,2011-10-01,4.3
1196,Piauí,Nordeste,2011-10-01,4.0
1197,Ceará,Nordeste,2011-10-01,5.2
1198,Rio Grande do Norte,Nordeste,2011-10-01,5.5
1199,Paraíba,Nordeste,2011-10-01,5.4
1200,Pernambuco,Nordeste,2011-10-01,5.6
1201,Alagoas,Nordeste,2011-10-01,5.6
1202,Sergipe,Nordeste,2011-10-01,5.4
1203,Bahia,Nordeste,2011-10-01,4.8
1204,Minas Gerais,Sudeste,2011-10-01,5.6
1205,Espírito Santo,Sudeste,2011-10-01,5.4
1206,Rio de Janeiro,Sudeste,2011-10-01,8.5
1207,São Paulo,Sudeste,2011-10-01,6.1
1208,Paraná,Sul,2011-10-01,5.1
1209,Santa Catarina,Sul,2011-10-01,5.4
1210,Rio Grande do Sul,Sul,2011-10-01,6.3
1211,Mato Grosso do Sul,Centro-Oeste,2011-10-01,4.8
1212,Mato Grosso,Centro-Oeste,2011-10-01,4.9
1213,Goiás,Centro-Oeste,2011-10-01,5.5
1214,Distrito Federal,Centro-Oeste,2011-10-01,7.2
1215,Rondônia,Norte,2011-11-01,4.1
1216,Acre,Norte,2011-11-01,4.6
1217,Amazonas,Norte,2011-11-01,4.8
1218,Roraima,Norte,2011-11-01,4.9
1219,Pará,Norte,2011-11-01,3.8
1220,Amapá,Norte,2011-11-01,4.9
1221,Tocantins,Norte,2011-11-01,4.1
1222,Maranhão,Nordeste,2011-11-01,4.3
1223,Piauí,Nordeste,2011-11-01,3.9
1224,Ceará,Nordeste,2011-11-01,5.0
1225,Rio Grande do Norte,Nordeste,2011-11-01,5.4
1226,Paraíba,Nordeste,2011-11-01,5.3
1227,Pernambuco,Nordeste,2011-11-01,5.7
1228,Alagoas,Nordeste,2011-11-01,5.4
1229,Sergipe,Nordeste,2011-11-01,5.1
1230,Bahia,Nordeste,2011-11-01,4.3
1231,Minas Gerais,Sudeste,2011-11-01,5.4
1232,Espírito Santo,Sudeste,2011-11-01,5.3
1233,Rio de Janeiro,Sudeste,2011-11-01,7.8
1234,São Paulo,Sudeste,2011-11-01,6.1
1235,Paraná,Sul,2011-11-01,5.1
1236,Santa Catarina,Sul,2011-11-01,5.2
1237,Rio Grande do Sul,Sul,2011-11-01,6.1
1238,Mato Grosso do Sul,Centro-Oeste,2011-11-01,4.6
1239,Mato Grosso,Centro-Oeste,2011-11-01,4.4
1240,Goiás,Centro-Oeste,2011-11-01,5.1
1241,Distrito Federal,Centro-Oeste,2011-11-01,7.0
1242,Rondônia,Norte,2011-12-01,4.0
1243,Acre,Norte,2011-12-01,4.5
1244,Amazonas,Norte,2011-12-01,4.6
1245,Roraima,Norte,2011-12-01,4.5
1246,Pará,Norte,2011-12-01,3.7
1247,Amapá,Norte,2011-12-01,4.8
1248,Tocantins,Norte,2011-12-01,4.2
1249,Maranhão,Nordeste,2011-12-01,4.3
1250,Piauí,Nordeste,2011-12-01,4.0
1251,Ceará,Nordeste,2011-12-01,5.1
1252,Rio Grande do Norte,Nordeste,2011-12-01,5.7
1253,Paraíba,Nordeste,2011-12-01,5.3
1254,Pernambuco,Nordeste,2011-12-01,5.6
1255,Alagoas,Nordeste,2011-12-01,5.5
1256,Sergipe,Nordeste,2011-12-01,5.1
1257,Bahia,Nordeste,2011-12-01,4.3
1258,Minas Gerais,Sudeste,2011-12-01,5.3
1259,Espírito Santo,Sudeste,2011-12-01,5.3
1260,Rio de Janeiro,Sudeste,2011-12-01,7.8
1261,São Paulo,Sudeste,2011-12-01,6.0
1262,Paraná,Sul,2011-12-01,5.0
1263,Santa Catarina,Sul,2011-12-01,5.0
1264,Rio Grande do Sul,Sul,2011-12-01,5.9
1265,Mato Grosso do Sul,Centro-Oeste,2011-12-01,4.5
1266,Mato Grosso,Centro-Oeste,2011-12-01,4.3
1267,Goiás,Centro-Oeste,2011-12-01,5.0
1268,Distrito Federal,Centro-Oeste,2011-12-01,6.9
1269,Rondônia,Norte,2012-01-01,4.5
1270,Acre,Norte,2012-01-01,4.7
1271,Amazonas,Norte,2012-01-01,5.0
1272,Roraima,Norte,2012-01-01,4.4
1273,Pará,Norte,2012-01-01,3.8
1274,Amapá,Norte,2012-01-01,5.0
1275,Tocantins,Norte,2012-01-01,4.5
1276,Maranhão,Nordeste,2012-01-01,4.6
1277,Piauí,Nordeste,2012-01-01,4.2
1278,Ceará,Nordeste,2012-01-01,5.1
1279,Rio Grande do Norte,Nordeste,2012-01-01,5.7
1280,Paraíba,Nordeste,2012-01-01,5.8
1281,Pernambuco,Nordeste,2012-01-01,7.0
1282,Alagoas,Nordeste,2012-01-01,5.9
1283,Sergipe,Nordeste,2012-01-01,5.6
1284,Bahia,Nordeste,2012-01-01,4.5
1285,Minas Gerais,Sudeste,2012-01-01,6.5
1286,Espírito Santo,Sudeste,2012-01-01,5.3
1287,Rio de Janeiro,Sudeste,2012-01-01,12.9
1288,São Paulo,Sudeste,2012-01-01,6.1
1289,Paraná,Sul,2012-01-01,5.2
1290,Santa Catarina,Sul,2012-01-01,5.3
1291,Rio Grande do Sul,Sul,2012-01-01,6.1
1292,Mato Grosso do Sul,Centro-Oeste,2012-01-01,4.8
1293,Mato Grosso,Centro-Oeste,2012-01-01,4.5
1294,Goiás,Centro-Oeste,2012-01-01,5.3
1295,Distrito Federal,Centro-Oeste,2012-01-01,7.4
1296,Rondônia,Norte,2012-02-01,4.6
1297,Acre,Norte,2012-02-01,5.1
1298,Amazonas,Norte,2012-02-01,4.9
1299,Roraima,Norte,2012-02-01,4.9
1300,Pará,Norte,2012-02-01,3.8
1301,Amapá,Norte,2012-02-01,4.9
1302,Tocantins,Norte,2012-02-01,4.1
1303,Maranhão,Nordeste,2012-02-01,4.4
1304,Piauí,Nordeste,2012-02-01,4.1
1305,Ceará,Nordeste,2012-02-01,5.2
1306,Rio Grande do Norte,Nordeste,2012-02-01,5.6
1307,Paraíba,Nordeste,2012-02-01,5.2
1308,Pernambuco,Nordeste,2012-02-01,5.6
1309,Alagoas,Nordeste,2012-02-01,5.3
1310,Sergipe,Nordeste,2012-02-01,5.4
1311,Bahia,Nordeste,2012-02-01,4.5
1312,Minas Gerais,Sudeste,2012-02-01,5.5
1313,Espírito Santo,Sudeste,2012-02-01,5.3
1314,Rio de Janeiro,Sudeste,2012-02-01,7.7
1315,São Paulo,Sudeste,2012-02-01,5.9
1316,Paraná,Sul,2012-02-01,4.9
1317,Santa Catarina,Sul,2012-02-01,5.2
1318,Rio Grande do Sul,Sul,2012-02-01,6.1
1319,Mato Grosso do Sul,Centro-Oeste,2012-02-01,4.8
1320,Mato Grosso,Centro-Oeste,2012-02-01,4.4
1321,Goiás,Centro-Oeste,2012-02-01,5.2
1322,Distrito Federal,Centro-Oeste,2012-02-01,6.9
1323,Rondônia,Norte,2012-03-01,4.6
1324,Acre,Norte,2012-03-01,4.7
1325,Amazonas,Norte,2012-03-01,5.1
1326,Roraima,Norte,2012-03-01,4.8
1327,Pará,Norte,2012-03-01,3.8
1328,Amapá,Norte,2012-03-01,5.0
1329,Tocantins,Norte,2012-03-01,4.3
1330,Maranhão,Nordeste,2012-03-01,4.3
1331,Piauí,Nordeste,2012-03-01,4.1
1332,Ceará,Nordeste,2012-03-01,5.0
1333,Rio Grande do Norte,Nordeste,2012-03-01,5.3
1334,Paraíba,Nordeste,2012-03-01,5.2
1335,Pernambuco,Nordeste,2012-03-01,5.2
1336,Alagoas,Nordeste,2012-03-01,5.8
1337,Sergipe,Nordeste,2012-03-01,5.2
1338,Bahia,Nordeste,2012-03-01,4.3
1339,Minas Gerais,Sudeste,2012-03-01,5.3
1340,Espírito Santo,Sudeste,2012-03-01,5.1
1341,Rio de Janeiro,Sudeste,2012-03-01,8.1
1342,São Paulo,Sudeste,2012-03-01,5.7
1343,Paraná,Sul,2012-03-01,4.9
1344,Santa Catarina,Sul,2012-03-01,5.3
1345,Rio Grande do Sul,Sul,2012-03-01,6.1
1346,Mato Grosso do Sul,Centro-Oeste,2012-03-01,4.8
1347,Mato Grosso,Centro-Oeste,2012-03-01,4.3
1348,Goiás,Centro-Oeste,2012-03-01,5.1
1349,Distrito Federal,Centro-Oeste,2012-03-01,6.8
1350,Rondônia,Norte,2012-04-01,4.3
1351,Acre,Norte,2012-04-01,4.6
1352,Amazonas,Norte,2012-04-01,5.0
1353,Roraima,Norte,2012-04-01,4.9
1354,Pará,Norte,2012-04-01,3.8
1355,Amapá,Norte,2012-04-01,5.4
1356,Tocantins,Norte,2012-04-01,4.1
1357,Maranhão,Nordeste,2012-04-01,4.3
1358,Piauí,Nordeste,2012-04-01,4.1
1359,Ceará,Nordeste,2012-04-01,6.2
1360,Rio Grande do Norte,Nordeste,2012-04-01,5.6
1361,Paraíba,Nordeste,2012-04-01,5.5
1362,Pernambuco,Nordeste,2012-04-01,5.5
1363,Alagoas,Nordeste,2012-04-01,5.8
1364,Sergipe,Nordeste,2012-04-01,5.2
1365,Bahia,Nordeste,2012-04-01,4.4
1366,Minas Gerais,Sudeste,2012-04-01,5.3
1367,Espírito Santo,Sudeste,2012-04-01,5.3
1368,Rio de Janeiro,Sudeste,2012-04-01,7.8
1369,São Paulo,Sudeste,2012-04-01,5.9
1370,Paraná,Sul,2012-04-01,5.1
1371,Santa Catarina,Sul,2012-04-01,5.3
1372,Rio Grande do Sul,Sul,2012-04-01,6.1
1373,Mato Grosso do Sul,Centro-Oeste,2012-04-01,4.8
1374,Mato Grosso,Centro-Oeste,2012-04-01,4.4
1375,Goiás,Centro-Oeste,2012-04-01,5.1
1376,Distrito Federal,Centro-Oeste,2012-04-01,7.1
1377,Rondônia,Norte,2012-05-01,4.1
1378,Acre,Norte,2012-05-01,4.7
1379,Amazonas,Norte,2012-05-01,5.2
1380,Roraima,Norte,2012-05-01,4.8
1381,Pará,Norte,2012-05-01,3.8
1382,Amapá,Norte,2012-05-01,5.3
1383,Tocantins,Norte,2012-05-01,4.2
1384,Maranhão,Nordeste,2012-05-01,4.4
1385,Piauí,Nordeste,2012-05-01,4.0
1386,Ceará,Nordeste,2012-05-01,5.2
1387,Rio Grande do Norte,Nordeste,2012-05-01,5.5
1388,Paraíba,Nordeste,2012-05-01,5.7
1389,Pernambuco,Nordeste,2012-05-01,5.2
1390,Alagoas,Nordeste,2012-05-01,5.5
1391,Sergipe,Nordeste,2012-05-01,5.0
1392,Bahia,Nordeste,2012-05-01,4.4
1393,Minas Gerais,Sudeste,2012-05-01,5.4
1394,Espírito Santo,Sudeste,2012-05-01,5.3
1395,Rio de Janeiro,Sudeste,2012-05-01,7.9
1396,São Paulo,Sudeste,2012-05-01,5.8
1397,Paraná,Sul,2012-05-01,5.0
1398,Santa Catarina,Sul,2012-05-01,5.1
1399,Rio Grande do Sul,Sul,2012-05-01,6.1
1400,Mato Grosso do Sul,Centro-Oeste,2012-05-01,4.8
1401,Mato Grosso,Centro-Oeste,2012-05-01,4.3
1402,Goiás,Centro-Oeste,2012-05-01,5.0
1403,Distrito Federal,Centro-Oeste,2012-05-01,7.0
1404,Rondônia,Norte,2012-06-01,4.3
1405,Acre,Norte,2012-06-01,4.7
1406,Amazonas,Norte,2012-06-01,5.1
1407,Roraima,Norte,2012-06-01,4.9
1408,Pará,Norte,2012-06-01,3.8
1409,Amapá,Norte,2012-06-01,5.4
1410,Tocantins,Norte,2012-06-01,4.4
1411,Maranhão,Nordeste,2012-06-01,4.3
1412,Piauí,Nordeste,2012-06-01,4.1
1413,Ceará,Nordeste,2012-06-01,5.2
1414,Rio Grande do Norte,Nordeste,2012-06-01,6.2
1415,Paraíba,Nordeste,2012-06-01,5.5
1416,Pernambuco,Nordeste,2012-06-01,5.4
1417,Alagoas,Nordeste,2012-06-01,5.3
1418,Sergipe,Nordeste,2012-06-01,5.1
1419,Bahia,Nordeste,2012-06-01,4.4
1420,Minas Gerais,Sudeste,2012-06-01,5.5
1421,Espírito Santo,Sudeste,2012-06-01,5.3
1422,Rio de Janeiro,Sudeste,2012-06-01,7.9
1423,São Paulo,Sudeste,2012-06-01,6.2
1424,Paraná,Sul,2012-06-01,4.9
1425,Santa Catarina,Sul,2012-06-01,5.2
1426,Rio Grande do Sul,Sul,2012-06-01,6.2
1427,Mato Grosso do Sul,Centro-Oeste,2012-06-01,5.0
1428,Mato Grosso,Centro-Oeste,2012-06-01,4.4
1429,Goiás,Centro-Oeste,2012-06-01,5.4
1430,Distrito Federal,Centro-Oeste,2012-06-01,7.0
1431,Rondônia,Norte,2012-07-01,4.0
1432,Acre,Norte,2012-07-01,4.7
1433,Amazonas,Norte,2012-07-01,5.1
1434,Roraima,Norte,2012-07-01,5.0
1435,Pará,Norte,2012-07-01,3.7
1436,Amapá,Norte,2012-07-01,5.0
1437,Tocantins,Norte,2012-07-01,4.5
1438,Maranhão,Nordeste,2012-07-01,4.4
1439,Piauí,Nordeste,2012-07-01,4.1
1440,Ceará,Nordeste,2012-07-01,5.1
1441,Rio Grande do Norte,Nordeste,2012-07-01,5.7
1442,Paraíba,Nordeste,2012-07-01,5.4
1443,Pernambuco,Nordeste,2012-07-01,5.7
1444,Alagoas,Nordeste,2012-07-01,5.5
1445,Sergipe,Nordeste,2012-07-01,4.9
1446,Bahia,Nordeste,2012-07-01,4.4
1447,Minas Gerais,Sudeste,2012-07-01,5.5
1448,Espírito Santo,Sudeste,2012-07-01,5.5
1449,Rio de Janeiro,Sudeste,2012-07-01,8.2
1450,São Paulo,Sudeste,2012-07-01,6.0
1451,Paraná,Sul,2012-07-01,5.0
1452,Santa Catarina,Sul,2012-07-01,5.3
1453,Rio Grande do Sul,Sul,2012-07-01,6.1
1454,Mato Grosso do Sul,Centro-Oeste,2012-07-01,5.0
1455,Mato Grosso,Centro-Oeste,2012-07-01,4.4
1456,Goiás,Centro-Oeste,2012-07-01,5.2
1457,Distrito Federal,Centro-Oeste,2012-07-01,7.0
1458,Rondônia,Norte,2012-08-01,4.1
1459,Acre,Norte,2012-08-01,4.4
1460,Amazonas,Norte,2012-08-01,5.0
1461,Roraima,Norte,2012-08-01,4.8
1462,Pará,Norte,2012-08-01,3.8
1463,Amapá,Norte,2012-08-01,5.1
1464,Tocantins,Norte,2012-08-01,4.4
1465,Maranhão,Nordeste,2012-08-01,4.4
1466,Piauí,Nordeste,2012-08-01,4.1
1467,Ceará,Nordeste,2012-08-01,5.2
1468,Rio Grande do Norte,Nordeste,2012-08-01,5.7
1469,Paraíba,Nordeste,2012-08-01,5.7
1470,Pernambuco,Nordeste,2012-08-01,5.6
1471,Alagoas,Nordeste,2012-08-01,5.5
1472,Sergipe,Nordeste,2012-08-01,4.6
1473,Bahia,Nordeste,2012-08-01,4.4
1474,Minas Gerais,Sudeste,2012-08-01,5.6
1475,Espírito Santo,Sudeste,2012-08-01,5.4
1476,Rio de Janeiro,Sudeste,2012-08-01,8.0
1477,São Paulo,Sudeste,2012-08-01,5.8
1478,Paraná,Sul,2012-08-01,4.9
1479,Santa Catarina,Sul,2012-08-01,5.3
1480,Rio Grande do Sul,Sul,2012-08-01,6.2
1481,Mato Grosso do Sul,Centro-Oeste,2012-08-01,5.0
1482,Mato Grosso,Centro-Oeste,2012-08-01,4.4
1483,Goiás,Centro-Oeste,2012-08-01,5.3
1484,Distrito Federal,Centro-Oeste,2012-08-01,6.9
1485,Rondônia,Norte,2012-09-01,4.2
1486,Acre,Norte,2012-09-01,4.5
1487,Amazonas,Norte,2012-09-01,4.9
1488,Roraima,Norte,2012-09-01,4.6
1489,Pará,Norte,2012-09-01,3.8
1490,Amapá,Norte,2012-09-01,4.9
1491,Tocantins,Norte,2012-09-01,4.2
1492,Maranhão,Nordeste,2012-09-01,4.1
1493,Piauí,Nordeste,2012-09-01,4.0
1494,Ceará,Nordeste,2012-09-01,5.1
1495,Rio Grande do Norte,Nordeste,2012-09-01,5.9
1496,Paraíba,Nordeste,2012-09-01,5.7
1497,Pernambuco,Nordeste,2012-09-01,5.5
1498,Alagoas,Nordeste,2012-09-01,5.3
1499,Sergipe,Nordeste,2012-09-01,5.0
1500,Bahia,Nordeste,2012-09-01,4.3
1501,Minas Gerais,Sudeste,2012-09-01,5.3
1502,Espírito Santo,Sudeste,2012-09-01,5.6
1503,Rio de Janeiro,Sudeste,2012-09-01,8.0
1504,São Paulo,Sudeste,2012-09-01,5.9
1505,Paraná,Sul,2012-09-01,4.9
1506,Santa Catarina,Sul,2012-09-01,5.1
1507,Rio Grande do Sul,Sul,2012-09-01,6.1
1508,Mato Grosso do Sul,Centro-Oeste,2012-09-01,4.9
1509,Mato Grosso,Centro-Oeste,2012-09-01,4.4
1510,Goiás,Centro-Oeste,2012-09-01,4.9
1511,Distrito Federal,Centro-Oeste,2012-09-01,6.5
1512,Rondônia,Norte,2012-10-01,4.3
1513,Acre,Norte,2012-10-01,4.7
1514,Amazonas,Norte,2012-10-01,4.9
1515,Roraima,Norte,2012-10-01,4.8
1516,Pará,Norte,2012-10-01,3.8
1517,Amapá,Norte,2012-10-01,4.9
1518,Tocantins,Norte,2012-10-01,4.3
1519,Maranhão,Nordeste,2012-10-01,4.3
1520,Piauí,Nordeste,2012-10-01,4.3
1521,Ceará,Nordeste,2012-10-01,5.4
1522,Rio Grande do Norte,Nordeste,2012-10-01,5.7
1523,Paraíba,Nordeste,2012-10-01,5.8
1524,Pernambuco,Nordeste,2012-10-01,5.8
1525,Alagoas,Nordeste,2012-10-01,5.7
1526,Sergipe,Nordeste,2012-10-01,5.4
1527,Bahia,Nordeste,2012-10-01,4.5
1528,Minas Gerais,Sudeste,2012-10-01,5.4
1529,Espírito Santo,Sudeste,2012-10-01,5.3
1530,Rio de Janeiro,Sudeste,2012-10-01,8.0
1531,São Paulo,Sudeste,2012-10-01,7.6
1532,Paraná,Sul,2012-10-01,5.0
1533,Santa Catarina,Sul,2012-10-01,5.3
1534,Rio Grande do Sul,Sul,2012-10-01,6.0
1535,Mato Grosso do Sul,Centro-Oeste,2012-10-01,4.9
1536,Mato Grosso,Centro-Oeste,2012-10-01,4.7
1537,Goiás,Centro-Oeste,2012-10-01,5.1
1538,Distrito Federal,Centro-Oeste,2012-10-01,6.7
1539,Rondônia,Norte,2012-11-01,4.6
1540,Acre,Norte,2012-11-01,4.8
1541,Amazonas,Norte,2012-11-01,4.9
1542,Roraima,Norte,2012-11-01,4.7
1543,Pará,Norte,2012-11-01,3.8
1544,Amapá,Norte,2012-11-01,4.9
1545,Tocantins,Norte,2012-11-01,4.1
1546,Maranhão,Nordeste,2012-11-01,4.5
1547,Piauí,Nordeste,2012-11-01,4.1
1548,Ceará,Nordeste,2012-11-01,5.3
1549,Rio Grande do Norte,Nordeste,2012-11-01,5.9
1550,Paraíba,Nordeste,2012-11-01,5.8
1551,Pernambuco,Nordeste,2012-11-01,5.5
1552,Alagoas,Nordeste,2012-11-01,5.5
1553,Sergipe,Nordeste,2012-11-01,4.8
1554,Bahia,Nordeste,2012-11-01,5.0
1555,Minas Gerais,Sudeste,2012-11-01,5.5
1556,Espírito Santo,Sudeste,2012-11-01,5.3
1557,Rio de Janeiro,Sudeste,2012-11-01,8.4
1558,São Paulo,Sudeste,2012-11-01,6.0
1559,Paraná,Sul,2012-11-01,5.0
1560,Santa Catarina,Sul,2012-11-01,5.2
1561,Rio Grande do Sul,Sul,2012-11-01,6.2
1562,Mato Grosso do Sul,Centro-Oeste,2012-11-01,4.9
1563,Mato Grosso,Centro-Oeste,2012-11-01,4.6
1564,Goiás,Centro-Oeste,2012-11-01,5.4
1565,Distrito Federal,Centro-Oeste,2012-11-01,6.7
1566,Rondônia,Norte,2012-12-01,4.4
1567,Acre,Norte,2012-12-01,4.6
1568,Amazonas,Norte,2012-12-01,4.7
1569,Roraima,Norte,2012-12-01,4.6
1570,Pará,Norte,2012-12-01,3.8
1571,Amapá,Norte,2012-12-01,4.8
1572,Tocantins,Norte,2012-12-01,4.4
1573,Maranhão,Nordeste,2012-12-01,4.6
1574,Piauí,Nordeste,2012-12-01,4.0
1575,Ceará,Nordeste,2012-12-01,5.3
1576,Rio Grande do Norte,Nordeste,2012-12-01,6.1
1577,Paraíba,Nordeste,2012-12-01,5.8
1578,Pernambuco,Nordeste,2012-12-01,5.5
1579,Alagoas,Nordeste,2012-12-01,5.5
1580,Sergipe,Nordeste,2012-12-01,4.7
1581,Bahia,Nordeste,2012-12-01,5.8
1582,Minas Gerais,Sudeste,2012-12-01,5.5
1583,Espírito Santo,Sudeste,2012-12-01,5.3
1584,Rio de Janeiro,Sudeste,2012-12-01,8.0
1585,São Paulo,Sudeste,2012-12-01,6.0
1586,Paraná,Sul,2012-12-01,4.9
1587,Santa Catarina,Sul,2012-12-01,5.2
1588,Rio Grande do Sul,Sul,2012-12-01,6.1
1589,Mato Grosso do Sul,Centro-Oeste,2012-12-01,4.7
1590,Mato Grosso,Centro-Oeste,2012-12-01,4.4
1591,Goiás,Centro-Oeste,2012-12-01,5.2
1592,Distrito Federal,Centro-Oeste,2012-12-01,6.6
1593,Rondônia,Norte,2013-01-01,4.7
1594,Acre,Norte,2013-01-01,4.8
1595,Amazonas,Norte,2013-01-01,5.0
1596,Roraima,Norte,2013-01-01,4.9
1597,Pará,Norte,2013-01-01,3.9
1598,Amapá,Norte,2013-01-01,5.8
1599,Tocantins,Norte,2013-01-01,4.3
1600,Maranhão,Nordeste,2013-01-01,5.6
1601,Piauí,Nordeste,2013-01-01,4.3
1602,Ceará,Nordeste,2013-01-01,5.5
1603,Rio Grande do Norte,Nordeste,2013-01-01,6.1
1604,Paraíba,Nordeste,2013-01-01,5.9
1605,Pernambuco,Nordeste,2013-01-01,5.9
1606,Alagoas,Nordeste,2013-01-01,5.8
1607,Sergipe,Nordeste,2013-01-01,5.3
1608,Bahia,Nordeste,2013-01-01,4.8
1609,Minas Gerais,Sudeste,2013-01-01,5.7
1610,Espírito Santo,Sudeste,2013-01-01,5.7
1611,Rio de Janeiro,Sudeste,2013-01-01,23.8
1612,São Paulo,Sudeste,2013-01-01,6.4
1613,Paraná,Sul,2013-01-01,5.1
1614,Santa Catarina,Sul,2013-01-01,5.7
1615,Rio Grande do Sul,Sul,2013-01-01,6.3
1616,Mato Grosso do Sul,Centro-Oeste,2013-01-01,5.0
1617,Mato Grosso,Centro-Oeste,2013-01-01,4.5
1618,Goiás,Centro-Oeste,2013-01-01,5.2
1619,Distrito Federal,Centro-Oeste,2013-01-01,6.8
