,UF,regiao,data,valor_corrigido
3349,Acre,Norte,2018-06-01,2480515.2579874755
3350,Amazonas,Norte,2018-06-01,12005878.123879464
3351,Roraima,Norte,2018-06-01,2338659.3935356806
3352,Pará,Norte,2018-06-01,27415531.524314296
3353,Amapá,Norte,2018-06-01,1594311.704667596
3354,Tocantins,Norte,2018-06-01,4419547.313674308
3355,Maranhão,Nordeste,2018-06-01,23371718.706366487
3356,Piauí,Nordeste,2018-06-01,13380049.489999922
3357,Ceará,Nordeste,2018-06-01,39296269.78425937
3358,Rio Grande do Norte,Nordeste,2018-06-01,17318798.21774779
3359,Paraíba,Nordeste,2018-06-01,15563861.88754049
3360,Pernambuco,Nordeste,2018-06-01,56120370.612843096
3361,Alagoas,Nordeste,2018-06-01,13713642.715423949
3362,Sergipe,Nordeste,2018-06-01,7453730.587776987
3363,Bahia,Nordeste,2018-06-01,55742442.67386697
3364,Minas Gerais,Sudeste,2018-06-01,127505568.63697006
3365,Espírito Santo,Sudeste,2018-06-01,20604133.391158815
3366,Rio de Janeiro,Sudeste,2018-06-01,63905885.27357933
3367,São Paulo,Sudeste,2018-06-01,234303934.4407325
3368,Paraná,Sul,2018-06-01,103963255.24941719
3369,Santa Catarina,Sul,2018-06-01,51207998.94394395
3370,Rio Grande do Sul,Sul,2018-06-01,78474173.37677819
3371,Mato Grosso do Sul,Centro-Oeste,2018-06-01,14236290.733403081
3372,Mato Grosso,Centro-Oeste,2018-06-01,13577381.547683002
3373,Goiás,Centro-Oeste,2018-06-01,28237427.758348767
3374,Distrito Federal,Centro-Oeste,2018-06-01,15419639.972242817
3375,Rondônia,Norte,2018-07-01,7601079.45242595
3376,Acre,Norte,2018-07-01,2657404.783025858
3377,Amazonas,Norte,2018-07-01,12631310.521488864
3378,Roraima,Norte,2018-07-01,2227257.7386749154
3379,Pará,Norte,2018-07-01,27300704.222306963
3380,Amapá,Norte,2018-07-01,1769204.4293445512
3381,Tocantins,Norte,2018-07-01,4392343.909882417
3382,Maranhão,Nordeste,2018-07-01,25260855.222999007
3383,Piauí,Nordeste,2018-07-01,13288290.098699199
3384,Ceará,Nordeste,2018-07-01,39335347.99831115
3385,Rio Grande do Norte,Nordeste,2018-07-01,17699332.646264855
3386,Paraíba,Nordeste,2018-07-01,15713494.426845593
3387,Pernambuco,Nordeste,2018-07-01,56618624.17740328
3388,Alagoas,Nordeste,2018-07-01,14755903.153790373
3389,Sergipe,Nordeste,2018-07-01,7323013.48949193
3390,Bahia,Nordeste,2018-07-01,60980664.19826531
3391,Minas Gerais,Sudeste,2018-07-01,132543703.0955729
3392,Espírito Santo,Sudeste,2018-07-01,21573603.248489954
3393,Rio de Janeiro,Sudeste,2018-07-01,64813770.237167835
3394,São Paulo,Sudeste,2018-07-01,239156672.29889938
3395,Paraná,Sul,2018-07-01,107934118.25496778
3396,Santa Catarina,Sul,2018-07-01,53162317.35414662
3397,Rio Grande do Sul,Sul,2018-07-01,81669509.87490886
3398,Mato Grosso do Sul,Centro-Oeste,2018-07-01,14338174.265955
3399,Mato Grosso,Centro-Oeste,2018-07-01,13812535.760865206
3400,Goiás,Centro-Oeste,2018-07-01,29832617.600179605
3401,Distrito Federal,Centro-Oeste,2018-07-01,15729981.618910674
3402,Rondônia,Norte,2018-08-01,7687224.433517549
3403,Acre,Norte,2018-08-01,2421981.4832465155
3404,Amazonas,Norte,2018-08-01,13375135.129868427
3405,Roraima,Norte,2018-08-01,2620191.98141622
3406,Pará,Norte,2018-08-01,28243202.4028371
3407,Amapá,Norte,2018-08-01,1833622.011909282
3408,Tocantins,Norte,2018-08-01,4501390.57325929
3409,Maranhão,Nordeste,2018-08-01,25342232.89565139
3410,Piauí,Nordeste,2018-08-01,13729880.834541168
3411,Ceará,Nordeste,2018-08-01,42436089.331576206
3412,Rio Grande do Norte,Nordeste,2018-08-01,18676156.755076572
3413,Paraíba,Nordeste,2018-08-01,16445951.421418907
3414,Pernambuco,Nordeste,2018-08-01,59898123.46838562
3415,Alagoas,Nordeste,2018-08-01,15024484.702013323
3416,Sergipe,Nordeste,2018-08-01,7811954.675944218
3417,Bahia,Nordeste,2018-08-01,60942361.393391944
3418,Minas Gerais,Sudeste,2018-08-01,135752974.75344747
3419,Espírito Santo,Sudeste,2018-08-01,21429311.648512524
3420,Rio de Janeiro,Sudeste,2018-08-01,66369470.45842628
3421,São Paulo,Sudeste,2018-08-01,247555798.81223547
3422,Paraná,Sul,2018-08-01,110575489.7851642
3423,Santa Catarina,Sul,2018-08-01,52856116.57904484
3424,Rio Grande do Sul,Sul,2018-08-01,83545204.55451532
3425,Mato Grosso do Sul,Centro-Oeste,2018-08-01,14995991.97380828
3426,Mato Grosso,Centro-Oeste,2018-08-01,13427368.012264758
3427,Goiás,Centro-Oeste,2018-08-01,29944793.968980886
3428,Distrito Federal,Centro-Oeste,2018-08-01,17069723.08346682
3429,Rondônia,Norte,2018-09-01,7003920.166559401
3430,Acre,Norte,2018-09-01,2342624.8301783367
3431,Amazonas,Norte,2018-09-01,12401869.619741755
3432,Roraima,Norte,2018-09-01,2215883.407721278
3433,Pará,Norte,2018-09-01,26982484.22722567
3434,Amapá,Norte,2018-09-01,1766790.9170361927
3435,Tocantins,Norte,2018-09-01,4425324.877646959
3436,Maranhão,Nordeste,2018-09-01,24447544.311923936
3437,Piauí,Nordeste,2018-09-01,12895927.015088579
3438,Ceará,Nordeste,2018-09-01,38104771.622384034
3439,Rio Grande do Norte,Nordeste,2018-09-01,16193985.396432275
3440,Paraíba,Nordeste,2018-09-01,14990427.376072906
3441,Pernambuco,Nordeste,2018-09-01,52871169.33515587
3442,Alagoas,Nordeste,2018-09-01,13273519.895729143
3443,Sergipe,Nordeste,2018-09-01,7333723.7607108485
3444,Bahia,Nordeste,2018-09-01,57050058.37478916
3445,Minas Gerais,Sudeste,2018-09-01,122973772.93192747
3446,Espírito Santo,Sudeste,2018-09-01,20321681.751045104
3447,Rio de Janeiro,Sudeste,2018-09-01,60799167.15594893
3448,São Paulo,Sudeste,2018-09-01,231216463.11242455
3449,Paraná,Sul,2018-09-01,100636471.0185693
3450,Santa Catarina,Sul,2018-09-01,49697331.16773883
3451,Rio Grande do Sul,Sul,2018-09-01,74997236.87426415
3452,Mato Grosso do Sul,Centro-Oeste,2018-09-01,13927638.226411827
3453,Mato Grosso,Centro-Oeste,2018-09-01,12826261.743281608
3454,Goiás,Centro-Oeste,2018-09-01,28145241.3605656
3455,Distrito Federal,Centro-Oeste,2018-09-01,16252666.314243931
3456,Rondônia,Norte,2018-10-01,6988917.434452819
3457,Acre,Norte,2018-10-01,2489766.575173551
3458,Amazonas,Norte,2018-10-01,13064457.819370398
3459,Roraima,Norte,2018-10-01,2290498.3616148317
3460,Pará,Norte,2018-10-01,28876924.696488723
3461,Amapá,Norte,2018-10-01,1964463.0727517738
3462,Tocantins,Norte,2018-10-01,4890430.0204450125
3463,Maranhão,Nordeste,2018-10-01,25183373.733444825
3464,Piauí,Nordeste,2018-10-01,13773892.098179456
3465,Ceará,Nordeste,2018-10-01,42831562.731661804
3466,Rio Grande do Norte,Nordeste,2018-10-01,18133530.3991274
3467,Paraíba,Nordeste,2018-10-01,15460760.364852196
3468,Pernambuco,Nordeste,2018-10-01,57188688.417948596
3469,Alagoas,Nordeste,2018-10-01,14988590.572339818
3470,Sergipe,Nordeste,2018-10-01,8286859.204840518
3471,Bahia,Nordeste,2018-10-01,61981587.79790261
3472,Minas Gerais,Sudeste,2018-10-01,131554581.77677917
3473,Espírito Santo,Sudeste,2018-10-01,21674778.871510617
3474,Rio de Janeiro,Sudeste,2018-10-01,64865790.122715145
3475,São Paulo,Sudeste,2018-10-01,250977422.11852458
3476,Paraná,Sul,2018-10-01,107551061.49597792
3477,Santa Catarina,Sul,2018-10-01,52884862.03289385
3478,Rio Grande do Sul,Sul,2018-10-01,82741518.1749259
3479,Mato Grosso do Sul,Centro-Oeste,2018-10-01,14489862.540573588
3480,Mato Grosso,Centro-Oeste,2018-10-01,14035637.694487225
3481,Goiás,Centro-Oeste,2018-10-01,29913411.94886837
3482,Distrito Federal,Centro-Oeste,2018-10-01,16459383.27469341
3483,Rondônia,Norte,2018-11-01,7244672.195539636
3484,Acre,Norte,2018-11-01,1969757.4274436135
3485,Amazonas,Norte,2018-11-01,11429803.03544739
3486,Roraima,Norte,2018-11-01,1949749.6596656763
3487,Pará,Norte,2018-11-01,26330548.45494721
3488,Amapá,Norte,2018-11-01,1722954.005352476
3489,Tocantins,Norte,2018-11-01,5026356.990284647
3490,Maranhão,Nordeste,2018-11-01,22949952.00067495
3491,Piauí,Nordeste,2018-11-01,12876040.182799034
3492,Ceará,Nordeste,2018-11-01,39006155.54678802
3493,Rio Grande do Norte,Nordeste,2018-11-01,16568029.810215846
3494,Paraíba,Nordeste,2018-11-01,15096592.49688934
3495,Pernambuco,Nordeste,2018-11-01,53493888.63326163
3496,Alagoas,Nordeste,2018-11-01,13113290.539892733
3497,Sergipe,Nordeste,2018-11-01,7255458.180633305
3498,Bahia,Nordeste,2018-11-01,58229739.25025132
3499,Minas Gerais,Sudeste,2018-11-01,123963090.46020299
3500,Espírito Santo,Sudeste,2018-11-01,20303042.911711633
3501,Rio de Janeiro,Sudeste,2018-11-01,61045289.21311386
3502,São Paulo,Sudeste,2018-11-01,230145547.98065224
3503,Paraná,Sul,2018-11-01,101608237.51016745
3504,Santa Catarina,Sul,2018-11-01,50946033.82297559
3505,Rio Grande do Sul,Sul,2018-11-01,76506709.04990457
3506,Mato Grosso do Sul,Centro-Oeste,2018-11-01,13365611.259827763
3507,Mato Grosso,Centro-Oeste,2018-11-01,12985860.316622717
3508,Goiás,Centro-Oeste,2018-11-01,28759184.827786632
3509,Distrito Federal,Centro-Oeste,2018-11-01,15544042.521091819
3510,Rondônia,Norte,2018-12-01,6807511.4040693175
3511,Acre,Norte,2018-12-01,1812361.3049904816
3512,Amazonas,Norte,2018-12-01,11541488.80858319
3513,Roraima,Norte,2018-12-01,1885517.1128477773
3514,Pará,Norte,2018-12-01,25947265.970977
3515,Amapá,Norte,2018-12-01,1769646.1626986773
3516,Tocantins,Norte,2018-12-01,5048692.292922808
3517,Maranhão,Nordeste,2018-12-01,22745839.273909397
3518,Piauí,Nordeste,2018-12-01,12699847.017386157
3519,Ceará,Nordeste,2018-12-01,37027774.024114765
3520,Rio Grande do Norte,Nordeste,2018-12-01,15554771.787104877
3521,Paraíba,Nordeste,2018-12-01,14445697.765563335
3522,Pernambuco,Nordeste,2018-12-01,51645082.14275499
3523,Alagoas,Nordeste,2018-12-01,11928694.031602103
3524,Sergipe,Nordeste,2018-12-01,7241045.831504958
3525,Bahia,Nordeste,2018-12-01,55154905.07017887
3526,Minas Gerais,Sudeste,2018-12-01,122032782.41122974
3527,Espírito Santo,Sudeste,2018-12-01,20562174.416895725
3528,Rio de Janeiro,Sudeste,2018-12-01,59384977.31795413
3529,São Paulo,Sudeste,2018-12-01,220950155.26227894
3530,Paraná,Sul,2018-12-01,94889558.91996203
3531,Santa Catarina,Sul,2018-12-01,44761264.415671855
3532,Rio Grande do Sul,Sul,2018-12-01,69292506.5272943
3533,Mato Grosso do Sul,Centro-Oeste,2018-12-01,13249606.889857782
3534,Mato Grosso,Centro-Oeste,2018-12-01,11928984.294760825
3535,Goiás,Centro-Oeste,2018-12-01,28238760.796050377
3536,Distrito Federal,Centro-Oeste,2018-12-01,14767074.447971912
3537,Rondônia,Norte,2019-01-01,6995625.331222529
3538,Acre,Norte,2019-01-01,2067588.3725642131
3539,Amazonas,Norte,2019-01-01,12371388.142660247
3540,Roraima,Norte,2019-01-01,2057865.0433932063
3541,Pará,Norte,2019-01-01,27455766.00668809
3542,Amapá,Norte,2019-01-01,1864249.2021480652
3543,Tocantins,Norte,2019-01-01,5200918.726302685
3544,Maranhão,Nordeste,2019-01-01,24631665.424989197
3545,Piauí,Nordeste,2019-01-01,13934517.358355984
3546,Ceará,Nordeste,2019-01-01,42221063.568354465
3547,Rio Grande do Norte,Nordeste,2019-01-01,17122736.713866517
3548,Paraíba,Nordeste,2019-01-01,15123051.713498132
3549,Pernambuco,Nordeste,2019-01-01,55964176.54931912
3550,Alagoas,Nordeste,2019-01-01,14869034.976569446
3551,Sergipe,Nordeste,2019-01-01,8164010.88473997
3552,Bahia,Nordeste,2019-01-01,57662821.42526231
3553,Minas Gerais,Sudeste,2019-01-01,128799157.78536494
3554,Espírito Santo,Sudeste,2019-01-01,20956265.516024742
3555,Rio de Janeiro,Sudeste,2019-01-01,66414931.443046406
3556,São Paulo,Sudeste,2019-01-01,242907919.60720634
3557,Paraná,Sul,2019-01-01,103548226.24205431
3558,Santa Catarina,Sul,2019-01-01,49394487.73415309
3559,Rio Grande do Sul,Sul,2019-01-01,78889323.6548868
3560,Mato Grosso do Sul,Centro-Oeste,2019-01-01,13699682.71925891
3561,Mato Grosso,Centro-Oeste,2019-01-01,12504151.073931048
3562,Goiás,Centro-Oeste,2019-01-01,28859684.24603033
3563,Distrito Federal,Centro-Oeste,2019-01-01,16384454.47585173
3564,Rondônia,Norte,2019-02-01,7171187.391995999
3565,Acre,Norte,2019-02-01,1772430.3761283963
3566,Amazonas,Norte,2019-02-01,11370466.960791448
3567,Roraima,Norte,2019-02-01,1930514.7358234106
3568,Pará,Norte,2019-02-01,25221099.71285657
3569,Amapá,Norte,2019-02-01,1971878.954098421
3570,Tocantins,Norte,2019-02-01,4585697.819865711
3571,Maranhão,Nordeste,2019-02-01,22420403.127879247
3572,Piauí,Nordeste,2019-02-01,12785084.406802582
3573,Ceará,Nordeste,2019-02-01,38792379.238211066
3574,Rio Grande do Norte,Nordeste,2019-02-01,16783633.43699272
3575,Paraíba,Nordeste,2019-02-01,14941368.17062258
3576,Pernambuco,Nordeste,2019-02-01,51078509.972401835
3577,Alagoas,Nordeste,2019-02-01,13264266.253743483
3578,Sergipe,Nordeste,2019-02-01,7601350.930820716
3579,Bahia,Nordeste,2019-02-01,54245322.21357753
3580,Minas Gerais,Sudeste,2019-02-01,118584602.36979584
3581,Espírito Santo,Sudeste,2019-02-01,20469357.61032355
3582,Rio de Janeiro,Sudeste,2019-02-01,61278651.73705226
3583,São Paulo,Sudeste,2019-02-01,220657263.389187
3584,Paraná,Sul,2019-02-01,97650806.73841245
3585,Santa Catarina,Sul,2019-02-01,47313762.8082052
3586,Rio Grande do Sul,Sul,2019-02-01,72347872.23546487
3587,Mato Grosso do Sul,Centro-Oeste,2019-02-01,13723758.20735834
3588,Mato Grosso,Centro-Oeste,2019-02-01,11961339.075499179
3589,Goiás,Centro-Oeste,2019-02-01,27265159.11644836
3590,Distrito Federal,Centro-Oeste,2019-02-01,15081248.755554657
3591,Rondônia,Norte,2019-03-01,7448684.949056199
3592,Acre,Norte,2019-03-01,1932077.1378404896
3593,Amazonas,Norte,2019-03-01,12880397.355090419
3594,Roraima,Norte,2019-03-01,2182632.1232107575
3595,Pará,Norte,2019-03-01,26152159.089177724
3596,Amapá,Norte,2019-03-01,1994681.2599701206
3597,Tocantins,Norte,2019-03-01,5208501.793925894
3598,Maranhão,Nordeste,2019-03-01,24515353.057016745
3599,Piauí,Nordeste,2019-03-01,13702849.276999673
3600,Ceará,Nordeste,2019-03-01,41188624.35136031
3601,Rio Grande do Norte,Nordeste,2019-03-01,17365545.670426387
3602,Paraíba,Nordeste,2019-03-01,15511485.038155701
3603,Pernambuco,Nordeste,2019-03-01,52983665.85963462
3604,Alagoas,Nordeste,2019-03-01,13149763.384030715
3605,Sergipe,Nordeste,2019-03-01,7460388.724263009
3606,Bahia,Nordeste,2019-03-01,56604250.989513695
3607,Minas Gerais,Sudeste,2019-03-01,125623528.857201
3608,Espírito Santo,Sudeste,2019-03-01,22067899.02582487
3609,Rio de Janeiro,Sudeste,2019-03-01,61648034.93662928
3610,São Paulo,Sudeste,2019-03-01,235491897.30979174
3611,Paraná,Sul,2019-03-01,102266660.19401222
3612,Santa Catarina,Sul,2019-03-01,50527517.92954136
3613,Rio Grande do Sul,Sul,2019-03-01,76884581.56950887
3614,Mato Grosso do Sul,Centro-Oeste,2019-03-01,13960732.315965135
3615,Mato Grosso,Centro-Oeste,2019-03-01,13070510.487327304
3616,Goiás,Centro-Oeste,2019-03-01,28485368.138101235
3617,Distrito Federal,Centro-Oeste,2019-03-01,16446941.060687458
3618,Rondônia,Norte,2019-04-01,7540704.275108604
3619,Acre,Norte,2019-04-01,2321857.0458831224
3620,Amazonas,Norte,2019-04-01,12874150.29298605
3621,Roraima,Norte,2019-04-01,2086847.2034024522
3622,Pará,Norte,2019-04-01,24283446.566964924
3623,Amapá,Norte,2019-04-01,1963124.7691152068
3624,Tocantins,Norte,2019-04-01,5678952.451783472
3625,Maranhão,Nordeste,2019-04-01,24483642.74422746
3626,Piauí,Nordeste,2019-04-01,13563672.892459257
3627,Ceará,Nordeste,2019-04-01,42163493.43459069
3628,Rio Grande do Norte,Nordeste,2019-04-01,17573158.291540876
3629,Paraíba,Nordeste,2019-04-01,16147630.307700435
3630,Pernambuco,Nordeste,2019-04-01,53541035.837447524
3631,Alagoas,Nordeste,2019-04-01,13463189.536347365
3632,Sergipe,Nordeste,2019-04-01,8129359.758075699
3633,Bahia,Nordeste,2019-04-01,58625699.715779595
3634,Minas Gerais,Sudeste,2019-04-01,129801585.63474749
3635,Espírito Santo,Sudeste,2019-04-01,21252678.94473908
3636,Rio de Janeiro,Sudeste,2019-04-01,61894422.47688584
3637,São Paulo,Sudeste,2019-04-01,238536796.25109375
3638,Paraná,Sul,2019-04-01,104148352.50854287
3639,Santa Catarina,Sul,2019-04-01,51138450.46704664
3640,Rio Grande do Sul,Sul,2019-04-01,77115685.67184386
3641,Mato Grosso do Sul,Centro-Oeste,2019-04-01,14472731.388647066
3642,Mato Grosso,Centro-Oeste,2019-04-01,13069006.357360696
3643,Goiás,Centro-Oeste,2019-04-01,29289842.697322153
3644,Distrito Federal,Centro-Oeste,2019-04-01,16867392.560054965
3645,Rondônia,Norte,2019-05-01,7748892.761819228
3646,Acre,Norte,2019-05-01,2363858.703856149
3647,Amazonas,Norte,2019-05-01,13105012.690905297
3648,Roraima,Norte,2019-05-01,2170788.104338528
3649,Pará,Norte,2019-05-01,24182607.736723565
3650,Amapá,Norte,2019-05-01,1621881.0926545192
3651,Tocantins,Norte,2019-05-01,5443480.071871013
3652,Maranhão,Nordeste,2019-05-01,26156704.17556605
3653,Piauí,Nordeste,2019-05-01,14566803.193124909
3654,Ceará,Nordeste,2019-05-01,44778495.008579716
3655,Rio Grande do Norte,Nordeste,2019-05-01,18813766.494213376
3656,Paraíba,Nordeste,2019-05-01,16541732.463468712
3657,Pernambuco,Nordeste,2019-05-01,59270604.41215871
3658,Alagoas,Nordeste,2019-05-01,14658847.839632222
3659,Sergipe,Nordeste,2019-05-01,8892248.033348836
3660,Bahia,Nordeste,2019-05-01,63237205.798729315
3661,Minas Gerais,Sudeste,2019-05-01,133908487.45982258
3662,Espírito Santo,Sudeste,2019-05-01,23250455.078763362
3663,Rio de Janeiro,Sudeste,2019-05-01,66265658.407882035
3664,São Paulo,Sudeste,2019-05-01,251464643.8663898
3665,Paraná,Sul,2019-05-01,107904530.98579669
3666,Santa Catarina,Sul,2019-05-01,53406371.03100311
3667,Rio Grande do Sul,Sul,2019-05-01,82424277.1458456
3668,Mato Grosso do Sul,Centro-Oeste,2019-05-01,15204491.740839606
3669,Mato Grosso,Centro-Oeste,2019-05-01,14132913.593467275
3670,Goiás,Centro-Oeste,2019-05-01,30587920.150197074
3671,Distrito Federal,Centro-Oeste,2019-05-01,17240041.962679453
3672,Rondônia,Norte,2019-06-01,7017821.818451576
3673,Acre,Norte,2019-06-01,2522028.9301963644
3674,Amazonas,Norte,2019-06-01,12327126.03721374
3675,Roraima,Norte,2019-06-01,2048651.9965119758
3676,Pará,Norte,2019-06-01,21976560.792035125
3677,Amapá,Norte,2019-06-01,2012950.4168852973
3678,Tocantins,Norte,2019-06-01,5596116.166178582
3679,Maranhão,Nordeste,2019-06-01,23881573.650171548
3680,Piauí,Nordeste,2019-06-01,13928819.130282378
3681,Ceará,Nordeste,2019-06-01,40186588.230735555
3682,Rio Grande do Norte,Nordeste,2019-06-01,17008118.421002366
3683,Paraíba,Nordeste,2019-06-01,14991342.111898214
3684,Pernambuco,Nordeste,2019-06-01,54066611.81811691
3685,Alagoas,Nordeste,2019-06-01,13257702.345724808
3686,Sergipe,Nordeste,2019-06-01,7763830.988046745
3687,Bahia,Nordeste,2019-06-01,56367279.547394454
3688,Minas Gerais,Sudeste,2019-06-01,126285307.19611564
3689,Espírito Santo,Sudeste,2019-06-01,20886477.516145594
3690,Rio de Janeiro,Sudeste,2019-06-01,63153351.736216664
3691,São Paulo,Sudeste,2019-06-01,229166771.70858574
3692,Paraná,Sul,2019-06-01,101910170.93113944
3693,Santa Catarina,Sul,2019-06-01,50216911.45832158
3694,Rio Grande do Sul,Sul,2019-06-01,79673814.1119682
3695,Mato Grosso do Sul,Centro-Oeste,2019-06-01,14290903.870503444
3696,Mato Grosso,Centro-Oeste,2019-06-01,13174827.835829847
3697,Goiás,Centro-Oeste,2019-06-01,28767710.43432206
3698,Distrito Federal,Centro-Oeste,2019-06-01,15843025.11660357
3699,Rondônia,Norte,2019-07-01,7325290.604551336
3700,Acre,Norte,2019-07-01,2768728.1733439504
3701,Amazonas,Norte,2019-07-01,13183335.717924152
3702,Roraima,Norte,2019-07-01,2194073.3995234654
3703,Pará,Norte,2019-07-01,28250126.38693201
3704,Amapá,Norte,2019-07-01,1840235.4991974817
3705,Tocantins,Norte,2019-07-01,5569196.980714676
3706,Maranhão,Nordeste,2019-07-01,25008193.394422185
3707,Piauí,Nordeste,2019-07-01,14106382.034900213
3708,Ceará,Nordeste,2019-07-01,43605816.43395709
3709,Rio Grande do Norte,Nordeste,2019-07-01,17403901.047640968
3710,Paraíba,Nordeste,2019-07-01,16406432.761757825
3711,Pernambuco,Nordeste,2019-07-01,57550175.04347285
3712,Alagoas,Nordeste,2019-07-01,14171983.070490966
3713,Sergipe,Nordeste,2019-07-01,8059254.856871796
3714,Bahia,Nordeste,2019-07-01,63182388.89645025
3715,Minas Gerais,Sudeste,2019-07-01,136496829.10023388
3716,Espírito Santo,Sudeste,2019-07-01,22924904.792757425
3717,Rio de Janeiro,Sudeste,2019-07-01,70687980.5837605
3718,São Paulo,Sudeste,2019-07-01,250196073.19485018
3719,Paraná,Sul,2019-07-01,109286272.34088363
3720,Santa Catarina,Sul,2019-07-01,55503815.98414248
3721,Rio Grande do Sul,Sul,2019-07-01,85590857.6150214
3722,Mato Grosso do Sul,Centro-Oeste,2019-07-01,14462102.723529337
3723,Mato Grosso,Centro-Oeste,2019-07-01,13363890.359298011
3724,Goiás,Centro-Oeste,2019-07-01,29590672.045755982
3725,Distrito Federal,Centro-Oeste,2019-07-01,17606116.731604286
3726,Rondônia,Norte,2019-08-01,7300357.330870107
3727,Acre,Norte,2019-08-01,2272180.8495543916
3728,Amazonas,Norte,2019-08-01,13031398.181655873
3729,Roraima,Norte,2019-08-01,2425137.073191228
3730,Pará,Norte,2019-08-01,28230696.007780217
3731,Amapá,Norte,2019-08-01,1601779.452469249
3732,Tocantins,Norte,2019-08-01,5565931.630020861
3733,Maranhão,Nordeste,2019-08-01,25004959.206551045
3734,Piauí,Nordeste,2019-08-01,14251878.137616087
