,UF,regiao,data,valor_corrigido
1999,Acre,Norte,2014-04-01,3154267.6645158622
2000,Amazonas,Norte,2014-04-01,10760901.046542872
2001,Roraima,Norte,2014-04-01,1736189.5893228436
2002,Pará,Norte,2014-04-01,30826205.050889283
2003,Amapá,Norte,2014-04-01,2144878.9799127276
2004,Tocantins,Norte,2014-04-01,7876893.2974124085
2005,Maranhão,Nordeste,2014-04-01,27498268.700828765
2006,Piauí,Nordeste,2014-04-01,14972380.024157215
2007,Ceará,Nordeste,2014-04-01,45874518.67361129
2008,Rio Grande do Norte,Nordeste,2014-04-01,17661807.529590394
2009,Paraíba,Nordeste,2014-04-01,17856375.91134667
2010,Pernambuco,Nordeste,2014-04-01,60222425.22710217
2011,Alagoas,Nordeste,2014-04-01,14226046.94912473
2012,Sergipe,Nordeste,2014-04-01,7287932.173529112
2013,Bahia,Nordeste,2014-04-01,66342827.88064084
2014,Minas Gerais,Sudeste,2014-04-01,145212057.63296914
2015,Espírito Santo,Sudeste,2014-04-01,21879026.900377117
2016,Rio de Janeiro,Sudeste,2014-04-01,63516791.78250923
2017,São Paulo,Sudeste,2014-04-01,278955859.9705612
2018,Paraná,Sul,2014-04-01,93823074.67348643
2019,Santa Catarina,Sul,2014-04-01,53270275.9451618
2020,Rio Grande do Sul,Sul,2014-04-01,91693571.73799911
2021,Mato Grosso do Sul,Centro-Oeste,2014-04-01,15126819.364575742
2022,Mato Grosso,Centro-Oeste,2014-04-01,15239959.4933431
2023,Goiás,Centro-Oeste,2014-04-01,35644847.3889865
2024,Distrito Federal,Centro-Oeste,2014-04-01,18233765.191411007
2025,Rondônia,Norte,2014-05-01,8228364.435389532
2026,Acre,Norte,2014-05-01,3169687.2380096638
2027,Amazonas,Norte,2014-05-01,10705977.109075978
2028,Roraima,Norte,2014-05-01,1936554.8066733459
2029,Pará,Norte,2014-05-01,31051835.4758329
2030,Amapá,Norte,2014-05-01,1925473.8346939161
2031,Tocantins,Norte,2014-05-01,8206648.320702338
2032,Maranhão,Nordeste,2014-05-01,27364232.267425906
2033,Piauí,Nordeste,2014-05-01,15477773.45290231
2034,Ceará,Nordeste,2014-05-01,47789330.07373781
2035,Rio Grande do Norte,Nordeste,2014-05-01,18876644.99148584
2036,Paraíba,Nordeste,2014-05-01,18298449.80793522
2037,Pernambuco,Nordeste,2014-05-01,64884962.01906063
2038,Alagoas,Nordeste,2014-05-01,15176284.90974623
2039,Sergipe,Nordeste,2014-05-01,7514621.135354022
2040,Bahia,Nordeste,2014-05-01,68694538.58617392
2041,Minas Gerais,Sudeste,2014-05-01,151484206.15352753
2042,Espírito Santo,Sudeste,2014-05-01,23890443.16672141
2043,Rio de Janeiro,Sudeste,2014-05-01,67071236.85543747
2044,São Paulo,Sudeste,2014-05-01,300752630.8679877
2045,Paraná,Sul,2014-05-01,100078522.38862221
2046,Santa Catarina,Sul,2014-05-01,55130398.43450495
2047,Rio Grande do Sul,Sul,2014-05-01,95964041.82237828
2048,Mato Grosso do Sul,Centro-Oeste,2014-05-01,17180655.18234772
2049,Mato Grosso,Centro-Oeste,2014-05-01,15741386.790108558
2050,Goiás,Centro-Oeste,2014-05-01,35833462.58585433
2051,Distrito Federal,Centro-Oeste,2014-05-01,18309050.040529605
2052,Rondônia,Norte,2014-06-01,7476367.668848778
2053,Acre,Norte,2014-06-01,3156844.3660599696
2054,Amazonas,Norte,2014-06-01,10890740.76623858
2055,Roraima,Norte,2014-06-01,1814271.3915707925
2056,Pará,Norte,2014-06-01,29297523.22997193
2057,Amapá,Norte,2014-06-01,1862853.1078348896
2058,Tocantins,Norte,2014-06-01,7691449.304525025
2059,Maranhão,Nordeste,2014-06-01,25684531.363711752
2060,Piauí,Nordeste,2014-06-01,14652060.582077116
2061,Ceará,Nordeste,2014-06-01,45741499.769352905
2062,Rio Grande do Norte,Nordeste,2014-06-01,16844092.989459544
2063,Paraíba,Nordeste,2014-06-01,17084114.620917458
2064,Pernambuco,Nordeste,2014-06-01,60424115.23028898
2065,Alagoas,Nordeste,2014-06-01,14385287.057513036
2066,Sergipe,Nordeste,2014-06-01,6781853.877511166
2067,Bahia,Nordeste,2014-06-01,60506807.63711751
2068,Minas Gerais,Sudeste,2014-06-01,141262519.97270685
2069,Espírito Santo,Sudeste,2014-06-01,22459044.842693362
2070,Rio de Janeiro,Sudeste,2014-06-01,69081776.93137555
2071,São Paulo,Sudeste,2014-06-01,282210277.86853635
2072,Paraná,Sul,2014-06-01,94555301.79198878
2073,Santa Catarina,Sul,2014-06-01,55615265.06811602
2074,Rio Grande do Sul,Sul,2014-06-01,92684099.24160817
2075,Mato Grosso do Sul,Centro-Oeste,2014-06-01,15506998.945601288
2076,Mato Grosso,Centro-Oeste,2014-06-01,14846858.86543344
2077,Goiás,Centro-Oeste,2014-06-01,34088817.34132788
2078,Distrito Federal,Centro-Oeste,2014-06-01,16979005.759149082
2079,Rondônia,Norte,2014-07-01,7693655.2110789595
2080,Acre,Norte,2014-07-01,3002210.078490649
2081,Amazonas,Norte,2014-07-01,10723927.527913064
2082,Roraima,Norte,2014-07-01,1882158.9075534518
2083,Pará,Norte,2014-07-01,30141523.9557439
2084,Amapá,Norte,2014-07-01,1916000.321754254
2085,Tocantins,Norte,2014-07-01,7911190.475558387
2086,Maranhão,Nordeste,2014-07-01,27250416.900233537
2087,Piauí,Nordeste,2014-07-01,15517120.990304947
2088,Ceará,Nordeste,2014-07-01,46385664.81196636
2089,Rio Grande do Norte,Nordeste,2014-07-01,18604510.17000255
2090,Paraíba,Nordeste,2014-07-01,18010560.14894145
2091,Pernambuco,Nordeste,2014-07-01,64596687.35831974
2092,Alagoas,Nordeste,2014-07-01,15677504.839432316
2093,Sergipe,Nordeste,2014-07-01,6759896.570854974
2094,Bahia,Nordeste,2014-07-01,69002893.71491542
2095,Minas Gerais,Sudeste,2014-07-01,152148253.6019313
2096,Espírito Santo,Sudeste,2014-07-01,23506310.69165349
2097,Rio de Janeiro,Sudeste,2014-07-01,71330377.25757378
2098,São Paulo,Sudeste,2014-07-01,298607223.53617835
2099,Paraná,Sul,2014-07-01,101393294.93349871
2100,Santa Catarina,Sul,2014-07-01,59332949.438399285
2101,Rio Grande do Sul,Sul,2014-07-01,98213214.9469576
2102,Mato Grosso do Sul,Centro-Oeste,2014-07-01,16232539.57932362
2103,Mato Grosso,Centro-Oeste,2014-07-01,15864890.282426516
2104,Goiás,Centro-Oeste,2014-07-01,34677850.05201492
2105,Distrito Federal,Centro-Oeste,2014-07-01,16224952.962924255
2106,Rondônia,Norte,2014-08-01,7433577.6199661335
2107,Acre,Norte,2014-08-01,3128069.3823111057
2108,Amazonas,Norte,2014-08-01,11021688.521886071
2109,Roraima,Norte,2014-08-01,1828761.4616144907
2110,Pará,Norte,2014-08-01,29973273.03795778
2111,Amapá,Norte,2014-08-01,1856394.1935798842
2112,Tocantins,Norte,2014-08-01,7925216.098721344
2113,Maranhão,Nordeste,2014-08-01,27086957.16587819
2114,Piauí,Nordeste,2014-08-01,15614714.592088686
2115,Ceará,Nordeste,2014-08-01,45568091.83727782
2116,Rio Grande do Norte,Nordeste,2014-08-01,16974476.87675187
2117,Paraíba,Nordeste,2014-08-01,17240131.723588426
2118,Pernambuco,Nordeste,2014-08-01,65393365.09179954
2119,Alagoas,Nordeste,2014-08-01,15229620.855324395
2120,Sergipe,Nordeste,2014-08-01,7034956.043408666
2121,Bahia,Nordeste,2014-08-01,68297932.60311015
2122,Minas Gerais,Sudeste,2014-08-01,147419310.15493548
2123,Espírito Santo,Sudeste,2014-08-01,24419464.904841606
2124,Rio de Janeiro,Sudeste,2014-08-01,69768104.92218958
2125,São Paulo,Sudeste,2014-08-01,299113546.9297697
2126,Paraná,Sul,2014-08-01,97945720.28226878
2127,Santa Catarina,Sul,2014-08-01,58169732.93529489
2128,Rio Grande do Sul,Sul,2014-08-01,97506160.96505146
2129,Mato Grosso do Sul,Centro-Oeste,2014-08-01,16405308.860420626
2130,Mato Grosso,Centro-Oeste,2014-08-01,14934177.893051615
2131,Goiás,Centro-Oeste,2014-08-01,35887917.23183752
2132,Distrito Federal,Centro-Oeste,2014-08-01,15468843.552839525
2133,Rondônia,Norte,2014-09-01,7575531.972948257
2134,Acre,Norte,2014-09-01,2673072.2248837454
2135,Amazonas,Norte,2014-09-01,11508562.336070998
2136,Roraima,Norte,2014-09-01,1899276.2906358677
2137,Pará,Norte,2014-09-01,30182479.958242305
2138,Amapá,Norte,2014-09-01,1893822.3425683498
2139,Tocantins,Norte,2014-09-01,7811184.934279825
2140,Maranhão,Nordeste,2014-09-01,26771250.03873859
2141,Piauí,Nordeste,2014-09-01,14999531.18267318
2142,Ceará,Nordeste,2014-09-01,44414950.59006162
2143,Rio Grande do Norte,Nordeste,2014-09-01,16859274.07444867
2144,Paraíba,Nordeste,2014-09-01,17320856.30861587
2145,Pernambuco,Nordeste,2014-09-01,66750427.38187318
2146,Alagoas,Nordeste,2014-09-01,16173402.02833518
2147,Sergipe,Nordeste,2014-09-01,8160305.579339379
2148,Bahia,Nordeste,2014-09-01,67681901.49835452
2149,Minas Gerais,Sudeste,2014-09-01,146325449.35393763
2150,Espírito Santo,Sudeste,2014-09-01,23154244.863665804
2151,Rio de Janeiro,Sudeste,2014-09-01,69819301.40529887
2152,São Paulo,Sudeste,2014-09-01,302999175.37489414
2153,Paraná,Sul,2014-09-01,97158262.4044113
2154,Santa Catarina,Sul,2014-09-01,57095143.49605011
2155,Rio Grande do Sul,Sul,2014-09-01,97326553.41394405
2156,Mato Grosso do Sul,Centro-Oeste,2014-09-01,15933993.577596815
2157,Mato Grosso,Centro-Oeste,2014-09-01,14450979.34199209
2158,Goiás,Centro-Oeste,2014-09-01,36945594.570862696
2159,Distrito Federal,Centro-Oeste,2014-09-01,14854101.409651514
2160,Rondônia,Norte,2014-10-01,7564928.571072855
2161,Acre,Norte,2014-10-01,3095705.7743469314
2162,Amazonas,Norte,2014-10-01,11929498.2539128
2163,Roraima,Norte,2014-10-01,1788388.0997193113
2164,Pará,Norte,2014-10-01,29135827.161750253
2165,Amapá,Norte,2014-10-01,1891772.3711477048
2166,Tocantins,Norte,2014-10-01,8374464.010066742
2167,Maranhão,Nordeste,2014-10-01,27034302.26181886
2168,Piauí,Nordeste,2014-10-01,14988664.158347055
2169,Ceará,Nordeste,2014-10-01,44944853.90588573
2170,Rio Grande do Norte,Nordeste,2014-10-01,17690124.447809383
2171,Paraíba,Nordeste,2014-10-01,17256521.49763847
2172,Pernambuco,Nordeste,2014-10-01,64251454.8000892
2173,Alagoas,Nordeste,2014-10-01,16031656.60088261
2174,Sergipe,Nordeste,2014-10-01,7603708.282164422
2175,Bahia,Nordeste,2014-10-01,69332857.43287364
2176,Minas Gerais,Sudeste,2014-10-01,149488472.5071295
2177,Espírito Santo,Sudeste,2014-10-01,23626764.76794723
2178,Rio de Janeiro,Sudeste,2014-10-01,68311698.52378681
2179,São Paulo,Sudeste,2014-10-01,293700755.2858608
2180,Paraná,Sul,2014-10-01,100698340.95930016
2181,Santa Catarina,Sul,2014-10-01,55832389.9847374
2182,Rio Grande do Sul,Sul,2014-10-01,100252930.04079653
2183,Mato Grosso do Sul,Centro-Oeste,2014-10-01,16015972.920688624
2184,Mato Grosso,Centro-Oeste,2014-10-01,15877378.217965944
2185,Goiás,Centro-Oeste,2014-10-01,36563695.287724555
2186,Distrito Federal,Centro-Oeste,2014-10-01,14097372.233182387
2187,Rondônia,Norte,2014-11-01,7413374.127839808
2188,Acre,Norte,2014-11-01,3176170.3247628114
2189,Amazonas,Norte,2014-11-01,11260161.051197238
2190,Roraima,Norte,2014-11-01,1926456.6691380532
2191,Pará,Norte,2014-11-01,29421158.50602652
2192,Amapá,Norte,2014-11-01,1420317.3127339615
2193,Tocantins,Norte,2014-11-01,7072735.508414547
2194,Maranhão,Nordeste,2014-11-01,25704549.929432362
2195,Piauí,Nordeste,2014-11-01,14296354.352273459
2196,Ceará,Nordeste,2014-11-01,42165032.57138246
2197,Rio Grande do Norte,Nordeste,2014-11-01,17016874.063121207
2198,Paraíba,Nordeste,2014-11-01,16441352.277905963
2199,Pernambuco,Nordeste,2014-11-01,59865585.58236252
2200,Alagoas,Nordeste,2014-11-01,14941574.37871918
2201,Sergipe,Nordeste,2014-11-01,7518215.728919258
2202,Bahia,Nordeste,2014-11-01,62625712.050729305
2203,Minas Gerais,Sudeste,2014-11-01,137088432.40443075
2204,Espírito Santo,Sudeste,2014-11-01,22323088.60272525
2205,Rio de Janeiro,Sudeste,2014-11-01,63780388.672397375
2206,São Paulo,Sudeste,2014-11-01,270106156.8034723
2207,Paraná,Sul,2014-11-01,92305240.03434394
2208,Santa Catarina,Sul,2014-11-01,52405097.439726666
2209,Rio Grande do Sul,Sul,2014-11-01,92251101.29638892
2210,Mato Grosso do Sul,Centro-Oeste,2014-11-01,15079448.878549758
2211,Mato Grosso,Centro-Oeste,2014-11-01,14401569.74329579
2212,Goiás,Centro-Oeste,2014-11-01,35201701.48194462
2213,Distrito Federal,Centro-Oeste,2014-11-01,14461006.464712147
2214,Rondônia,Norte,2014-12-01,7183917.301812131
2215,Acre,Norte,2014-12-01,2835444.539392368
2216,Amazonas,Norte,2014-12-01,10883201.282871207
2217,Roraima,Norte,2014-12-01,1892394.2877574596
2218,Pará,Norte,2014-12-01,27465282.52360426
2219,Amapá,Norte,2014-12-01,1314323.465304838
2220,Tocantins,Norte,2014-12-01,7194721.45100693
2221,Maranhão,Nordeste,2014-12-01,23572648.761789814
2222,Piauí,Nordeste,2014-12-01,13525907.563743576
2223,Ceará,Nordeste,2014-12-01,42368038.513546035
2224,Rio Grande do Norte,Nordeste,2014-12-01,16218002.340780223
2225,Paraíba,Nordeste,2014-12-01,15162407.806900362
2226,Pernambuco,Nordeste,2014-12-01,58232835.098844536
2227,Alagoas,Nordeste,2014-12-01,13651590.905411763
2228,Sergipe,Nordeste,2014-12-01,6512906.434989137
2229,Bahia,Nordeste,2014-12-01,59588116.89901376
2230,Minas Gerais,Sudeste,2014-12-01,132594178.36587346
2231,Espírito Santo,Sudeste,2014-12-01,21639839.70138379
2232,Rio de Janeiro,Sudeste,2014-12-01,65858821.07109789
2233,São Paulo,Sudeste,2014-12-01,254048983.73268718
2234,Paraná,Sul,2014-12-01,84405005.37559669
2235,Santa Catarina,Sul,2014-12-01,49558246.153358124
2236,Rio Grande do Sul,Sul,2014-12-01,85933807.47822708
2237,Mato Grosso do Sul,Centro-Oeste,2014-12-01,14041421.686165284
2238,Mato Grosso,Centro-Oeste,2014-12-01,13408256.700630685
2239,Goiás,Centro-Oeste,2014-12-01,34033199.921103805
2240,Distrito Federal,Centro-Oeste,2014-12-01,14090937.58443333
2241,Rondônia,Norte,2015-01-01,7283176.378390955
2242,Acre,Norte,2015-01-01,3068668.592202935
2243,Amazonas,Norte,2015-01-01,12072251.645000853
2244,Roraima,Norte,2015-01-01,1880551.1699096153
2245,Pará,Norte,2015-01-01,28641002.175989617
2246,Amapá,Norte,2015-01-01,1514254.468548976
2247,Tocantins,Norte,2015-01-01,6522043.812116199
2248,Maranhão,Nordeste,2015-01-01,25222364.50470902
2249,Piauí,Nordeste,2015-01-01,13895675.559418036
2250,Ceará,Nordeste,2015-01-01,41267544.433556154
2251,Rio Grande do Norte,Nordeste,2015-01-01,16007772.068272835
2252,Paraíba,Nordeste,2015-01-01,15757668.55514756
2253,Pernambuco,Nordeste,2015-01-01,60020150.93084218
2254,Alagoas,Nordeste,2015-01-01,13502694.8181226
2255,Sergipe,Nordeste,2015-01-01,7748900.594269744
2256,Bahia,Nordeste,2015-01-01,61709383.03976875
2257,Minas Gerais,Sudeste,2015-01-01,132072899.22484855
2258,Espírito Santo,Sudeste,2015-01-01,21594280.06450538
2259,Rio de Janeiro,Sudeste,2015-01-01,67749803.4865846
2260,São Paulo,Sudeste,2015-01-01,275184246.6518004
2261,Paraná,Sul,2015-01-01,86684128.84258188
2262,Santa Catarina,Sul,2015-01-01,50919637.31624374
2263,Rio Grande do Sul,Sul,2015-01-01,89074836.30232897
2264,Mato Grosso do Sul,Centro-Oeste,2015-01-01,14865282.268210186
2265,Mato Grosso,Centro-Oeste,2015-01-01,13961770.896096298
2266,Goiás,Centro-Oeste,2015-01-01,33273791.07973213
2267,Distrito Federal,Centro-Oeste,2015-01-01,12370703.120925384
2268,Rondônia,Norte,2015-02-01,6809884.180763472
2269,Acre,Norte,2015-02-01,2805146.704834821
2270,Amazonas,Norte,2015-02-01,11121374.235075738
2271,Roraima,Norte,2015-02-01,1575132.1407541211
2272,Pará,Norte,2015-02-01,25877150.936337538
2273,Amapá,Norte,2015-02-01,1468543.5815534308
2274,Tocantins,Norte,2015-02-01,6083134.404081758
2275,Maranhão,Nordeste,2015-02-01,23072760.565999415
2276,Piauí,Nordeste,2015-02-01,12685933.72904979
2277,Ceará,Nordeste,2015-02-01,39328411.836538605
2278,Rio Grande do Norte,Nordeste,2015-02-01,14798093.976974238
2279,Paraíba,Nordeste,2015-02-01,13509721.666681089
2280,Pernambuco,Nordeste,2015-02-01,54828307.907562844
2281,Alagoas,Nordeste,2015-02-01,12162414.026584966
2282,Sergipe,Nordeste,2015-02-01,6928098.595063144
2283,Bahia,Nordeste,2015-02-01,54581671.990446694
2284,Minas Gerais,Sudeste,2015-02-01,124367503.11002226
2285,Espírito Santo,Sudeste,2015-02-01,20436516.98374652
2286,Rio de Janeiro,Sudeste,2015-02-01,58976924.862618804
2287,São Paulo,Sudeste,2015-02-01,242703889.63403773
2288,Paraná,Sul,2015-02-01,81386483.33825241
2289,Santa Catarina,Sul,2015-02-01,45581962.9273569
2290,Rio Grande do Sul,Sul,2015-02-01,77615065.85997118
2291,Mato Grosso do Sul,Centro-Oeste,2015-02-01,13397466.404515017
2292,Mato Grosso,Centro-Oeste,2015-02-01,13038894.682693603
2293,Goiás,Centro-Oeste,2015-02-01,31891814.40810126
2294,Distrito Federal,Centro-Oeste,2015-02-01,11982439.562911326
2295,Rondônia,Norte,2015-03-01,7564040.554401745
2296,Acre,Norte,2015-03-01,2901897.9671420027
2297,Amazonas,Norte,2015-03-01,13081309.890443886
2298,Roraima,Norte,2015-03-01,1710873.9910349539
2299,Pará,Norte,2015-03-01,30647220.10529777
2300,Amapá,Norte,2015-03-01,1781033.0445785073
2301,Tocantins,Norte,2015-03-01,6864047.510087752
2302,Maranhão,Nordeste,2015-03-01,27800079.999030307
2303,Piauí,Nordeste,2015-03-01,14860638.161965689
2304,Ceará,Nordeste,2015-03-01,44304217.65791078
2305,Rio Grande do Norte,Nordeste,2015-03-01,18306184.798625704
2306,Paraíba,Nordeste,2015-03-01,16634100.48445825
2307,Pernambuco,Nordeste,2015-03-01,63703019.96984409
2308,Alagoas,Nordeste,2015-03-01,16409967.848050296
2309,Sergipe,Nordeste,2015-03-01,7988355.4633498285
2310,Bahia,Nordeste,2015-03-01,67646426.96745396
2311,Minas Gerais,Sudeste,2015-03-01,145238450.19414103
2312,Espírito Santo,Sudeste,2015-03-01,24055170.985442773
2313,Rio de Janeiro,Sudeste,2015-03-01,68456634.16415772
2314,São Paulo,Sudeste,2015-03-01,286738311.34087336
2315,Paraná,Sul,2015-03-01,98751584.67027773
2316,Santa Catarina,Sul,2015-03-01,54051676.198481224
2317,Rio Grande do Sul,Sul,2015-03-01,96377309.55931543
2318,Mato Grosso do Sul,Centro-Oeste,2015-03-01,16312829.243160563
2319,Mato Grosso,Centro-Oeste,2015-03-01,15597456.891692325
2320,Goiás,Centro-Oeste,2015-03-01,37615282.058335066
2321,Distrito Federal,Centro-Oeste,2015-03-01,16953997.128631447
2322,Rondônia,Norte,2015-04-01,7427735.937744248
2323,Acre,Norte,2015-04-01,3003356.789479976
2324,Amazonas,Norte,2015-04-01,12773141.56067514
2325,Roraima,Norte,2015-04-01,1849739.3325811096
2326,Pará,Norte,2015-04-01,28662916.47378916
2327,Amapá,Norte,2015-04-01,1683617.9949913903
2328,Tocantins,Norte,2015-04-01,6932414.8213837305
2329,Maranhão,Nordeste,2015-04-01,27146074.00866157
2330,Piauí,Nordeste,2015-04-01,14709317.501229627
2331,Ceará,Nordeste,2015-04-01,43384196.79561692
2332,Rio Grande do Norte,Nordeste,2015-04-01,16975237.252865598
2333,Paraíba,Nordeste,2015-04-01,16085562.378975382
2334,Pernambuco,Nordeste,2015-04-01,60487477.62346267
2335,Alagoas,Nordeste,2015-04-01,14557877.428850062
2336,Sergipe,Nordeste,2015-04-01,8081611.8935671905
2337,Bahia,Nordeste,2015-04-01,60941869.09993605
2338,Minas Gerais,Sudeste,2015-04-01,137877831.6532016
2339,Espírito Santo,Sudeste,2015-04-01,21193214.99146446
2340,Rio de Janeiro,Sudeste,2015-04-01,62267986.344291426
2341,São Paulo,Sudeste,2015-04-01,265485639.6098879
2342,Paraná,Sul,2015-04-01,90303661.46102472
2343,Santa Catarina,Sul,2015-04-01,50854567.04541905
2344,Rio Grande do Sul,Sul,2015-04-01,87820389.3466388
2345,Mato Grosso do Sul,Centro-Oeste,2015-04-01,14923589.43297591
2346,Mato Grosso,Centro-Oeste,2015-04-01,14811147.47899564
2347,Goiás,Centro-Oeste,2015-04-01,34369638.14181521
2348,Distrito Federal,Centro-Oeste,2015-04-01,15757547.60308726
2349,Rondônia,Norte,2015-05-01,7572266.579362694
2350,Acre,Norte,2015-05-01,2892769.78173549
2351,Amazonas,Norte,2015-05-01,12402946.082097927
2352,Roraima,Norte,2015-05-01,1851296.5088054761
2353,Pará,Norte,2015-05-01,29912827.657301355
2354,Amapá,Norte,2015-05-01,1692503.0570657763
2355,Tocantins,Norte,2015-05-01,6533361.136303955
2356,Maranhão,Nordeste,2015-05-01,27020586.728270702
2357,Piauí,Nordeste,2015-05-01,14364413.615318827
2358,Ceará,Nordeste,2015-05-01,41723602.74462423
2359,Rio Grande do Norte,Nordeste,2015-05-01,17751811.192150887
2360,Paraíba,Nordeste,2015-05-01,16392960.088653367
2361,Pernambuco,Nordeste,2015-05-01,64505887.88566209
2362,Alagoas,Nordeste,2015-05-01,14806478.892973972
2363,Sergipe,Nordeste,2015-05-01,8355351.733573399
2364,Bahia,Nordeste,2015-05-01,64002374.40472747
2365,Minas Gerais,Sudeste,2015-05-01,140725267.62544718
2366,Espírito Santo,Sudeste,2015-05-01,22473030.351670135
2367,Rio de Janeiro,Sudeste,2015-05-01,71218953.42236473
2368,São Paulo,Sudeste,2015-05-01,275210810.9733222
2369,Paraná,Sul,2015-05-01,93805251.79203571
2370,Santa Catarina,Sul,2015-05-01,53435529.885928065
2371,Rio Grande do Sul,Sul,2015-05-01,92541188.17138906
2372,Mato Grosso do Sul,Centro-Oeste,2015-05-01,15079474.759145115
2373,Mato Grosso,Centro-Oeste,2015-05-01,15468923.702304399
2374,Goiás,Centro-Oeste,2015-05-01,34722499.25110894
2375,Distrito Federal,Centro-Oeste,2015-05-01,14779062.33823598
2376,Rondônia,Norte,2015-06-01,7475855.339124185
2377,Acre,Norte,2015-06-01,3115442.2195706186
2378,Amazonas,Norte,2015-06-01,12611670.960304635
2379,Roraima,Norte,2015-06-01,2068157.0816045648
2380,Pará,Norte,2015-06-01,27715309.602023248
2381,Amapá,Norte,2015-06-01,1818493.4155146054
2382,Tocantins,Norte,2015-06-01,6751568.679852635
2383,Maranhão,Nordeste,2015-06-01,24392908.81937307
2384,Piauí,Nordeste,2015-06-01,13963457.321785849
2385,Ceará,Nordeste,2015-06-01,42876281.932881944
2386,Rio Grande do Norte,Nordeste,2015-06-01,16887854.726701643
2387,Paraíba,Nordeste,2015-06-01,15188457.440050667
2388,Pernambuco,Nordeste,2015-06-01,58961760.36369563
2389,Alagoas,Nordeste,2015-06-01,14443602.407604067
2390,Sergipe,Nordeste,2015-06-01,7067166.1384422295
2391,Bahia,Nordeste,2015-06-01,61429990.01554558
2392,Minas Gerais,Sudeste,2015-06-01,137248404.57653484
2393,Espírito Santo,Sudeste,2015-06-01,22080739.90001833
2394,Rio de Janeiro,Sudeste,2015-06-01,68914829.97485553
2395,São Paulo,Sudeste,2015-06-01,268783921.4099971
2396,Paraná,Sul,2015-06-01,92816968.34074527
2397,Santa Catarina,Sul,2015-06-01,52825193.74371576
2398,Rio Grande do Sul,Sul,2015-06-01,89945770.4241739
2399,Mato Grosso do Sul,Centro-Oeste,2015-06-01,15375426.213422103
2400,Mato Grosso,Centro-Oeste,2015-06-01,13881033.135222103
2401,Goiás,Centro-Oeste,2015-06-01,33129320.63519194
2402,Distrito Federal,Centro-Oeste,2015-06-01,14770747.257144945
2403,Rondônia,Norte,2015-07-01,7303302.83428366
2404,Acre,Norte,2015-07-01,2727152.7334872764
2405,Amazonas,Norte,2015-07-01,12410332.1415182
2406,Roraima,Norte,2015-07-01,2068159.5380829633
2407,Pará,Norte,2015-07-01,27597346.711239748
2408,Amapá,Norte,2015-07-01,1794722.821802998
2409,Tocantins,Norte,2015-07-01,6221510.428410279
2410,Maranhão,Nordeste,2015-07-01,25939737.18975943
2411,Piauí,Nordeste,2015-07-01,13841338.176012944
2412,Ceará,Nordeste,2015-07-01,43004878.774661586
2413,Rio Grande do Norte,Nordeste,2015-07-01,18147950.73750666
2414,Paraíba,Nordeste,2015-07-01,16366960.326247204
2415,Pernambuco,Nordeste,2015-07-01,60389733.50241059
2416,Alagoas,Nordeste,2015-07-01,14713711.937504468
2417,Sergipe,Nordeste,2015-07-01,8053462.75793789
2418,Bahia,Nordeste,2015-07-01,64521664.34845785
2419,Minas Gerais,Sudeste,2015-07-01,134895479.7408107
2420,Espírito Santo,Sudeste,2015-07-01,24408831.992354933
2421,Rio de Janeiro,Sudeste,2015-07-01,73077008.39822428
2422,São Paulo,Sudeste,2015-07-01,270142811.0139183
2423,Paraná,Sul,2015-07-01,95796910.1483367
2424,Santa Catarina,Sul,2015-07-01,54916243.51896252
2425,Rio Grande do Sul,Sul,2015-07-01,92282157.14155741
2426,Mato Grosso do Sul,Centro-Oeste,2015-07-01,16007236.189000856
2427,Mato Grosso,Centro-Oeste,2015-07-01,15072452.154000593
2428,Goiás,Centro-Oeste,2015-07-01,34431980.19746848
2429,Distrito Federal,Centro-Oeste,2015-07-01,13947629.474960286
2430,Rondônia,Norte,2015-08-01,7072066.862518837
2431,Acre,Norte,2015-08-01,2945828.1471466534
2432,Amazonas,Norte,2015-08-01,12606669.749094708
2433,Roraima,Norte,2015-08-01,2086335.2816870466
2434,Pará,Norte,2015-08-01,27033361.19092347
2435,Amapá,Norte,2015-08-01,1755487.8001351617
2436,Tocantins,Norte,2015-08-01,6403281.921034016
2437,Maranhão,Nordeste,2015-08-01,25754554.094356004
2438,Piauí,Nordeste,2015-08-01,14281116.114208646
2439,Ceará,Nordeste,2015-08-01,44758766.81246823
2440,Rio Grande do Norte,Nordeste,2015-08-01,17532079.402379997
2441,Paraíba,Nordeste,2015-08-01,16264001.48378579
2442,Pernambuco,Nordeste,2015-08-01,58880956.87008386
2443,Alagoas,Nordeste,2015-08-01,13982767.855270727
2444,Sergipe,Nordeste,2015-08-01,8154118.686930166
2445,Bahia,Nordeste,2015-08-01,64775058.00814421
2446,Minas Gerais,Sudeste,2015-08-01,137346872.76469755
2447,Espírito Santo,Sudeste,2015-08-01,22647909.880876657
2448,Rio de Janeiro,Sudeste,2015-08-01,67223309.27373552
2449,São Paulo,Sudeste,2015-08-01,272459081.16608083
2450,Paraná,Sul,2015-08-01,96968300.88000071
2451,Santa Catarina,Sul,2015-08-01,52993431.977914035
2452,Rio Grande do Sul,Sul,2015-08-01,90265206.67503768
2453,Mato Grosso do Sul,Centro-Oeste,2015-08-01,15181497.248712229
2454,Mato Grosso,Centro-Oeste,2015-08-01,14575124.880723087
2455,Goiás,Centro-Oeste,2015-08-01,34016371.54946454
