,UF,regiao,data,valor_hospitalar,valor_corrigido
1910,Paraná,Sul,2013-12-01,61654926.95,85972764.27986065
1911,Santa Catarina,Sul,2013-12-01,34323588.55,47861443.25564031
1912,Rio Grande do Sul,Sul,2013-12-01,62719365.09,87457036.4025886
1913,Mato Grosso do Sul,Centro-Oeste,2013-12-01,10520170.94,14669519.87700733
1914,Mato Grosso,Centro-Oeste,2013-12-01,9596458.43,13381478.16139569
1915,Goiás,Centro-Oeste,2013-12-01,23318535.31,32515794.58011566
1916,Distrito Federal,Centro-Oeste,2013-12-01,11307392.31,15767235.836251996
1917,Rondônia,Norte,2014-01-01,5059188.14,7016045.298507444
1918,Acre,Norte,2014-01-01,2186416.46,3032106.4368960764
1919,Amazonas,Norte,2014-01-01,7174087.74,9948972.674360137
1920,Roraima,Norte,2014-01-01,1217761.91,1688783.3555359624
1921,Pará,Norte,2014-01-01,22193066.39,30777182.978022847
1922,Amapá,Norte,2014-01-01,1574196.16,2183083.779781408
1923,Tocantins,Norte,2014-01-01,5522137.01,7658059.422697107
1924,Maranhão,Nordeste,2014-01-01,19817852.51,27483253.65288737
1925,Piauí,Nordeste,2014-01-01,11148900.39,15461213.933978606
1926,Ceará,Nordeste,2014-01-01,33772609.81,46835609.532358065
1927,Rio Grande do Norte,Nordeste,2014-01-01,11209117.43,15544722.486871053
1928,Paraíba,Nordeste,2014-01-01,12945819.54,17953168.335610226
1929,Pernambuco,Nordeste,2014-01-01,44493103.28,61702711.86705662
1930,Alagoas,Nordeste,2014-01-01,16336790.08,22655741.60550729
1931,Sergipe,Nordeste,2014-01-01,5672902.07,7867139.310837459
1932,Bahia,Nordeste,2014-01-01,48800208.59,67675774.16957894
1933,Minas Gerais,Sudeste,2014-01-01,104957341.35,145554077.24420154
1934,Espírito Santo,Sudeste,2014-01-01,15418604.56,21382408.60770468
1935,Rio de Janeiro,Sudeste,2014-01-01,54187327.07,75146590.87735738
1936,São Paulo,Sudeste,2014-01-01,215875206.82,299374165.9652497
1937,Paraná,Sul,2014-01-01,68327771.38,94756456.1511129
1938,Santa Catarina,Sul,2014-01-01,38039163.49,52752435.12947722
1939,Rio Grande do Sul,Sul,2014-01-01,67567904.76,93702678.65179585
1940,Mato Grosso do Sul,Centro-Oeste,2014-01-01,11387327.15,15791862.429793661
1941,Mato Grosso,Centro-Oeste,2014-01-01,10459600.27,14505297.543372381
1942,Goiás,Centro-Oeste,2014-01-01,25138580.06,34861999.902046725
1943,Distrito Federal,Centro-Oeste,2014-01-01,11875748.04,16469200.965967828
1944,Rondônia,Norte,2014-02-01,4845279.73,6673354.185918263
1945,Acre,Norte,2014-02-01,1957858.72,2696538.778484224
1946,Amazonas,Norte,2014-02-01,6135642.66,8450557.843934774
1947,Roraima,Norte,2014-02-01,1065161.3,1467035.757713237
1948,Pará,Norte,2014-02-01,20914929.28,28805918.055606756
1949,Amapá,Norte,2014-02-01,1330752.82,1832832.2401665614
1950,Tocantins,Norte,2014-02-01,5150163.24,7093267.124087459
1951,Maranhão,Nordeste,2014-02-01,18467551.09,25435169.120795194
1952,Piauí,Nordeste,2014-02-01,10494415.68,14453851.317041347
1953,Ceará,Nordeste,2014-02-01,31330684.66,43151431.346461415
1954,Rio Grande do Norte,Nordeste,2014-02-01,12030062.76,16568882.324634207
1955,Paraíba,Nordeste,2014-02-01,12086629.03,16646790.469410459
1956,Pernambuco,Nordeste,2014-02-01,42280764.26,58232863.91729013
1957,Alagoas,Nordeste,2014-02-01,9586746.83,13203728.298947794
1958,Sergipe,Nordeste,2014-02-01,4912637.79,6766125.752619187
1959,Bahia,Nordeste,2014-02-01,45373682.54,62492708.61165231
1960,Minas Gerais,Sudeste,2014-02-01,98817392.31,136100183.13916123
1961,Espírito Santo,Sudeste,2014-02-01,15344154.38,21133346.796707865
1962,Rio de Janeiro,Sudeste,2014-02-01,45149697.21,62184215.908891514
1963,São Paulo,Sudeste,2014-02-01,199480699.46,274742725.8965075
1964,Paraná,Sul,2014-02-01,66177274.38,91145282.75056565
1965,Santa Catarina,Sul,2014-02-01,36182641.24,49833981.48955432
1966,Rio Grande do Sul,Sul,2014-02-01,61059257.38,84096290.31384811
1967,Mato Grosso do Sul,Centro-Oeste,2014-02-01,10451544.86,14394805.775391938
1968,Mato Grosso,Centro-Oeste,2014-02-01,10201326.28,14050182.285875158
1969,Goiás,Centro-Oeste,2014-02-01,23373006.69,32191402.916629348
1970,Distrito Federal,Centro-Oeste,2014-02-01,11161064.13,15372019.404798673
1971,Rondônia,Norte,2014-03-01,5416888.78,7392609.887131321
1972,Acre,Norte,2014-03-01,2274358.96,3103893.991078345
1973,Amazonas,Norte,2014-03-01,7565345.29,10324680.579913324
1974,Roraima,Norte,2014-03-01,1350005.0,1842397.1242541773
1975,Pará,Norte,2014-03-01,22547295.69,30771051.024969988
1976,Amapá,Norte,2014-03-01,1474017.17,2011640.6940043042
1977,Tocantins,Norte,2014-03-01,5555384.88,7581620.162175057
1978,Maranhão,Nordeste,2014-03-01,20574263.37,28078387.61081334
1979,Piauí,Nordeste,2014-03-01,11086037.03,15129486.737787874
1980,Ceará,Nordeste,2014-03-01,33356495.1,45522728.17318348
1981,Rio Grande do Norte,Nordeste,2014-03-01,12072146.35,16475263.216666281
1982,Paraíba,Nordeste,2014-03-01,12735805.88,17380981.647009786
1983,Pernambuco,Nordeste,2014-03-01,44659233.9,60947955.08813276
1984,Alagoas,Nordeste,2014-03-01,10660235.66,14548381.319962395
1985,Sergipe,Nordeste,2014-03-01,5265802.72,7186417.671207014
1986,Bahia,Nordeste,2014-03-01,47054235.82,64216494.57501706
1987,Minas Gerais,Sudeste,2014-03-01,105067571.91,143389241.03196135
1988,Espírito Santo,Sudeste,2014-03-01,16621207.44,22683519.53443738
1989,Rio de Janeiro,Sudeste,2014-03-01,48558429.49,66269318.151173696
1990,São Paulo,Sudeste,2014-03-01,210030465.65,286635624.2527441
1991,Paraná,Sul,2014-03-01,70200476.83,95804946.37639417
1992,Santa Catarina,Sul,2014-03-01,39932622.52,54497389.931722924
1993,Rio Grande do Sul,Sul,2014-03-01,67068006.61,91529959.15402102
1994,Mato Grosso do Sul,Centro-Oeste,2014-03-01,11573277.29,15794439.870439129
1995,Mato Grosso,Centro-Oeste,2014-03-01,11382889.37,15534611.087360004
1996,Goiás,Centro-Oeste,2014-03-01,24080829.38,32863915.910954036
1997,Distrito Federal,Centro-Oeste,2014-03-01,13264435.1,18102419.682220563
1998,Rondônia,Norte,2014-04-01,5267417.69,7140776.905394955
1999,Acre,Norte,2014-04-01,2326755.97,3154267.6645158622
2000,Amazonas,Norte,2014-04-01,7937814.23,10760901.046542872
2001,Roraima,Norte,2014-04-01,1280705.99,1736189.5893228436
2002,Pará,Norte,2014-04-01,22739052.06,30826205.050889283
2003,Amapá,Norte,2014-04-01,1582177.07,2144878.9799127276
2004,Tocantins,Norte,2014-04-01,5810416.38,7876893.2974124085
2005,Maranhão,Nordeste,2014-04-01,20284188.81,27498268.700828765
2006,Piauí,Nordeste,2014-04-01,11044425.62,14972380.024157215
2007,Ceará,Nordeste,2014-04-01,33839490.35,45874518.67361129
2008,Rio Grande do Norte,Nordeste,2014-04-01,13028290.71,17661807.529590394
2009,Paraíba,Nordeste,2014-04-01,13171814.72,17856375.91134667
2010,Pernambuco,Nordeste,2014-04-01,44423271.05,60222425.22710217
2011,Alagoas,Nordeste,2014-04-01,10493890.56,14226046.94912473
2012,Sergipe,Nordeste,2014-04-01,5375967.26,7287932.173529112
2013,Bahia,Nordeste,2014-04-01,48938006.3,66342827.88064084
2014,Minas Gerais,Sudeste,2014-04-01,107116154.35,145212057.63296914
2015,Espírito Santo,Sudeste,2014-04-01,16139136.52,21879026.900377117
2016,Rio de Janeiro,Sudeste,2014-04-01,46853371.43,63516791.78250923
2017,São Paulo,Sudeste,2014-04-01,205772712.27,278955859.9705612
2018,Paraná,Sul,2014-04-01,69208901.19,93823074.67348643
2019,Santa Catarina,Sul,2014-04-01,39294995.15,53270275.9451618
2020,Rio Grande do Sul,Sul,2014-04-01,67638066.31,91693571.73799911
2021,Mato Grosso do Sul,Centro-Oeste,2014-04-01,11158348.31,15126819.364575742
2022,Mato Grosso,Centro-Oeste,2014-04-01,11241806.5,15239959.4933431
2023,Goiás,Centro-Oeste,2014-04-01,26293539.51,35644847.3889865
2024,Distrito Federal,Centro-Oeste,2014-04-01,13450197.17,18233765.191411007
2025,Rondônia,Norte,2014-05-01,6097596.58,8228364.435389532
2026,Acre,Norte,2014-05-01,2348884.06,3169687.2380096638
2027,Amazonas,Norte,2014-05-01,7933621.55,10705977.109075978
2028,Roraima,Norte,2014-05-01,1435076.2,1936554.8066733459
2029,Pará,Norte,2014-05-01,23010838.58,31051835.4758329
2030,Amapá,Norte,2014-05-01,1426864.69,1925473.8346939161
2031,Tocantins,Norte,2014-05-01,6081503.94,8206648.320702338
2032,Maranhão,Nordeste,2014-05-01,20278154.96,27364232.267425906
2033,Piauí,Nordeste,2014-05-01,11469742.16,15477773.45290231
2034,Ceará,Nordeste,2014-05-01,35414092.06,47789330.07373781
2035,Rio Grande do Norte,Nordeste,2014-05-01,13988462.33,18876644.99148584
2036,Paraíba,Nordeste,2014-05-01,13559993.1,18298449.80793522
2037,Pernambuco,Nordeste,2014-05-01,48082741.79,64884962.01906063
2038,Alagoas,Nordeste,2014-05-01,11246325.28,15176284.90974623
2039,Sergipe,Nordeste,2014-05-01,5568679.96,7514621.135354022
2040,Bahia,Nordeste,2014-05-01,50905813.28,68694538.58617392
2041,Minas Gerais,Sudeste,2014-05-01,112256765.56,151484206.15352753
2042,Espírito Santo,Sudeste,2014-05-01,17703917.43,23890443.16672141
2043,Rio de Janeiro,Sudeste,2014-05-01,49702872.02,67071236.85543747
2044,São Paulo,Sudeste,2014-05-01,222871535.14,300752630.8679877
2045,Paraná,Sul,2014-05-01,74162789.05,100078522.38862221
2046,Santa Catarina,Sul,2014-05-01,40854161.43,55130398.43450495
2047,Rio Grande do Sul,Sul,2014-05-01,71113769.67,95964041.82237828
2048,Mato Grosso do Sul,Centro-Oeste,2014-05-01,12731655.86,17180655.18234772
2049,Mato Grosso,Centro-Oeste,2014-05-01,11665091.77,15741386.790108558
2050,Goiás,Centro-Oeste,2014-05-01,26554244.24,35833462.58585433
2051,Distrito Federal,Centro-Oeste,2014-05-01,13567848.36,18309050.040529605
2052,Rondônia,Norte,2014-06-01,5562493.43,7476367.668848778
2053,Acre,Norte,2014-06-01,2348724.25,3156844.3660599696
2054,Amazonas,Norte,2014-06-01,8102821.67,10890740.76623858
2055,Roraima,Norte,2014-06-01,1349836.33,1814271.3915707925
2056,Pará,Norte,2014-06-01,21797654.65,29297523.22997193
2057,Amapá,Norte,2014-06-01,1385981.62,1862853.1078348896
2058,Tocantins,Norte,2014-06-01,5722516.35,7691449.304525025
2059,Maranhão,Nordeste,2014-06-01,19109552.03,25684531.363711752
2060,Piauí,Nordeste,2014-06-01,10901281.79,14652060.582077116
2061,Ceará,Nordeste,2014-06-01,34032140.1,45741499.769352905
2062,Rio Grande do Norte,Nordeste,2014-06-01,12532176.15,16844092.989459544
2063,Paraíba,Nordeste,2014-06-01,12710754.68,17084114.620917458
2064,Pernambuco,Nordeste,2014-06-01,44956155.03,60424115.23028898
2065,Alagoas,Nordeste,2014-06-01,10702799.58,14385287.057513036
2066,Sergipe,Nordeste,2014-06-01,5045768.12,6781853.877511166
2067,Bahia,Nordeste,2014-06-01,45017679.02,60506807.63711751
2068,Minas Gerais,Sudeste,2014-06-01,105100748.66,141262519.97270685
2069,Espírito Santo,Sudeste,2014-06-01,16709757.32,22459044.842693362
2070,Rio de Janeiro,Sudeste,2014-06-01,51397543.21,69081776.93137555
2071,São Paulo,Sudeste,2014-06-01,209967311.14,282210277.86853635
2072,Paraná,Sul,2014-06-01,70350104.26,94555301.79198878
2073,Santa Catarina,Sul,2014-06-01,41378321.7,55615265.06811602
2074,Rio Grande do Sul,Sul,2014-06-01,68957910.57,92684099.24160817
2075,Mato Grosso do Sul,Centro-Oeste,2014-06-01,11537364.61,15506998.945601288
2076,Mato Grosso,Centro-Oeste,2014-06-01,11046213.69,14846858.86543344
2077,Goiás,Centro-Oeste,2014-06-01,25362426.1,34088817.34132788
2078,Distrito Federal,Centro-Oeste,2014-06-01,12632552.62,16979005.759149082
2079,Rondônia,Norte,2014-07-01,5724736.01,7693655.2110789595
2080,Acre,Norte,2014-07-01,2233900.49,3002210.078490649
2081,Amazonas,Norte,2014-07-01,7979517.2,10723927.527913064
2082,Roraima,Norte,2014-07-01,1400486.84,1882158.9075534518
2083,Pará,Norte,2014-07-01,22427865.93,30141523.9557439
2084,Amapá,Norte,2014-07-01,1425667.74,1916000.321754254
2085,Tocantins,Norte,2014-07-01,5886600.81,7911190.475558387
2086,Maranhão,Nordeste,2014-07-01,20276635.57,27250416.900233537
2087,Piauí,Nordeste,2014-07-01,11546062.16,15517120.990304947
2088,Ceará,Nordeste,2014-07-01,34514892.91,46385664.81196636
2089,Rio Grande do Norte,Nordeste,2014-07-01,13843343.17,18604510.17000255
2090,Paraíba,Nordeste,2014-07-01,13401393.67,18010560.14894145
2091,Pernambuco,Nordeste,2014-07-01,48065447.71,64596687.35831974
2092,Alagoas,Nordeste,2014-07-01,11665401.43,15677504.839432316
2093,Sergipe,Nordeste,2014-07-01,5029939.9,6759896.570854974
2094,Bahia,Nordeste,2014-07-01,51344041.24,69002893.71491542
2095,Minas Gerais,Sudeste,2014-07-01,113211284.15,152148253.6019313
2096,Espírito Santo,Sudeste,2014-07-01,17490701.05,23506310.69165349
2097,Rio de Janeiro,Sudeste,2014-07-01,53075887.61,71330377.25757378
2098,São Paulo,Sudeste,2014-07-01,222189255.76,298607223.53617835
2099,Paraná,Sul,2014-07-01,75445263.76,101393294.93349871
2100,Santa Catarina,Sul,2014-07-01,44148777.52,59332949.438399285
2101,Rio Grande do Sul,Sul,2014-07-01,73079012.88,98213214.9469576
2102,Mato Grosso do Sul,Centro-Oeste,2014-07-01,12078394.64,16232539.57932362
2103,Mato Grosso,Centro-Oeste,2014-07-01,11804832.19,15864890.282426516
2104,Goiás,Centro-Oeste,2014-07-01,25803279.65,34677850.05201492
2105,Distrito Federal,Centro-Oeste,2014-07-01,12072749.55,16224952.962924255
2106,Rondônia,Norte,2014-08-01,5545048.6,7433577.6199661335
2107,Acre,Norte,2014-08-01,2333371.31,3128069.3823111057
2108,Amazonas,Norte,2014-08-01,8221586.11,11021688.521886071
2109,Roraima,Norte,2014-08-01,1364157.57,1828761.4616144907
2110,Pará,Norte,2014-08-01,22358447.6,29973273.03795778
2111,Amapá,Norte,2014-08-01,1384770.1,1856394.1935798842
2112,Tocantins,Norte,2014-08-01,5911784.43,7925216.098721344
2113,Maranhão,Nordeste,2014-08-01,20205411.39,27086957.16587819
2114,Piauí,Nordeste,2014-08-01,11647736.22,15614714.592088686
2115,Ceará,Nordeste,2014-08-01,33991342.63,45568091.83727782
2116,Rio Grande do Norte,Nordeste,2014-08-01,12662045.66,16974476.87675187
2117,Paraíba,Nordeste,2014-08-01,12860209.87,17240131.723588426
2118,Pernambuco,Nordeste,2014-08-01,48779928.87,65393365.09179954
2119,Alagoas,Nordeste,2014-08-01,11360477.03,15229620.855324395
2120,Sergipe,Nordeste,2014-08-01,5247698.37,7034956.043408666
2121,Bahia,Nordeste,2014-08-01,50946579.82,68297932.60311015
2122,Minas Gerais,Sudeste,2014-08-01,109966866.72,147419310.15493548
2123,Espírito Santo,Sudeste,2014-08-01,18215605.81,24419464.904841606
2124,Rio de Janeiro,Sudeste,2014-08-01,52043249.2,69768104.92218958
2125,São Paulo,Sudeste,2014-08-01,223122598.49,299113546.9297697
2126,Paraná,Sul,2014-08-01,73062232.87,97945720.28226878
2127,Santa Catarina,Sul,2014-08-01,43391488.28,58169732.93529489
2128,Rio Grande do Sul,Sul,2014-08-01,72734345.29,97506160.96505146
2129,Mato Grosso do Sul,Centro-Oeste,2014-08-01,12237476.97,16405308.860420626
2130,Mato Grosso,Centro-Oeste,2014-08-01,11140092.49,14934177.893051615
2131,Goiás,Centro-Oeste,2014-08-01,26770453.66,35887917.23183752
2132,Distrito Federal,Centro-Oeste,2014-08-01,11538924.28,15468843.552839525
2133,Rondônia,Norte,2014-09-01,5683147.64,7575531.972948257
2134,Acre,Norte,2014-09-01,2005332.98,2673072.2248837454
2135,Amazonas,Norte,2014-09-01,8633698.48,11508562.336070998
2136,Roraima,Norte,2014-09-01,1424832.95,1899276.2906358677
2137,Pará,Norte,2014-09-01,22642830.94,30182479.958242305
2138,Amapá,Norte,2014-09-01,1420741.41,1893822.3425683498
2139,Tocantins,Norte,2014-09-01,5859933.98,7811184.934279825
2140,Maranhão,Nordeste,2014-09-01,20083733.66,26771250.03873859
2141,Piauí,Nordeste,2014-09-01,11252615.73,14999531.18267318
2142,Ceará,Nordeste,2014-09-01,33319999.51,44414950.59006162
2143,Rio Grande do Norte,Nordeste,2014-09-01,12647790.81,16859274.07444867
2144,Paraíba,Nordeste,2014-09-01,12994068.8,17320856.30861587
2145,Pernambuco,Nordeste,2014-09-01,50076025.71,66750427.38187318
2146,Alagoas,Nordeste,2014-09-01,12133251.09,16173402.02833518
2147,Sergipe,Nordeste,2014-09-01,6121843.53,8160305.579339379
2148,Bahia,Nordeste,2014-09-01,50774815.57,67681901.49835452
2149,Minas Gerais,Sudeste,2014-09-01,109773034.44,146325449.35393763
2150,Espírito Santo,Sudeste,2014-09-01,17370264.23,23154244.863665804
2151,Rio de Janeiro,Sudeste,2014-09-01,52378288.34,69819301.40529887
2152,São Paulo,Sudeste,2014-09-01,227309323.57,302999175.37489414
2153,Paraná,Sul,2014-09-01,72887917.53,97158262.4044113
2154,Santa Catarina,Sul,2014-09-01,42832652.7,57095143.49605011
2155,Rio Grande do Sul,Sul,2014-09-01,73014169.08,97326553.41394405
2156,Mato Grosso do Sul,Centro-Oeste,2014-09-01,11953647.39,15933993.577596815
2157,Mato Grosso,Centro-Oeste,2014-09-01,10841093.33,14450979.34199209
2158,Goiás,Centro-Oeste,2014-09-01,27716504.84,36945594.570862696
2159,Distrito Federal,Centro-Oeste,2014-09-01,11143514.63,14854101.409651514
2160,Rondônia,Norte,2014-10-01,5699024.24,7564928.571072855
2161,Acre,Norte,2014-10-01,2332143.93,3095705.7743469314
2162,Amazonas,Norte,2014-10-01,8987064.33,11929498.2539128
2163,Roraima,Norte,2014-10-01,1347278.7,1788388.0997193113
2164,Pará,Norte,2014-10-01,21949418.78,29135827.161750253
2165,Amapá,Norte,2014-10-01,1425163.04,1891772.3711477048
2166,Tocantins,Norte,2014-10-01,6308886.19,8374464.010066742
2167,Maranhão,Nordeste,2014-10-01,20366239.08,27034302.26181886
2168,Piauí,Nordeste,2014-10-01,11291681.02,14988664.158347055
2169,Ceará,Nordeste,2014-10-01,33859118.36,44944853.90588573
2170,Rio Grande do Norte,Nordeste,2014-10-01,13326820.88,17690124.447809383
2171,Paraíba,Nordeste,2014-10-01,13000166.94,17256521.49763847
2172,Pernambuco,Nordeste,2014-10-01,48403708.63,64251454.8000892
2173,Alagoas,Nordeste,2014-10-01,12077417.35,16031656.60088261
2174,Sergipe,Nordeste,2014-10-01,5728238.86,7603708.282164422
2175,Bahia,Nordeste,2014-10-01,52231773.43,69332857.43287364
2176,Minas Gerais,Sudeste,2014-10-01,112616850.3,149488472.5071295
2177,Espírito Santo,Sudeste,2014-10-01,17799177.33,23626764.76794723
2178,Rio de Janeiro,Sudeste,2014-10-01,51462485.35,68311698.52378681
2179,São Paulo,Sudeste,2014-10-01,221258893.32,293700755.2858608
2180,Paraná,Sul,2014-10-01,75860899.5,100698340.95930016
2181,Santa Catarina,Sul,2014-10-01,42061222.51,55832389.9847374
2182,Rio Grande do Sul,Sul,2014-10-01,75525350.05,100252930.04079653
2183,Mato Grosso do Sul,Centro-Oeste,2014-10-01,12065602.08,16015972.920688624
2184,Mato Grosso,Centro-Oeste,2014-10-01,11961192.03,15877378.217965944
2185,Goiás,Centro-Oeste,2014-10-01,27545188.8,36563695.287724555
2186,Distrito Federal,Centro-Oeste,2014-10-01,10620227.98,14097372.233182387
2187,Rondônia,Norte,2014-11-01,5613332.62,7413374.127839808
2188,Acre,Norte,2014-11-01,2404964.35,3176170.3247628114
2189,Amazonas,Norte,2014-11-01,8526081.14,11260161.051197238
2190,Roraima,Norte,2014-11-01,1458693.69,1926456.6691380532
2191,Pará,Norte,2014-11-01,22277406.47,29421158.50602652
2192,Amapá,Norte,2014-11-01,1075450.04,1420317.3127339615
2193,Tocantins,Norte,2014-11-01,5355404.47,7072735.508414547
2194,Maranhão,Nordeste,2014-11-01,19463227.69,25704549.929432362
2195,Piauí,Nordeste,2014-11-01,10825056.29,14296354.352273459
2196,Ceará,Nordeste,2014-11-01,31926940.24,42165032.57138246
2197,Rio Grande do Norte,Nordeste,2014-11-01,12885006.56,17016874.063121207
2198,Paraíba,Nordeste,2014-11-01,12449227.23,16441352.277905963
2199,Pernambuco,Nordeste,2014-11-01,45329621.65,59865585.58236252
2200,Alagoas,Nordeste,2014-11-01,11313610.43,14941574.37871918
2201,Sergipe,Nordeste,2014-11-01,5692717.63,7518215.728919258
2202,Bahia,Nordeste,2014-11-01,47419561.76,62625712.050729305
2203,Minas Gerais,Sudeste,2014-11-01,103801987.62,137088432.40443075
2204,Espírito Santo,Sudeste,2014-11-01,16902819.05,22323088.60272525
2205,Rio de Janeiro,Sudeste,2014-11-01,48293871.33,63780388.672397375
2206,São Paulo,Sudeste,2014-11-01,204521675.92,270106156.8034723
2207,Paraná,Sul,2014-11-01,69892603.01,92305240.03434394
2208,Santa Catarina,Sul,2014-11-01,39680614.77,52405097.439726666
2209,Rio Grande do Sul,Sul,2014-11-01,69851609.7,92251101.29638892
2210,Mato Grosso do Sul,Centro-Oeste,2014-11-01,11418007.62,15079448.878549758
2211,Mato Grosso,Centro-Oeste,2014-11-01,10904724.33,14401569.74329579
2212,Goiás,Centro-Oeste,2014-11-01,26654375.7,35201701.48194462
2213,Distrito Federal,Centro-Oeste,2014-11-01,10949729.22,14461006.464712147
2214,Rondônia,Norte,2014-12-01,5482016.54,7183917.301812131
2215,Acre,Norte,2014-12-01,2163715.59,2835444.539392368
2216,Amazonas,Norte,2014-12-01,8304924.31,10883201.282871207
2217,Roraima,Norte,2014-12-01,1444077.98,1892394.2877574596
2218,Pará,Norte,2014-12-01,20958639.52,27465282.52360426
2219,Amapá,Norte,2014-12-01,1002954.61,1314323.465304838
2220,Tocantins,Norte,2014-12-01,5490261.14,7194721.45100693
2221,Maranhão,Nordeste,2014-12-01,17988187.36,23572648.761789814
2222,Piauí,Nordeste,2014-12-01,10321562.16,13525907.563743576
2223,Ceará,Nordeste,2014-12-01,32330868.82,42368038.513546035
2224,Rio Grande do Norte,Nordeste,2014-12-01,12375888.16,16218002.340780223
2225,Paraíba,Nordeste,2014-12-01,11570368.49,15162407.806900362
2226,Pernambuco,Nordeste,2014-12-01,44437227.18,58232835.098844536
2227,Alagoas,Nordeste,2014-12-01,10417470.58,13651590.905411763
2228,Sergipe,Nordeste,2014-12-01,4969971.02,6512906.434989137
2229,Bahia,Nordeste,2014-12-01,45471436.92,59588116.89901376
2230,Minas Gerais,Sudeste,2014-12-01,101182049.9,132594178.36587346
2231,Espírito Santo,Sudeste,2014-12-01,16513269.04,21639839.70138379
2232,Rio de Janeiro,Sudeste,2014-12-01,50256584.43,65858821.07109789
2233,São Paulo,Sudeste,2014-12-01,193863691.95,254048983.73268718
2234,Paraná,Sul,2014-12-01,64409098.28,84405005.37559669
2235,Santa Catarina,Sul,2014-12-01,37817685.49,49558246.153358124
2236,Rio Grande do Sul,Sul,2014-12-01,65575720.62,85933807.47822708
2237,Mato Grosso do Sul,Centro-Oeste,2014-12-01,10714948.78,14041421.686165284
2238,Mato Grosso,Centro-Oeste,2014-12-01,10231783.29,13408256.700630685
2239,Goiás,Centro-Oeste,2014-12-01,25970589.17,34033199.921103805
2240,Distrito Federal,Centro-Oeste,2014-12-01,10752734.15,14090937.58443333
2241,Rondônia,Norte,2015-01-01,5626673.85,7283176.378390955
2242,Acre,Norte,2015-01-01,2370723.49,3068668.592202935
2243,Amazonas,Norte,2015-01-01,9326510.73,12072251.645000853
2244,Roraima,Norte,2015-01-01,1452834.25,1880551.1699096153
2245,Pará,Norte,2015-01-01,22126826.21,28641002.175989617
2246,Amapá,Norte,2015-01-01,1169848.92,1514254.468548976
2247,Tocantins,Norte,2015-01-01,5038655.04,6522043.812116199
2248,Maranhão,Nordeste,2015-01-01,19485731.42,25222364.50470902
2249,Piauí,Nordeste,2015-01-01,10735210.88,13895675.559418036
2250,Ceará,Nordeste,2015-01-01,31881558.41,41267544.433556154
2251,Rio Grande do Norte,Nordeste,2015-01-01,12366927.26,16007772.068272835
2252,Paraíba,Nordeste,2015-01-01,12173707.87,15757668.55514756
2253,Pernambuco,Nordeste,2015-01-01,46369028.59,60020150.93084218
2254,Alagoas,Nordeste,2015-01-01,10431610.59,13502694.8181226
2255,Sergipe,Nordeste,2015-01-01,5986472.67,7748900.594269744
2256,Bahia,Nordeste,2015-01-01,47674057.83,61709383.03976875
2257,Minas Gerais,Sudeste,2015-01-01,102033932.69,132072899.22484855
2258,Espírito Santo,Sudeste,2015-01-01,16682826.92,21594280.06450538
2259,Rio de Janeiro,Sudeste,2015-01-01,52340631.04,67749803.4865846
2260,São Paulo,Sudeste,2015-01-01,212595703.32,275184246.6518004
2261,Paraná,Sul,2015-01-01,66968489.52,86684128.84258188
2262,Santa Catarina,Sul,2015-01-01,39338356.9,50919637.31624374
2263,Rio Grande do Sul,Sul,2015-01-01,68815448.93,89074836.30232897
2264,Mato Grosso do Sul,Centro-Oeste,2015-01-01,11484287.99,14865282.268210186
2265,Mato Grosso,Centro-Oeste,2015-01-01,10786273.34,13961770.896096298
2266,Goiás,Centro-Oeste,2015-01-01,25705922.86,33273791.07973213
2267,Distrito Federal,Centro-Oeste,2015-01-01,9557081.71,12370703.120925384
2268,Rondônia,Norte,2015-02-01,5325207.19,6809884.180763472
2269,Acre,Norte,2015-02-01,2193574.37,2805146.704834821
2270,Amazonas,Norte,2015-02-01,8696715.02,11121374.235075738
2271,Roraima,Norte,2015-02-01,1231725.06,1575132.1407541211
2272,Pará,Norte,2015-02-01,20235467.53,25877150.936337538
2273,Amapá,Norte,2015-02-01,1148374.72,1468543.5815534308
2274,Tocantins,Norte,2015-02-01,4756901.91,6083134.404081758
2275,Maranhão,Nordeste,2015-02-01,18042484.6,23072760.565999415
2276,Piauí,Nordeste,2015-02-01,9920172.46,12685933.72904979
2277,Ceará,Nordeste,2015-02-01,30754112.1,39328411.836538605
2278,Rio Grande do Norte,Nordeste,2015-02-01,11571843.86,14798093.976974238
2279,Paraíba,Nordeste,2015-02-01,10564359.84,13509721.666681089
2280,Pernambuco,Nordeste,2015-02-01,42874752.6,54828307.907562844
2281,Alagoas,Nordeste,2015-02-01,9510789.45,12162414.026584966
2282,Sergipe,Nordeste,2015-02-01,5417648.74,6928098.595063144
2283,Bahia,Nordeste,2015-02-01,42681887.74,54581671.990446694
2284,Minas Gerais,Sudeste,2015-02-01,97253155.0,124367503.11002226
2285,Espírito Santo,Sudeste,2015-02-01,15980989.44,20436516.98374652
2286,Rio de Janeiro,Sudeste,2015-02-01,46118896.59,58976924.862618804
2287,São Paulo,Sudeste,2015-02-01,189790085.09,242703889.63403773
2288,Paraná,Sul,2015-02-01,63642769.06,81386483.33825241
2289,Santa Catarina,Sul,2015-02-01,35644276.8,45581962.9273569
2290,Rio Grande do Sul,Sul,2015-02-01,60693588.29,77615065.85997118
2291,Mato Grosso do Sul,Centro-Oeste,2015-02-01,10476578.24,13397466.404515017
