,UF,regiao,data,valor_hospitalar,valor_corrigido
2292,Mato Grosso,Centro-Oeste,2015-02-01,10196181.59,13038894.682693603
2293,Goiás,Centro-Oeste,2015-02-01,24938826.4,31891814.40810126
2294,Distrito Federal,Centro-Oeste,2015-02-01,9370052.65,11982439.562911326
2295,Rondônia,Norte,2015-03-01,5993026.19,7564040.554401745
2296,Acre,Norte,2015-03-01,2299187.9,2901897.9671420027
2297,Amazonas,Norte,2015-03-01,10364385.57,13081309.890443886
2298,Roraima,Norte,2015-03-01,1355533.8,1710873.9910349539
2299,Pará,Norte,2015-03-01,24281941.83,30647220.10529777
2300,Amapá,Norte,2015-03-01,1411121.16,1781033.0445785073
2301,Tocantins,Norte,2015-03-01,5438418.29,6864047.510087752
2302,Maranhão,Nordeste,2015-03-01,22026138.85,27800079.999030307
2303,Piauí,Nordeste,2015-03-01,11774156.03,14860638.161965689
2304,Ceará,Nordeste,2015-03-01,35102447.54,44304217.65791078
2305,Rio Grande do Norte,Nordeste,2015-03-01,14504079.42,18306184.798625704
2306,Paraíba,Nordeste,2015-03-01,13179278.87,16634100.48445825
2307,Pernambuco,Nordeste,2015-03-01,50472213.14,63703019.96984409
2308,Alagoas,Nordeste,2015-03-01,13001697.49,16409967.848050296
2309,Sergipe,Nordeste,2015-03-01,6329212.96,7988355.4633498285
2310,Bahia,Nordeste,2015-03-01,53596593.72,67646426.96745396
2311,Minas Gerais,Sudeste,2015-03-01,115073131.82,145238450.19414103
2312,Espírito Santo,Sudeste,2015-03-01,19059029.19,24055170.985442773
2313,Rio de Janeiro,Sudeste,2015-03-01,54238524.83,68456634.16415772
2314,São Paulo,Sudeste,2015-03-01,227184161.32,286738311.34087336
2315,Paraná,Sul,2015-03-01,78241361.74,98751584.67027773
2316,Santa Catarina,Sul,2015-03-01,42825406.44,54051676.198481224
2317,Rio Grande do Sul,Sul,2015-03-01,76360212.0,96377309.55931543
2318,Mato Grosso do Sul,Centro-Oeste,2015-03-01,12924734.1,16312829.243160563
2319,Mato Grosso,Centro-Oeste,2015-03-01,12357941.1,15597456.891692325
2320,Goiás,Centro-Oeste,2015-03-01,29802771.27,37615282.058335066
2321,Distrito Federal,Centro-Oeste,2015-03-01,13432734.54,16953997.128631447
2322,Rondônia,Norte,2015-04-01,5926817.41,7427735.937744248
2323,Acre,Norte,2015-04-01,2396470.13,3003356.789479976
2324,Amazonas,Norte,2015-04-01,10192079.85,12773141.56067514
2325,Roraima,Norte,2015-04-01,1475963.52,1849739.3325811096
2326,Pará,Norte,2015-04-01,22871016.66,28662916.47378916
2327,Amapá,Norte,2015-04-01,1343410.23,1683617.9949913903
2328,Tocantins,Norte,2015-04-01,5531585.56,6932414.8213837305
2329,Maranhão,Nordeste,2015-04-01,21660681.72,27146074.00866157
2330,Piauí,Nordeste,2015-04-01,11737013.78,14709317.501229627
2331,Ceará,Nordeste,2015-04-01,34617575.94,43384196.79561692
2332,Rio Grande do Norte,Nordeste,2015-04-01,13545060.37,16975237.252865598
2333,Paraíba,Nordeste,2015-04-01,12835161.61,16085562.378975382
2334,Pernambuco,Nordeste,2015-04-01,48264806.19,60487477.62346267
2335,Alagoas,Nordeste,2015-04-01,11616175.12,14557877.428850062
2336,Sergipe,Nordeste,2015-04-01,6448565.01,8081611.8935671905
2337,Bahia,Nordeste,2015-04-01,48627379.03,60941869.09993605
2338,Minas Gerais,Sudeste,2015-04-01,110016933.82,137877831.6532016
2339,Espírito Santo,Sudeste,2015-04-01,16910713.66,21193214.99146446
2340,Rio de Janeiro,Sudeste,2015-04-01,49685528.49,62267986.344291426
2341,São Paulo,Sudeste,2015-04-01,211839102.0,265485639.6098879
2342,Paraná,Sul,2015-04-01,72056050.11,90303661.46102472
2343,Santa Catarina,Sul,2015-04-01,40578412.57,50854567.04541905
2344,Rio Grande do Sul,Sul,2015-04-01,70074571.43,87820389.3466388
2345,Mato Grosso do Sul,Centro-Oeste,2015-04-01,11907987.9,14923589.43297591
2346,Mato Grosso,Centro-Oeste,2015-04-01,11818267.03,14811147.47899564
2347,Goiás,Centro-Oeste,2015-04-01,27424584.21,34369638.14181521
2348,Distrito Federal,Centro-Oeste,2015-04-01,12573428.6,15757547.60308726
2349,Rondônia,Norte,2015-05-01,6086848.41,7572266.579362694
2350,Acre,Norte,2015-05-01,2325307.88,2892769.78173549
2351,Amazonas,Norte,2015-05-01,9969914.8,12402946.082097927
2352,Roraima,Norte,2015-05-01,1488135.83,1851296.5088054761
2353,Pará,Norte,2015-05-01,24044960.06,29912827.657301355
2354,Amapá,Norte,2015-05-01,1360492.19,1692503.0570657763
2355,Tocantins,Norte,2015-05-01,5251740.47,6533361.136303955
2356,Maranhão,Nordeste,2015-05-01,21720077.29,27020586.728270702
2357,Piauí,Nordeste,2015-05-01,11546609.89,14364413.615318827
2358,Ceará,Nordeste,2015-05-01,33538867.44,41723602.74462423
2359,Rio Grande do Norte,Nordeste,2015-05-01,14269516.61,17751811.192150887
2360,Paraíba,Nordeste,2015-05-01,13177225.34,16392960.088653367
2361,Pernambuco,Nordeste,2015-05-01,51852052.09,64505887.88566209
2362,Alagoas,Nordeste,2015-05-01,11901957.17,14806478.892973972
2363,Sergipe,Nordeste,2015-05-01,6716319.2,8355351.733573399
2364,Bahia,Nordeste,2015-05-01,51447310.63,64002374.40472747
2365,Minas Gerais,Sudeste,2015-05-01,113119811.95,140725267.62544718
2366,Espírito Santo,Sudeste,2015-05-01,18064595.01,22473030.351670135
2367,Rio de Janeiro,Sudeste,2015-05-01,57248245.14,71218953.42236473
2368,São Paulo,Sudeste,2015-05-01,221223918.84,275210810.9733222
2369,Paraná,Sul,2015-05-01,75403888.88,93805251.79203571
2370,Santa Catarina,Sul,2015-05-01,42953317.44,53435529.885928065
2371,Rio Grande do Sul,Sul,2015-05-01,74387791.05,92541188.17138906
2372,Mato Grosso do Sul,Centro-Oeste,2015-05-01,12121400.64,15079474.759145115
2373,Mato Grosso,Centro-Oeste,2015-05-01,12434453.1,15468923.702304399
2374,Goiás,Centro-Oeste,2015-05-01,27911139.57,34722499.25110894
2375,Distrito Federal,Centro-Oeste,2015-05-01,11879918.8,14779062.33823598
2376,Rondônia,Norte,2015-06-01,6056830.43,7475855.339124185
2377,Acre,Norte,2015-06-01,2524086.46,3115442.2195706186
2378,Amazonas,Norte,2015-06-01,10217794.35,12611670.960304635
2379,Roraima,Norte,2015-06-01,1675591.11,2068157.0816045648
2380,Pará,Norte,2015-06-01,22454545.06,27715309.602023248
2381,Amapá,Norte,2015-06-01,1473317.2,1818493.4155146054
2382,Tocantins,Norte,2015-06-01,5470023.8,6751568.679852635
2383,Maranhão,Nordeste,2015-06-01,19762783.75,24392908.81937307
2384,Piauí,Nordeste,2015-06-01,11312992.21,13963457.321785849
2385,Ceará,Nordeste,2015-06-01,34737746.7,42876281.932881944
2386,Rio Grande do Norte,Nordeste,2015-06-01,13682296.91,16887854.726701643
2387,Paraíba,Nordeste,2015-06-01,12305469.68,15188457.440050667
2388,Pernambuco,Nordeste,2015-06-01,47769969.88,58961760.36369563
2389,Alagoas,Nordeste,2015-06-01,11701998.85,14443602.407604067
2390,Sergipe,Nordeste,2015-06-01,5725716.32,7067166.1384422295
2391,Bahia,Nordeste,2015-06-01,49769694.03,61429990.01554558
2392,Minas Gerais,Sudeste,2015-06-01,111196682.6,137248404.57653484
2393,Espírito Santo,Sudeste,2015-06-01,17889497.76,22080739.90001833
2394,Rio de Janeiro,Sudeste,2015-06-01,55833803.67,68914829.97485553
2395,São Paulo,Sudeste,2015-06-01,217764865.75,268783921.4099971
2396,Paraná,Sul,2015-06-01,75198972.26,92816968.34074527
2397,Santa Catarina,Sul,2015-06-01,42798211.9,52825193.74371576
2398,Rio Grande do Sul,Sul,2015-06-01,72872769.02,89945770.4241739
2399,Mato Grosso do Sul,Centro-Oeste,2015-06-01,12456949.09,15375426.213422103
2400,Mato Grosso,Centro-Oeste,2015-06-01,11246213.32,13881033.135222103
2401,Goiás,Centro-Oeste,2015-06-01,26840898.9,33129320.63519194
2402,Distrito Federal,Centro-Oeste,2015-06-01,11967046.9,14770747.257144945
2403,Rondônia,Norte,2015-07-01,5953710.4,7303302.83428366
2404,Acre,Norte,2015-07-01,2223196.54,2727152.7334872764
2405,Amazonas,Norte,2015-07-01,10117001.2,12410332.1415182
2406,Roraima,Norte,2015-07-01,1685980.06,2068159.5380829633
2407,Pará,Norte,2015-07-01,22497575.94,27597346.711239748
2408,Amapá,Norte,2015-07-01,1463072.28,1794722.821802998
2409,Tocantins,Norte,2015-07-01,5071824.65,6221510.428410279
2410,Maranhão,Nordeste,2015-07-01,21146279.51,25939737.18975943
2411,Piauí,Nordeste,2015-07-01,11283568.67,13841338.176012944
2412,Ceará,Nordeste,2015-07-01,35057918.29,43004878.774661586
2413,Rio Grande do Norte,Nordeste,2015-07-01,14794353.39,18147950.73750666
2414,Paraíba,Nordeste,2015-07-01,13342475.88,16366960.326247204
2415,Pernambuco,Nordeste,2015-07-01,49230189.76,60389733.50241059
2416,Alagoas,Nordeste,2015-07-01,11994734.68,14713711.937504468
2417,Sergipe,Nordeste,2015-07-01,6565246.72,8053462.75793789
2418,Bahia,Nordeste,2015-07-01,52598572.56,64521664.34845785
2419,Minas Gerais,Sudeste,2015-07-01,109967865.07,134895479.7408107
2420,Espírito Santo,Sudeste,2015-07-01,19898273.45,24408831.992354933
2421,Rio de Janeiro,Sudeste,2015-07-01,59572956.89,73077008.39822428
2422,São Paulo,Sudeste,2015-07-01,220222562.3,270142811.0139183
2423,Paraná,Sul,2015-07-01,78094401.01,95796910.1483367
2424,Santa Catarina,Sul,2015-07-01,44768157.31,54916243.51896252
2425,Rio Grande do Sul,Sul,2015-07-01,75229146.48,92282157.14155741
2426,Mato Grosso do Sul,Centro-Oeste,2015-07-01,13049225.91,16007236.189000856
2427,Mato Grosso,Centro-Oeste,2015-07-01,12287182.55,15072452.154000593
2428,Goiás,Centro-Oeste,2015-07-01,28069223.37,34431980.19746848
2429,Distrito Federal,Centro-Oeste,2015-07-01,11370218.18,13947629.474960286
2430,Rondônia,Norte,2015-08-01,5777886.27,7072066.862518837
2431,Acre,Norte,2015-08-01,2406744.78,2945828.1471466534
2432,Amazonas,Norte,2015-08-01,10299662.81,12606669.749094708
2433,Roraima,Norte,2015-08-01,1704538.18,2086335.2816870466
2434,Pará,Norte,2015-08-01,22086285.31,27033361.19092347
2435,Amapá,Norte,2015-08-01,1434235.43,1755487.8001351617
2436,Tocantins,Norte,2015-08-01,5231488.25,6403281.921034016
2437,Maranhão,Nordeste,2015-08-01,21041498.53,25754554.094356004
2438,Piauí,Nordeste,2015-08-01,11667687.3,14281116.114208646
2439,Ceará,Nordeste,2015-08-01,36567960.86,44758766.81246823
2440,Rio Grande do Norte,Nordeste,2015-08-01,14323727.82,17532079.402379997
2441,Paraíba,Nordeste,2015-08-01,13287706.79,16264001.48378579
2442,Pernambuco,Nordeste,2015-08-01,48105805.4,58880956.87008386
2443,Alagoas,Nordeste,2015-08-01,11423936.45,13982767.855270727
2444,Sergipe,Nordeste,2015-08-01,6661923.78,8154118.686930166
2445,Bahia,Nordeste,2015-08-01,52921292.4,64775058.00814421
2446,Minas Gerais,Sudeste,2015-08-01,112212543.49,137346872.76469755
2447,Espírito Santo,Sudeste,2015-08-01,18503366.85,22647909.880876657
2448,Rio de Janeiro,Sudeste,2015-08-01,54921516.33,67223309.27373552
2449,São Paulo,Sudeste,2015-08-01,222599363.78,272459081.16608083
2450,Paraná,Sul,2015-08-01,79223206.62,96968300.88000071
2451,Santa Catarina,Sul,2015-08-01,43295691.2,52993431.977914035
2452,Rio Grande do Sul,Sul,2015-08-01,73746771.41,90265206.67503768
2453,Mato Grosso do Sul,Centro-Oeste,2015-08-01,12403299.66,15181497.248712229
2454,Mato Grosso,Centro-Oeste,2015-08-01,11907892.78,14575124.880723087
2455,Goiás,Centro-Oeste,2015-08-01,27791412.32,34016371.54946454
2456,Distrito Federal,Centro-Oeste,2015-08-01,11945279.71,14620886.056417588
2457,Rondônia,Norte,2015-09-01,5961593.93,7257734.365665588
2458,Acre,Norte,2015-09-01,2339155.96,2847723.7458445076
2459,Amazonas,Norte,2015-09-01,9612442.68,11702332.69756208
2460,Roraima,Norte,2015-09-01,1642896.44,2000086.9049156543
2461,Pará,Norte,2015-09-01,22316889.2,27168917.504851125
2462,Amapá,Norte,2015-09-01,1500389.12,1826596.3441919216
2463,Tocantins,Norte,2015-09-01,4874660.48,5934485.190045125
2464,Maranhão,Nordeste,2015-09-01,20188316.76,24577561.31236442
2465,Piauí,Nordeste,2015-09-01,11610113.53,14134327.320069585
2466,Ceará,Nordeste,2015-09-01,34280769.56,41733925.899423815
2467,Rio Grande do Norte,Nordeste,2015-09-01,14087252.17,17150033.26165929
2468,Paraíba,Nordeste,2015-09-01,12994751.33,15820006.261483094
2469,Pernambuco,Nordeste,2015-09-01,45325277.94,55179676.979187064
2470,Alagoas,Nordeste,2015-09-01,11105208.26,13519648.029176544
2471,Sergipe,Nordeste,2015-09-01,6773885.66,8246630.569095356
2472,Bahia,Nordeste,2015-09-01,51295663.12,62448113.94519601
2473,Minas Gerais,Sudeste,2015-09-01,108641134.79,132261356.06493586
2474,Espírito Santo,Sudeste,2015-09-01,17789836.05,21657614.721108917
2475,Rio de Janeiro,Sudeste,2015-09-01,53290201.94,64876295.587142915
2476,São Paulo,Sudeste,2015-09-01,211088257.42,256982028.30557397
2477,Paraná,Sul,2015-09-01,76604413.24,93259368.05856818
2478,Santa Catarina,Sul,2015-09-01,43193716.33,52584681.72605844
2479,Rio Grande do Sul,Sul,2015-09-01,71205312.5,86686421.38616903
2480,Mato Grosso do Sul,Centro-Oeste,2015-09-01,11987600.69,14593885.882074747
2481,Mato Grosso,Centro-Oeste,2015-09-01,11218778.9,13657910.63923302
2482,Goiás,Centro-Oeste,2015-09-01,28203262.87,34335077.591488905
2483,Distrito Federal,Centro-Oeste,2015-09-01,12442267.0,15147403.505338525
2484,Rondônia,Norte,2015-10-01,6203618.38,7490961.242455089
2485,Acre,Norte,2015-10-01,2399715.31,2897691.843536014
2486,Amazonas,Norte,2015-10-01,9971241.63,12040422.2204082
2487,Roraima,Norte,2015-10-01,1483908.79,1791841.8819999094
2488,Pará,Norte,2015-10-01,22333200.66,26967671.174517415
2489,Amapá,Norte,2015-10-01,1303743.89,1574290.0919830003
2490,Tocantins,Norte,2015-10-01,4952288.54,5979961.89356098
2491,Maranhão,Nordeste,2015-10-01,20540900.65,24803442.318492606
2492,Piauí,Nordeste,2015-10-01,11512656.63,13901703.704253908
2493,Ceará,Nordeste,2015-10-01,35727076.0,43140974.38441199
2494,Rio Grande do Norte,Nordeste,2015-10-01,14233383.98,17187022.349231154
2495,Paraíba,Nordeste,2015-10-01,12862830.99,15532059.2776921
2496,Pernambuco,Nordeste,2015-10-01,47425651.49,57267177.870759435
2497,Alagoas,Nordeste,2015-10-01,11676335.56,14099348.440878814
2498,Sergipe,Nordeste,2015-10-01,6552358.05,7912069.568540838
2499,Bahia,Nordeste,2015-10-01,51259870.36,61897054.048001006
2500,Minas Gerais,Sudeste,2015-10-01,110565031.5,133508916.08798899
2501,Espírito Santo,Sudeste,2015-10-01,18902275.25,22824777.83424971
2502,Rio de Janeiro,Sudeste,2015-10-01,54599798.0,65930066.230778836
2503,São Paulo,Sudeste,2015-10-01,211762912.82,255706859.34488705
2504,Paraná,Sul,2015-10-01,78213894.18,94444437.75148267
2505,Santa Catarina,Sul,2015-10-01,43457039.36,52475019.8379555
2506,Rio Grande do Sul,Sul,2015-10-01,71587375.76,86442818.43578345
2507,Mato Grosso do Sul,Centro-Oeste,2015-10-01,12106154.41,14618361.079858487
2508,Mato Grosso,Centro-Oeste,2015-10-01,11937123.08,14414253.240815263
2509,Goiás,Centro-Oeste,2015-10-01,27273556.1,32933223.672766376
2510,Distrito Federal,Centro-Oeste,2015-10-01,11277938.79,13618278.429736493
2511,Rondônia,Norte,2015-11-01,5962680.69,7128032.432893866
2512,Acre,Norte,2015-11-01,2366031.28,2828450.587563055
2513,Amazonas,Norte,2015-11-01,8724642.25,10429794.274862655
2514,Roraima,Norte,2015-11-01,1438933.9,1720160.4515217561
2515,Pará,Norte,2015-11-01,21581982.7,25799985.048629913
2516,Amapá,Norte,2015-11-01,1271415.3,1519901.863817142
2517,Tocantins,Norte,2015-11-01,4490145.76,5367703.935476188
2518,Maranhão,Nordeste,2015-11-01,18778747.12,22448882.55461358
2519,Piauí,Nordeste,2015-11-01,11140025.45,13317242.166603938
2520,Ceará,Nordeste,2015-11-01,33467700.79,40008658.70372603
2521,Rio Grande do Norte,Nordeste,2015-11-01,13138538.64,15706346.5940433
2522,Paraíba,Nordeste,2015-11-01,12329270.0,14738913.754227102
2523,Pernambuco,Nordeste,2015-11-01,44653801.49,53380981.10914009
2524,Alagoas,Nordeste,2015-11-01,11100017.31,13269414.799296139
2525,Sergipe,Nordeste,2015-11-01,6442944.55,7702159.49895797
2526,Bahia,Nordeste,2015-11-01,52343593.62,62573673.21435023
2527,Minas Gerais,Sudeste,2015-11-01,106682142.88,127532198.01532878
2528,Espírito Santo,Sudeste,2015-11-01,18242382.57,21807690.428617895
2529,Rio de Janeiro,Sudeste,2015-11-01,50701667.57,60610847.64221427
2530,São Paulo,Sudeste,2015-11-01,203161393.24,242867440.907124
2531,Paraná,Sul,2015-11-01,78317201.54,93623586.71441878
2532,Santa Catarina,Sul,2015-11-01,42980103.7,51380174.29921132
2533,Rio Grande do Sul,Sul,2015-11-01,70103094.07,83804106.60178576
2534,Mato Grosso do Sul,Centro-Oeste,2015-11-01,11027030.99,13182163.966463504
2535,Mato Grosso,Centro-Oeste,2015-11-01,11856709.92,14173996.101940254
2536,Goiás,Centro-Oeste,2015-11-01,26076758.88,31173224.377606757
2537,Distrito Federal,Centro-Oeste,2015-11-01,11299101.68,13507408.399829231
2538,Rondônia,Norte,2015-12-01,6076562.7,7195105.616897424
2539,Acre,Norte,2015-12-01,2300537.23,2724008.4835222126
2540,Amazonas,Norte,2015-12-01,8868140.56,10500543.005125558
2541,Roraima,Norte,2015-12-01,1519742.62,1799489.152214361
2542,Pará,Norte,2015-12-01,20897359.5,24744039.704679545
2543,Amapá,Norte,2015-12-01,1121953.53,1328477.0591770397
2544,Tocantins,Norte,2015-12-01,4242654.58,5023620.968991825
2545,Maranhão,Nordeste,2015-12-01,18290319.4,21657108.853626724
2546,Piauí,Nordeste,2015-12-01,10912780.4,12921549.801832559
2547,Ceará,Nordeste,2015-12-01,32566452.48,38561120.2796066
2548,Rio Grande do Norte,Nordeste,2015-12-01,12932318.34,15312834.067792894
2549,Paraíba,Nordeste,2015-12-01,11202604.47,13264723.220247064
2550,Pernambuco,Nordeste,2015-12-01,43471338.11,51473322.082121864
2551,Alagoas,Nordeste,2015-12-01,10613880.85,12567630.334977865
2552,Sergipe,Nordeste,2015-12-01,5164151.76,6114742.687487897
2553,Bahia,Nordeste,2015-12-01,46129410.1,54620678.51528542
2554,Minas Gerais,Sudeste,2015-12-01,103677023.44,122761365.35155801
2555,Espírito Santo,Sudeste,2015-12-01,18002716.68,21316565.6800811
2556,Rio de Janeiro,Sudeste,2015-12-01,48090979.37,56943323.53176988
2557,São Paulo,Sudeste,2015-12-01,195503602.19,231490916.11297756
2558,Paraná,Sul,2015-12-01,71029677.05,84104460.62028867
2559,Santa Catarina,Sul,2015-12-01,37813906.74,44774499.369817965
2560,Rio Grande do Sul,Sul,2015-12-01,65681048.08,77771283.0913631
2561,Mato Grosso do Sul,Centro-Oeste,2015-12-01,11333741.67,13419999.49252254
2562,Mato Grosso,Centro-Oeste,2015-12-01,11267363.7,13341403.001650281
2563,Goiás,Centro-Oeste,2015-12-01,25750665.69,30490717.94239312
2564,Distrito Federal,Centro-Oeste,2015-12-01,10972316.95,12992045.538725998
2565,Rondônia,Norte,2016-01-01,5645701.37,6601104.276870071
2566,Acre,Norte,2016-01-01,2419578.6,2829035.6853719484
2567,Amazonas,Norte,2016-01-01,8764192.63,10247327.242745424
2568,Roraima,Norte,2016-01-01,1744782.58,2040046.2221129483
2569,Pará,Norte,2016-01-01,21985789.77,25706370.45244801
2570,Amapá,Norte,2016-01-01,1154190.64,1349510.4099045543
2571,Tocantins,Norte,2016-01-01,4675283.37,5466465.727939577
2572,Maranhão,Nordeste,2016-01-01,19911303.35,23280825.72701545
2573,Piauí,Nordeste,2016-01-01,11517033.91,13466022.521867577
2574,Ceará,Nordeste,2016-01-01,33774864.41,39490470.23497768
2575,Rio Grande do Norte,Nordeste,2016-01-01,13347173.78,15605870.758850653
2576,Paraíba,Nordeste,2016-01-01,11765838.75,13756931.76162249
2577,Pernambuco,Nordeste,2016-01-01,45994275.22,53777730.5189419
2578,Alagoas,Nordeste,2016-01-01,10679029.51,12486205.47765223
2579,Sergipe,Nordeste,2016-01-01,5790354.35,6770236.39037752
2580,Bahia,Nordeste,2016-01-01,50161151.26,58649752.86766054
2581,Minas Gerais,Sudeste,2016-01-01,105449808.66,123294722.35982907
2582,Espírito Santo,Sudeste,2016-01-01,18844351.75,22033317.524155375
2583,Rio de Janeiro,Sudeste,2016-01-01,53500809.53,62554570.1869977
2584,São Paulo,Sudeste,2016-01-01,209360838.19,244790263.21314475
2585,Paraná,Sul,2016-01-01,74408807.91,87000758.26566514
2586,Santa Catarina,Sul,2016-01-01,42525981.58,49722509.301946275
2587,Rio Grande do Sul,Sul,2016-01-01,69806063.38,81619106.87975003
2588,Mato Grosso do Sul,Centro-Oeste,2016-01-01,12188713.9,14251368.63993139
2589,Mato Grosso,Centro-Oeste,2016-01-01,11648989.79,13620308.848178554
2590,Goiás,Centro-Oeste,2016-01-01,26614848.52,31118789.124622274
2591,Distrito Federal,Centro-Oeste,2016-01-01,12077204.59,14120988.987358332
2592,Rondônia,Norte,2016-02-01,5385943.91,6241220.794474949
2593,Acre,Norte,2016-02-01,2289266.46,2652797.2947728033
2594,Amazonas,Norte,2016-02-01,9132252.26,10582435.253304161
2595,Roraima,Norte,2016-02-01,1490457.88,1727139.5449688314
2596,Pará,Norte,2016-02-01,21009113.98,24345318.33909692
2597,Amapá,Norte,2016-02-01,1162889.93,1347554.4740311857
2598,Tocantins,Norte,2016-02-01,4785704.42,5545664.500303843
2599,Maranhão,Nordeste,2016-02-01,19558214.76,22664019.288481392
2600,Piauí,Nordeste,2016-02-01,11283338.06,13075109.08169904
2601,Ceará,Nordeste,2016-02-01,32287645.41,37414857.50777632
