,UF,regiao,data,internacoes,ano,pop,internacao_por_mil
622,Rondônia,Norte,2010-02-01,7945,2010,1560501.0,5.091313622996717
623,Rondônia,Norte,2010-03-01,9036,2010,1560501.0,5.790448067639816
624,Rondônia,Norte,2010-04-01,8551,2010,1560501.0,5.479650445594075
625,Rondônia,Norte,2010-05-01,8622,2010,1560501.0,5.525148654182215
626,Rondônia,Norte,2010-06-01,7861,2010,1560501.0,5.037484756498073
627,Rondônia,Norte,2010-07-01,8332,2010,1560501.0,5.33931090079404
628,Rondônia,Norte,2010-08-01,8618,2010,1560501.0,5.522585374825137
629,Rondônia,Norte,2010-09-01,8403,2010,1560501.0,5.3848091093821795
630,Rondônia,Norte,2010-10-01,8182,2010,1560501.0,5.243187924903605
631,Rondônia,Norte,2010-11-01,8293,2010,1560501.0,5.314318927062526
632,Rondônia,Norte,2010-12-01,7930,2010,1560501.0,5.081701325407674
633,Acre,Norte,2010-01-01,4034,2010,732793.0,5.504965249395123
634,Acre,Norte,2010-02-01,3624,2010,732793.0,4.9454620882022615
635,Acre,Norte,2010-03-01,4556,2010,732793.0,6.217308298523594
636,Acre,Norte,2010-04-01,4508,2010,732793.0,6.151805489408332
637,Acre,Norte,2010-05-01,4293,2010,732793.0,5.858407490246222
638,Acre,Norte,2010-06-01,3963,2010,732793.0,5.408075677578798
639,Acre,Norte,2010-07-01,3958,2010,732793.0,5.401252468295958
640,Acre,Norte,2010-08-01,4102,2010,732793.0,5.597760895641743
641,Acre,Norte,2010-09-01,4156,2010,732793.0,5.671451555896413
642,Acre,Norte,2010-10-01,4406,2010,732793.0,6.012612020038401
643,Acre,Norte,2010-11-01,4124,2010,732793.0,5.627783016486238
644,Acre,Norte,2010-12-01,4054,2010,732793.0,5.532258086526482
645,Amazonas,Norte,2010-01-01,13542,2010,3480937.0,3.890331827321207
646,Amazonas,Norte,2010-02-01,12401,2010,3480937.0,3.562546521238391
647,Amazonas,Norte,2010-03-01,14616,2010,3480937.0,4.198869442336934
648,Amazonas,Norte,2010-04-01,13674,2010,3480937.0,3.928252651513084
649,Amazonas,Norte,2010-05-01,13545,2010,3480937.0,3.8911936642346587
650,Amazonas,Norte,2010-06-01,13197,2010,3480937.0,3.7912205822742555
651,Amazonas,Norte,2010-07-01,13188,2010,3480937.0,3.7886350715339003
652,Amazonas,Norte,2010-08-01,13595,2010,3480937.0,3.905557612792188
653,Amazonas,Norte,2010-09-01,13485,2010,3480937.0,3.8739569259656235
654,Amazonas,Norte,2010-10-01,14067,2010,3480937.0,4.041153287175264
655,Amazonas,Norte,2010-11-01,13212,2010,3480937.0,3.7955297668415144
656,Amazonas,Norte,2010-12-01,13308,2010,3480937.0,3.8231085480719704
657,Roraima,Norte,2010-01-01,2568,2010,451227.0,5.691148800936114
658,Roraima,Norte,2010-02-01,2277,2010,451227.0,5.046240584007606
659,Roraima,Norte,2010-03-01,2828,2010,451227.0,6.267355455236499
660,Roraima,Norte,2010-04-01,2590,2010,451227.0,5.739904748607685
661,Roraima,Norte,2010-05-01,2984,2010,451227.0,6.613079447816731
662,Roraima,Norte,2010-06-01,3028,2010,451227.0,6.710591343159873
663,Roraima,Norte,2010-07-01,3085,2010,451227.0,6.836913571218035
664,Roraima,Norte,2010-08-01,3099,2010,451227.0,6.8679400833726705
665,Roraima,Norte,2010-09-01,2800,2010,451227.0,6.205302430927227
666,Roraima,Norte,2010-10-01,2658,2010,451227.0,5.890604950501632
667,Roraima,Norte,2010-11-01,2528,2010,451227.0,5.602501623351439
668,Roraima,Norte,2010-12-01,2382,2010,451227.0,5.278939425167377
669,Pará,Norte,2010-01-01,43745,2010,7603239.0,5.753469014981642
670,Pará,Norte,2010-02-01,42286,2010,7603239.0,5.561577112070264
671,Pará,Norte,2010-03-01,48037,2010,7603239.0,6.317965277692836
672,Pará,Norte,2010-04-01,44248,2010,7603239.0,5.8196250308585595
673,Pará,Norte,2010-05-01,46360,2010,7603239.0,6.097401383804981
674,Pará,Norte,2010-06-01,43746,2010,7603239.0,5.753600537876029
675,Pará,Norte,2010-07-01,41934,2010,7603239.0,5.51528105324586
676,Pará,Norte,2010-08-01,45673,2010,7603239.0,6.007045155360761
677,Pará,Norte,2010-09-01,44367,2010,7603239.0,5.8352762552906725
678,Pará,Norte,2010-10-01,42910,2010,7603239.0,5.643647398168071
679,Pará,Norte,2010-11-01,43087,2010,7603239.0,5.666926950474659
680,Pará,Norte,2010-12-01,42265,2010,7603239.0,5.558815131288126
681,Amapá,Norte,2010-01-01,3070,2010,668689.0,4.591072980114822
682,Amapá,Norte,2010-02-01,2715,2010,668689.0,4.060183433554313
683,Amapá,Norte,2010-03-01,3169,2010,668689.0,4.739123867747189
684,Amapá,Norte,2010-04-01,3134,2010,668689.0,4.686782644846857
685,Amapá,Norte,2010-05-01,3074,2010,668689.0,4.5970548341605735
686,Amapá,Norte,2010-06-01,3159,2010,668689.0,4.724169232632808
687,Amapá,Norte,2010-07-01,3201,2010,668689.0,4.786978700113207
688,Amapá,Norte,2010-08-01,3468,2010,668689.0,5.186267457667166
689,Amapá,Norte,2010-09-01,3180,2010,668689.0,4.755573966373007
690,Amapá,Norte,2010-10-01,2912,2010,668689.0,4.35478974530761
691,Amapá,Norte,2010-11-01,2722,2010,668689.0,4.07065167813438
692,Amapá,Norte,2010-12-01,2654,2010,668689.0,3.968960159356592
693,Tocantins,Norte,2010-01-01,8411,2010,1383453.0,6.079715031880375
694,Tocantins,Norte,2010-02-01,8013,2010,1383453.0,5.792029075075193
695,Tocantins,Norte,2010-03-01,9439,2010,1383453.0,6.822783282120896
696,Tocantins,Norte,2010-04-01,9026,2010,1383453.0,6.52425488975773
697,Tocantins,Norte,2010-05-01,8835,2010,1383453.0,6.38619454365273
698,Tocantins,Norte,2010-06-01,8130,2010,1383453.0,5.876600072427469
699,Tocantins,Norte,2010-07-01,8223,2010,1383453.0,5.943823172886972
700,Tocantins,Norte,2010-08-01,9221,2010,1383453.0,6.665206552011525
701,Tocantins,Norte,2010-09-01,8747,2010,1383453.0,6.322585588379222
702,Tocantins,Norte,2010-10-01,8501,2010,1383453.0,6.14476964522828
703,Tocantins,Norte,2010-11-01,8362,2010,1383453.0,6.044296409057626
704,Tocantins,Norte,2010-12-01,8151,2010,1383453.0,5.891779482208648
705,Maranhão,Nordeste,2010-01-01,32634,2010,6569683.0,4.967362961043935
706,Maranhão,Nordeste,2010-02-01,29964,2010,6569683.0,4.560950657741021
707,Maranhão,Nordeste,2010-03-01,34454,2010,6569683.0,5.244393070411465
708,Maranhão,Nordeste,2010-04-01,33058,2010,6569683.0,5.03190184366582
709,Maranhão,Nordeste,2010-05-01,34014,2010,6569683.0,5.177418758256677
710,Maranhão,Nordeste,2010-06-01,33077,2010,6569683.0,5.034793916236141
711,Maranhão,Nordeste,2010-07-01,33117,2010,6569683.0,5.040882490068395
712,Maranhão,Nordeste,2010-08-01,33897,2010,6569683.0,5.159609679797335
713,Maranhão,Nordeste,2010-09-01,33798,2010,6569683.0,5.144540459562508
714,Maranhão,Nordeste,2010-10-01,33182,2010,6569683.0,5.050776422545806
715,Maranhão,Nordeste,2010-11-01,32886,2010,6569683.0,5.005720976187131
716,Maranhão,Nordeste,2010-12-01,31223,2010,6569683.0,4.752588519111196
717,Piauí,Nordeste,2010-01-01,20698,2010,3119015.0,6.6360694001151
718,Piauí,Nordeste,2010-02-01,18729,2010,3119015.0,6.004780355336541
719,Piauí,Nordeste,2010-03-01,21582,2010,3119015.0,6.919492211483433
720,Piauí,Nordeste,2010-04-01,19696,2010,3119015.0,6.3148141320256554
721,Piauí,Nordeste,2010-05-01,21043,2010,3119015.0,6.746681243918353
722,Piauí,Nordeste,2010-06-01,19208,2010,3119015.0,6.158354480501056
723,Piauí,Nordeste,2010-07-01,18938,2010,3119015.0,6.0717886896985105
724,Piauí,Nordeste,2010-08-01,19329,2010,3119015.0,6.197148779342196
725,Piauí,Nordeste,2010-09-01,19146,2010,3119015.0,6.138476410020472
726,Piauí,Nordeste,2010-10-01,18906,2010,3119015.0,6.061529040418209
727,Piauí,Nordeste,2010-11-01,18722,2010,3119015.0,6.002536057056474
728,Piauí,Nordeste,2010-12-01,17772,2010,3119015.0,5.69795271904752
729,Ceará,Nordeste,2010-01-01,40270,2010,8448055.0,4.766777678412368
730,Ceará,Nordeste,2010-02-01,37242,2010,8448055.0,4.408351981609968
731,Ceará,Nordeste,2010-03-01,43821,2010,8448055.0,5.187111116108974
732,Ceará,Nordeste,2010-04-01,41367,2010,8448055.0,4.896630052716276
733,Ceará,Nordeste,2010-05-01,44091,2010,8448055.0,5.21907113530866
734,Ceará,Nordeste,2010-06-01,41069,2010,8448055.0,4.861355661155142
735,Ceará,Nordeste,2010-07-01,40715,2010,8448055.0,4.819452524871109
736,Ceará,Nordeste,2010-08-01,41586,2010,8448055.0,4.922553179400466
737,Ceará,Nordeste,2010-09-01,40045,2010,8448055.0,4.740144329079297
738,Ceará,Nordeste,2010-10-01,39831,2010,8448055.0,4.714813054602509
739,Ceará,Nordeste,2010-11-01,38972,2010,8448055.0,4.613132845370917
740,Ceará,Nordeste,2010-12-01,38040,2010,8448055.0,4.502811593911261
741,Rio Grande do Norte,Nordeste,2010-01-01,13954,2010,3168133.0,4.404486806582931
742,Rio Grande do Norte,Nordeste,2010-02-01,13060,2010,3168133.0,4.122301683673002
743,Rio Grande do Norte,Nordeste,2010-03-01,16251,2010,3168133.0,5.1295194993392
744,Rio Grande do Norte,Nordeste,2010-04-01,15027,2010,3168133.0,4.743172082737688
745,Rio Grande do Norte,Nordeste,2010-05-01,15722,2010,3168133.0,4.962544186118449
746,Rio Grande do Norte,Nordeste,2010-06-01,13979,2010,3168133.0,4.412377889438353
747,Rio Grande do Norte,Nordeste,2010-07-01,14492,2010,3168133.0,4.574302909631635
748,Rio Grande do Norte,Nordeste,2010-08-01,14757,2010,3168133.0,4.657948387899119
749,Rio Grande do Norte,Nordeste,2010-09-01,14169,2010,3168133.0,4.472350119139569
750,Rio Grande do Norte,Nordeste,2010-10-01,13812,2010,3168133.0,4.3596654559641275
751,Rio Grande do Norte,Nordeste,2010-11-01,13837,2010,3168133.0,4.367556538819551
752,Rio Grande do Norte,Nordeste,2010-12-01,13310,2010,3168133.0,4.201212512227233
753,Paraíba,Nordeste,2010-01-01,18987,2010,3766834.0,5.040572533857345
754,Paraíba,Nordeste,2010-02-01,17666,2010,3766834.0,4.6898801486872
755,Paraíba,Nordeste,2010-03-01,20708,2010,3766834.0,5.497454891826929
756,Paraíba,Nordeste,2010-04-01,19702,2010,3766834.0,5.230387110236341
757,Paraíba,Nordeste,2010-05-01,21480,2010,3766834.0,5.702401539329846
758,Paraíba,Nordeste,2010-06-01,18716,2010,3766834.0,4.968628827285726
759,Paraíba,Nordeste,2010-07-01,20536,2010,3766834.0,5.451793203523171
760,Paraíba,Nordeste,2010-08-01,20305,2010,3766834.0,5.390468494231495
761,Paraíba,Nordeste,2010-09-01,19346,2010,3766834.0,5.135878034444842
762,Paraíba,Nordeste,2010-10-01,19307,2010,3766834.0,5.125524512096896
763,Paraíba,Nordeste,2010-11-01,18461,2010,3766834.0,4.900932719626084
764,Paraíba,Nordeste,2010-12-01,16706,2010,3766834.0,4.435024213968547
765,Pernambuco,Nordeste,2010-01-01,40462,2010,8796032.0,4.600028740231959
766,Pernambuco,Nordeste,2010-02-01,36900,2010,8796032.0,4.195073414921637
767,Pernambuco,Nordeste,2010-03-01,46020,2010,8796032.0,5.231904567877879
768,Pernambuco,Nordeste,2010-04-01,43193,2010,8796032.0,4.9105096479867285
769,Pernambuco,Nordeste,2010-05-01,47255,2010,8796032.0,5.372308786507371
770,Pernambuco,Nordeste,2010-06-01,42126,2010,8796032.0,4.789204950595905
771,Pernambuco,Nordeste,2010-07-01,43597,2010,8796032.0,4.956439449060667
772,Pernambuco,Nordeste,2010-08-01,44786,2010,8796032.0,5.091614036874809
773,Pernambuco,Nordeste,2010-09-01,43291,2010,8796032.0,4.921651035375952
774,Pernambuco,Nordeste,2010-10-01,43723,2010,8796032.0,4.970764089989668
775,Pernambuco,Nordeste,2010-11-01,43154,2010,8796032.0,4.906075830556324
776,Pernambuco,Nordeste,2010-12-01,41392,2010,8796032.0,4.705758232803155
777,Alagoas,Nordeste,2010-01-01,14258,2010,3120922.0,4.568521738127386
778,Alagoas,Nordeste,2010-02-01,13072,2010,3120922.0,4.1885058325712725
779,Alagoas,Nordeste,2010-03-01,17045,2010,3120922.0,5.461527074370971
780,Alagoas,Nordeste,2010-04-01,16214,2010,3120922.0,5.195259605975414
781,Alagoas,Nordeste,2010-05-01,16950,2010,3120922.0,5.4310873517505405
782,Alagoas,Nordeste,2010-06-01,14394,2010,3120922.0,4.6120986041945295
783,Alagoas,Nordeste,2010-07-01,15269,2010,3120922.0,4.892464470435339
784,Alagoas,Nordeste,2010-08-01,15771,2010,3120922.0,5.053314373124352
785,Alagoas,Nordeste,2010-09-01,15236,2010,3120922.0,4.881890672051401
786,Alagoas,Nordeste,2010-10-01,14841,2010,3120922.0,4.755325509576978
787,Alagoas,Nordeste,2010-11-01,14631,2010,3120922.0,4.688037701679184
788,Alagoas,Nordeste,2010-12-01,13296,2010,3120922.0,4.26027949432892
789,Sergipe,Nordeste,2010-01-01,7143,2010,2068031.0,3.4540101188038284
790,Sergipe,Nordeste,2010-02-01,6678,2010,2068031.0,3.2291585571009334
791,Sergipe,Nordeste,2010-03-01,8727,2010,2068031.0,4.219956083830465
792,Sergipe,Nordeste,2010-04-01,8324,2010,2068031.0,4.025084730354623
793,Sergipe,Nordeste,2010-05-01,8722,2010,2068031.0,4.217538325102477
794,Sergipe,Nordeste,2010-06-01,7280,2010,2068031.0,3.520256707950703
795,Sergipe,Nordeste,2010-07-01,7859,2010,2068031.0,3.8002331686517272
796,Sergipe,Nordeste,2010-08-01,7971,2010,2068031.0,3.854390964158661
797,Sergipe,Nordeste,2010-09-01,7963,2010,2068031.0,3.85052255019388
798,Sergipe,Nordeste,2010-10-01,7630,2010,2068031.0,3.689499818909871
799,Sergipe,Nordeste,2010-11-01,7861,2010,2068031.0,3.8012002721429226
800,Sergipe,Nordeste,2010-12-01,7366,2010,2068031.0,3.5618421580720985
801,Bahia,Nordeste,2010-01-01,71380,2010,14021432.0,5.090778174440385
802,Bahia,Nordeste,2010-02-01,66548,2010,14021432.0,4.746162874091605
803,Bahia,Nordeste,2010-03-01,81882,2010,14021432.0,5.839774425322606
804,Bahia,Nordeste,2010-04-01,77278,2010,14021432.0,5.511419946265118
805,Bahia,Nordeste,2010-05-01,81262,2010,14021432.0,5.795556402512953
806,Bahia,Nordeste,2010-06-01,68596,2010,14021432.0,4.892224988146717
807,Bahia,Nordeste,2010-07-01,72476,2010,14021432.0,5.168944227665191
808,Bahia,Nordeste,2010-08-01,77454,2010,14021432.0,5.523972159191729
809,Bahia,Nordeste,2010-09-01,74034,2010,14021432.0,5.280059839822352
810,Bahia,Nordeste,2010-10-01,73828,2010,14021432.0,5.265368045146887
811,Bahia,Nordeste,2010-11-01,72850,2010,14021432.0,5.19561768013424
812,Bahia,Nordeste,2010-12-01,68990,2010,14021432.0,4.920324828448336
813,Minas Gerais,Sudeste,2010-01-01,91105,2010,19595309.0,4.649327040466675
814,Minas Gerais,Sudeste,2010-02-01,87825,2010,19595309.0,4.4819400398330025
815,Minas Gerais,Sudeste,2010-03-01,104877,2010,19595309.0,5.35214831263952
816,Minas Gerais,Sudeste,2010-04-01,95596,2010,19595309.0,4.878514546517231
817,Minas Gerais,Sudeste,2010-05-01,98346,2010,19595309.0,5.018854257414364
818,Minas Gerais,Sudeste,2010-06-01,91795,2010,19595309.0,4.68453954974632
819,Minas Gerais,Sudeste,2010-07-01,94663,2010,19595309.0,4.830901110056494
820,Minas Gerais,Sudeste,2010-08-01,99193,2010,19595309.0,5.062078888370681
821,Minas Gerais,Sudeste,2010-09-01,97228,2010,19595309.0,4.961799785856911
822,Minas Gerais,Sudeste,2010-10-01,93079,2010,19595309.0,4.750065436579745
823,Minas Gerais,Sudeste,2010-11-01,91907,2010,19595309.0,4.690255203426494
824,Minas Gerais,Sudeste,2010-12-01,91365,2010,19595309.0,4.662595522224223
825,Espírito Santo,Sudeste,2010-01-01,14830,2010,3512672.0,4.221857321150395
826,Espírito Santo,Sudeste,2010-02-01,14003,2010,3512672.0,3.986424009984422
827,Espírito Santo,Sudeste,2010-03-01,17634,2010,3512672.0,5.020110047280247
828,Espírito Santo,Sudeste,2010-04-01,16464,2010,3512672.0,4.687030272111942
829,Espírito Santo,Sudeste,2010-05-01,16961,2010,3512672.0,4.828518005666342
830,Espírito Santo,Sudeste,2010-06-01,15656,2010,3512672.0,4.457005948747848
831,Espírito Santo,Sudeste,2010-07-01,16241,2010,3512672.0,4.623545836332
832,Espírito Santo,Sudeste,2010-08-01,17355,2010,3512672.0,4.940683331663189
833,Espírito Santo,Sudeste,2010-09-01,16370,2010,3512672.0,4.6602700166710695
834,Espírito Santo,Sudeste,2010-10-01,16686,2010,3512672.0,4.750230024323364
835,Espírito Santo,Sudeste,2010-11-01,16669,2010,3512672.0,4.745390403658526
836,Espírito Santo,Sudeste,2010-12-01,16581,2010,3512672.0,4.720338249628773
837,Rio de Janeiro,Sudeste,2010-01-01,55513,2010,15993583.0,3.4709545697171174
838,Rio de Janeiro,Sudeste,2010-02-01,49748,2010,15993583.0,3.11049750390516
839,Rio de Janeiro,Sudeste,2010-03-01,61193,2010,15993583.0,3.8260970040296787
840,Rio de Janeiro,Sudeste,2010-04-01,57866,2010,15993583.0,3.6180760746356837
841,Rio de Janeiro,Sudeste,2010-05-01,59851,2010,15993583.0,3.7421883514156895
842,Rio de Janeiro,Sudeste,2010-06-01,55026,2010,15993583.0,3.440504857479403
843,Rio de Janeiro,Sudeste,2010-07-01,56306,2010,15993583.0,3.520536955352656
844,Rio de Janeiro,Sudeste,2010-08-01,58892,2010,15993583.0,3.682226803087213
845,Rio de Janeiro,Sudeste,2010-09-01,53559,2010,15993583.0,3.348780570307479
846,Rio de Janeiro,Sudeste,2010-10-01,53720,2010,15993583.0,3.3588471076180992
847,Rio de Janeiro,Sudeste,2010-11-01,52949,2010,15993583.0,3.310640273664757
848,Rio de Janeiro,Sudeste,2010-12-01,51701,2010,15993583.0,3.2326089782383347
849,São Paulo,Sudeste,2010-01-01,187231,2010,41252160.0,4.5386956707236665
850,São Paulo,Sudeste,2010-02-01,179941,2010,41252160.0,4.361977651594486
851,São Paulo,Sudeste,2010-03-01,216682,2010,41252160.0,5.2526219233126215
852,São Paulo,Sudeste,2010-04-01,198602,2010,41252160.0,4.814341842948345
853,São Paulo,Sudeste,2010-05-01,204531,2010,41252160.0,4.958067650275767
854,São Paulo,Sudeste,2010-06-01,192091,2010,41252160.0,4.656507683476453
855,São Paulo,Sudeste,2010-07-01,193427,2010,41252160.0,4.688893866406025
856,São Paulo,Sudeste,2010-08-01,205500,2010,41252160.0,4.981557329361663
857,São Paulo,Sudeste,2010-09-01,195081,2010,41252160.0,4.728988736589793
858,São Paulo,Sudeste,2010-10-01,191999,2010,41252160.0,4.654277497226812
859,São Paulo,Sudeste,2010-11-01,191212,2010,41252160.0,4.635199708330425
860,São Paulo,Sudeste,2010-12-01,183461,2010,41252160.0,4.44730651679815
861,Paraná,Sul,2010-01-01,61433,2010,10439601.0,5.884611873576394
862,Paraná,Sul,2010-02-01,60456,2010,10439601.0,5.791025921392973
863,Paraná,Sul,2010-03-01,73228,2010,10439601.0,7.014444325985256
864,Paraná,Sul,2010-04-01,65405,2010,10439601.0,6.265086184807255
865,Paraná,Sul,2010-05-01,67439,2010,10439601.0,6.459921217295565
866,Paraná,Sul,2010-06-01,64959,2010,10439601.0,6.222364245530073
867,Paraná,Sul,2010-07-01,66122,2010,10439601.0,6.3337669705959065
868,Paraná,Sul,2010-08-01,67807,2010,10439601.0,6.495171606654315
869,Paraná,Sul,2010-09-01,66673,2010,10439601.0,6.386546765532514
870,Paraná,Sul,2010-10-01,64601,2010,10439601.0,6.188071747186506
871,Paraná,Sul,2010-11-01,65123,2010,10439601.0,6.238073658179082
872,Paraná,Sul,2010-12-01,61705,2010,10439601.0,5.910666509189384
873,Santa Catarina,Sul,2010-01-01,30970,2010,6249682.0,4.955452133404548
874,Santa Catarina,Sul,2010-02-01,29943,2010,6249682.0,4.791123772377539
875,Santa Catarina,Sul,2010-03-01,35207,2010,6249682.0,5.633406627729219
876,Santa Catarina,Sul,2010-04-01,32185,2010,6249682.0,5.149862024979831
877,Santa Catarina,Sul,2010-05-01,33375,2010,6249682.0,5.340271713024759
878,Santa Catarina,Sul,2010-06-01,32530,2010,6249682.0,5.205064833698739
879,Santa Catarina,Sul,2010-07-01,33192,2010,6249682.0,5.310990223182555
880,Santa Catarina,Sul,2010-08-01,34406,2010,6249682.0,5.5052401066166246
881,Santa Catarina,Sul,2010-09-01,32474,2010,6249682.0,5.196104377790742
882,Santa Catarina,Sul,2010-10-01,32584,2010,6249682.0,5.213705273324306
883,Santa Catarina,Sul,2010-11-01,32042,2010,6249682.0,5.126980860786197
884,Santa Catarina,Sul,2010-12-01,30290,2010,6249682.0,4.846646597378875
885,Rio Grande do Sul,Sul,2010-01-01,59683,2010,10695532.0,5.580180583817617
886,Rio Grande do Sul,Sul,2010-02-01,54080,2010,10695532.0,5.056316974228117
887,Rio Grande do Sul,Sul,2010-03-01,64897,2010,10695532.0,6.06767386605921
888,Rio Grande do Sul,Sul,2010-04-01,60314,2010,10695532.0,5.639177181649309
889,Rio Grande do Sul,Sul,2010-05-01,62529,2010,10695532.0,5.8462730044657905
890,Rio Grande do Sul,Sul,2010-06-01,60718,2010,10695532.0,5.6769499637792675
891,Rio Grande do Sul,Sul,2010-07-01,63078,2010,10695532.0,5.897602849488927
892,Rio Grande do Sul,Sul,2010-08-01,64043,2010,10695532.0,5.987827440467664
893,Rio Grande do Sul,Sul,2010-09-01,59741,2010,10695532.0,5.585603408974888
894,Rio Grande do Sul,Sul,2010-10-01,60225,2010,10695532.0,5.630855949942462
895,Rio Grande do Sul,Sul,2010-11-01,58004,2010,10695532.0,5.42319914521316
896,Rio Grande do Sul,Sul,2010-12-01,55019,2010,10695532.0,5.1441106435846295
897,Mato Grosso do Sul,Centro-Oeste,2010-01-01,13342,2010,2449341.0,5.447179465823664
898,Mato Grosso do Sul,Centro-Oeste,2010-02-01,13084,2010,2449341.0,5.3418450105559
899,Mato Grosso do Sul,Centro-Oeste,2010-03-01,16236,2010,2449341.0,6.6287217663853255
900,Mato Grosso do Sul,Centro-Oeste,2010-04-01,13851,2010,2449341.0,5.65499046478216
901,Mato Grosso do Sul,Centro-Oeste,2010-05-01,13625,2010,2449341.0,5.562720748152258
902,Mato Grosso do Sul,Centro-Oeste,2010-06-01,13129,2010,2449341.0,5.360217299265394
903,Mato Grosso do Sul,Centro-Oeste,2010-07-01,13006,2010,2449341.0,5.309999710126111
904,Mato Grosso do Sul,Centro-Oeste,2010-08-01,14588,2010,2449341.0,5.9558877265354235
905,Mato Grosso do Sul,Centro-Oeste,2010-09-01,14086,2010,2449341.0,5.75093463915396
906,Mato Grosso do Sul,Centro-Oeste,2010-10-01,13251,2010,2449341.0,5.410026615322244
907,Mato Grosso do Sul,Centro-Oeste,2010-11-01,12945,2010,2449341.0,5.285095052097686
908,Mato Grosso do Sul,Centro-Oeste,2010-12-01,12268,2010,2449341.0,5.008694175290415
909,Mato Grosso,Centro-Oeste,2010-01-01,15115,2010,3033991.0,4.98188689419316
910,Mato Grosso,Centro-Oeste,2010-02-01,13939,2010,3033991.0,4.594278625084913
911,Mato Grosso,Centro-Oeste,2010-03-01,16803,2010,3033991.0,5.538249783865542
912,Mato Grosso,Centro-Oeste,2010-04-01,15284,2010,3033991.0,5.0375891029340565
913,Mato Grosso,Centro-Oeste,2010-05-01,15543,2010,3033991.0,5.122955209820992
914,Mato Grosso,Centro-Oeste,2010-06-01,14217,2010,3033991.0,4.685907110469345
915,Mato Grosso,Centro-Oeste,2010-07-01,14731,2010,3033991.0,4.855320928770059
916,Mato Grosso,Centro-Oeste,2010-08-01,15573,2010,3033991.0,5.132843175869671
917,Mato Grosso,Centro-Oeste,2010-09-01,15406,2010,3033991.0,5.077800164865354
918,Mato Grosso,Centro-Oeste,2010-10-01,14688,2010,3033991.0,4.841148177433618
919,Mato Grosso,Centro-Oeste,2010-11-01,14465,2010,3033991.0,4.767647629805098
920,Mato Grosso,Centro-Oeste,2010-12-01,14399,2010,3033991.0,4.745894104498003
921,Goiás,Centro-Oeste,2010-01-01,32623,2010,6004045.0,5.433503579670039
922,Goiás,Centro-Oeste,2010-02-01,30627,2010,6004045.0,5.101061034685783
923,Goiás,Centro-Oeste,2010-03-01,35019,2010,6004045.0,5.83256787715615
924,Goiás,Centro-Oeste,2010-04-01,32086,2010,6004045.0,5.344063876936299
925,Goiás,Centro-Oeste,2010-05-01,31381,2010,6004045.0,5.22664303815178
926,Goiás,Centro-Oeste,2010-06-01,29121,2010,6004045.0,4.8502301365162985
927,Goiás,Centro-Oeste,2010-07-01,28403,2010,6004045.0,4.730644090775469
928,Goiás,Centro-Oeste,2010-08-01,32536,2010,6004045.0,5.419013348500886
929,Goiás,Centro-Oeste,2010-09-01,32248,2010,6004045.0,5.37104568669955
930,Goiás,Centro-Oeste,2010-10-01,29740,2010,6004045.0,4.953327298512919
931,Goiás,Centro-Oeste,2010-11-01,29536,2010,6004045.0,4.919350204736973
932,Goiás,Centro-Oeste,2010-12-01,27917,2010,6004045.0,4.649698661485715
933,Distrito Federal,Centro-Oeste,2010-01-01,15434,2010,2562963.0,6.02193632916277
934,Distrito Federal,Centro-Oeste,2010-02-01,14567,2010,2562963.0,5.683655987230405
935,Distrito Federal,Centro-Oeste,2010-03-01,17306,2010,2562963.0,6.7523409428852466
936,Distrito Federal,Centro-Oeste,2010-04-01,16292,2010,2562963.0,6.356705110452238
937,Distrito Federal,Centro-Oeste,2010-05-01,16707,2010,2562963.0,6.5186270734302445
938,Distrito Federal,Centro-Oeste,2010-06-01,14863,2010,2562963.0,5.799147315041224
939,Distrito Federal,Centro-Oeste,2010-07-01,15301,2010,2562963.0,5.9700432663288545
940,Distrito Federal,Centro-Oeste,2010-08-01,16281,2010,2562963.0,6.352413202999809
941,Distrito Federal,Centro-Oeste,2010-09-01,15900,2010,2562963.0,6.203757135783857
942,Distrito Federal,Centro-Oeste,2010-10-01,15454,2010,2562963.0,6.029739797258095
943,Distrito Federal,Centro-Oeste,2010-11-01,14697,2010,2562963.0,5.734378529850021
944,Distrito Federal,Centro-Oeste,2010-12-01,14093,2010,2562963.0,5.498713793371188
945,Rondônia,Norte,2011-01-01,7821,2011,1576455.0,4.961131145513193
946,Rondônia,Norte,2011-02-01,7785,2011,1576455.0,4.9382950988134775
947,Rondônia,Norte,2011-03-01,8691,2011,1576455.0,5.513002274089651
948,Rondônia,Norte,2011-04-01,8836,2011,1576455.0,5.60498079551906
949,Rondônia,Norte,2011-05-01,8274,2011,1576455.0,5.24848473315128
950,Rondônia,Norte,2011-06-01,8195,2011,1576455.0,5.198372297338015
951,Rondônia,Norte,2011-07-01,7814,2011,1576455.0,4.956690803099359
952,Rondônia,Norte,2011-08-01,8681,2011,1576455.0,5.506658927784174
953,Rondônia,Norte,2011-09-01,7918,2011,1576455.0,5.022661604676315
954,Rondônia,Norte,2011-10-01,8245,2011,1576455.0,5.230089028865398
955,Rondônia,Norte,2011-11-01,8254,2011,1576455.0,5.235798040540327
956,Rondônia,Norte,2011-12-01,7422,2011,1576455.0,4.708031627924679
957,Acre,Norte,2011-01-01,4621,2011,746386.0,6.191166500979386
958,Acre,Norte,2011-02-01,4129,2011,746386.0,5.531990149868834
